Locus_tag,gene_id,GSE60522_1,GSE60522_2,GSE60522_3,GSE114917_LP1,GSE114917_LP2,GSE114917_LP3,GSE114917_LP4,GSE54199_RNA,GSE54199_DNA,GSE40313_1,GSE40313_2,gbk_start,gbk_end,gbk_midpoint,gbk_gene_id,gbk_old_locus_tag,gbk_strand
b1183,umuD,16,10,14,10,7,3,7,13309,45446.5,5,7,1230767,1231186,1230976,umuD,,0
b1184,umuC,41,27,39,20,10,8,12,40421,98407.5,6,28,1231186,1232454,1231820,umuC,,0
b1185,dsbB,542,449,573,304,240,165,281,87604.5,38123,47,58,1232500,1233030,1232765,dsbB,,1
b1186,nhaB,967,836,861,521,532,382,666,100157.5,106400,92,102,1233176,1234717,1233946,nhaB,,1
b1187,fadR,130,138,147,696,708,535,677,177191,59143,183,277,1234938,1235657,1235297,fadR,,0
b1188,ycgB,565,294,1057,244,236,178,124,26776,138463.5,511,1005,1235709,1237241,1236475,ycgB,,1
b1189,dadA,128,92,145,351,453,295,563,89802.5,93447.5,393,657,1237571,1238869,1238220,dadA,,0
b1190,dadX,99,56,84,191,291,146,331,100296,69089,216,360,1238879,1239949,1239414,dadX,,0
b1191,cvrA,481,419,341,385,361,251,299,88373,135000.5,76,123,1240335,1242071,1241203,cvrA,,1
b1192,ldcA,169,128,161,128,122,103,117,52248,72444,60,70,1242166,1243080,1242623,ldcA,,1
b1193,emtA,648,655,660,88,87,50,105,84867,41346.5,31,28,1243180,1243791,1243485,emtA,,0
b1194,ycgR,3100,2026,2599,7,8,1,5,26638.5,81321,9,6,1243793,1244527,1244160,ycgR,,1
b1195,ymgE,23,6,30,6,10,9,3,6583,19732.5,14,23,1244728,1244982,1244855,ymgE,,0
b1196,ycgY,15,3,23,1,2,4,3,10736.5,52907.5,4,3,1245160,1245600,1245380,ycgY,,0
b1197,treA,115,63,143,160,160,137,102,49553.5,140844.5,44,38,1245679,1247376,1246527,treA,,1
b1198,dhaM,1763,1947,1455,340,378,293,235,96477,131620.5,110,158,1247696,1249114,1248405,dhaM,,1
b1199,dhaL,248,215,201,187,188,165,97,27003.5,45478.5,60,147,1249125,1249757,1249441,dhaL,,1
b1200,dhaK,971,887,802,324,409,271,228,58518,78330.5,127,174,1249768,1250838,1250303,dhaK,,1
b1201,dhaR,258,161,201,66,76,54,56,48969,141278.5,28,37,1251066,1252985,1252025,dhaR,,0
b1202,ycgV,47,47,83,57,45,35,47,57608,240012.5,36,57,1253085,1255952,1254518,ycgV,,1
b1203,ychF,1529,1477,1255,758,586,477,1266,366229,89997.5,198,382,1256721,1257812,1257266,ychF,,1
b1204,pth,386,366,282,155,111,75,191,44557,48245,25,47,1257929,1258513,1258221,pth,,1
b1205,ychH,31,38,91,981,1318,1278,257,19230.5,21133.5,763,1047,1258791,1259069,1258930,ychH,,0
b1206,dauA,173,188,150,237,203,172,306,86249.5,116366,89,137,1259124,1260803,1259963,dauA,,1
b1207,prs,10326,11676,8825,1691,1646,1234,2901,468331.5,70388,430,687,1260928,1261875,1261401,prs,,1
b1208,ispE,638,556,542,749,746,625,787,279879,65182,111,187,1262026,1262877,1262451,ispE,,1
b1209,lolB,420,427,379,363,312,263,323,76685,53725,86,136,1262877,1263500,1263188,lolB,,1
b1210,hemA,221,211,197,612,412,309,595,179507.5,88557,266,350,1263714,1264970,1264342,hemA,,0
b1211,prfA,235,179,167,400,398,288,634,201933.5,80330.5,93,207,1265012,1266094,1265553,prfA,,0
b1212,prmC,95,49,73,120,148,93,233,47926,54257,40,80,1266094,1266927,1266510,prmC,,0
b1213,ychQ,61,51,66,25,27,17,47,67931,34685.5,26,48,1266924,1267316,1267120,ychQ,,0
b1214,ychA,427,366,407,409,288,218,400,318868.5,95815,84,185,1267320,1268129,1267724,ychA,,0
b1215,kdsA,850,665,813,966,1081,794,1067,240268.5,74956,149,282,1268165,1269019,1268592,kdsA,,0
b1216,chaA,111,131,130,150,93,86,218,82443,119025.5,38,41,1270749,1271849,1271299,chaA,,1
b1217,chaB,15,10,26,22,37,30,18,6816.5,26390,11,11,1272119,1272349,1272234,chaB,,0
b1218,chaC,321,283,353,49,38,34,37,14483.5,46798.5,37,44,1272507,1273202,1272854,chaC,,0
b1219,ychN,127,132,144,494,555,500,321,61389,30474.5,131,188,1273246,1273599,1273422,ychN,,1
b1220,ychO,109,79,92,56,38,29,29,29101,126164.5,19,23,1273784,1275178,1274481,ychO,,0
b1221,narL,118,74,85,806,840,729,517,31808.5,59786.5,23,67,1275179,1275829,1275504,narL,,1
b1222,narX,128,109,142,412,375,314,276,39817.5,122544.5,51,93,1275822,1277618,1276720,narX,,1
b1223,narK,13,6,7,5096,5812,4134,2281,39845,102056.5,12,34,1277957,1279348,1278652,narK,,0
b1224,narG,79,41,67,15735,16199,12336,7733,121418.5,245215.5,252,443,1279864,1283607,1281735,narG,,0
b1225,narH,40,38,47,8940,8827,6690,5067,76102.5,114428,97,181,1283604,1285142,1284373,narH,,0
b1226,narJ,19,8,27,3123,3073,2519,2226,34287.5,49060,48,71,1285139,1285849,1285494,narJ,,0
b1227,narI,32,30,45,3344,3632,2841,2253,21975,40977.5,41,73,1285849,1286526,1286187,narI,,0
b1232,purU,571,444,466,353,281,210,452,82545.5,79787.5,119,204,1287782,1288624,1288203,purU,,1
b1233,ychJ,416,345,379,212,192,145,264,74156,50423.5,79,115,1288674,1289132,1288903,ychJ,,1
b1234,rssA,302,215,315,1065,911,622,592,87996,77022.5,174,329,1289245,1290150,1289697,rssA,,0
b1235,rssB,185,96,226,469,363,297,342,67666.5,111575.5,136,242,1290242,1291255,1290748,rssB,,0
b1236,galU,714,649,707,1451,1617,1181,1433,203833,100355.5,129,226,1291457,1292365,1291911,galU,,0
b1237,hns,38367,24169,38675,6391,7105,5327,6911,2478108,60567.5,448,516,1292509,1292922,1292715,hns,,1
b1238,tdk,119,119,127,51,64,46,114,83925.5,64381.5,16,27,1293527,1294144,1293835,tdk,,0
b1241,adhE,28886,22311,26571,11215,12377,9453,7714,1248868.5,249482.5,930,1683,1295446,1298121,1296783,adhE,,1
b1242,ychE,3,3,5,80,53,38,77,53348,61377.5,33,45,1298598,1299245,1298921,ychE,,0
b1243,oppA,17819,13505,15431,8557,8292,5962,8631,353949.5,160056,7520,12572,1301182,1302813,1301997,oppA,,0
b1244,oppB,1364,1348,1177,1240,1290,968,1337,32047.5,92005,742,1408,1302899,1303819,1303359,oppB,,0
b1245,oppC,2419,2197,2089,1427,1458,1182,1677,66098.5,65292,997,1601,1303834,1304742,1304288,oppC,,0
b1246,oppD,4745,3902,3638,1789,1857,1359,2311,40465,73659.5,1066,1968,1304754,1305767,1305260,oppD,,0
b1247,oppF,2545,2335,2131,1525,1685,1306,1973,38878,74949,906,1622,1305764,1306768,1306266,oppF,,0
b1248,yciU,96,58,64,81,62,47,100,230927,34116.5,40,91,1306821,1307150,1306985,yciU,,1
b1249,clsA,1133,661,1106,500,450,373,389,87881.5,107743.5,122,208,1307185,1308645,1307915,clsA,,1
b1250,kch,319,248,344,103,98,65,75,192048.5,211999,58,86,1309016,1310269,1309642,kch,,1
b1251,yciI,121,121,203,213,187,197,100,12889,26891.5,95,119,1310569,1310865,1310717,yciI,,1
b1252,tonB,260,213,207,48,29,27,51,84368,49325.5,43,45,1311089,1311808,1311448,tonB,,0
b1253,yciA,127,170,131,49,56,30,79,138518.5,32845.5,29,31,1311848,1312246,1312047,yciA,,1
b1254,yciB,247,193,207,185,187,117,211,94228.5,64708,40,56,1312351,1312890,1312620,yciB,,1
b1255,yciC,117,126,113,266,204,158,284,84340,66306.5,74,90,1312920,1313663,1313291,yciC,,1
b1256,ompW,5,9,4,945,989,724,630,114726.5,51958.5,2476,3516,1314020,1314658,1314339,ompW,,0
b1257,yciE,9,18,22,42,26,14,16,63486.5,56275,79,112,1314718,1315224,1314971,yciE,,1
b1258,yciF,9,8,7,2,1,0,2,23663.5,58681,7,9,1315270,1315770,1315520,yciF,,1
b1259,yciG,0,1,1,0,0,0,1,2678,16105.5,12,9,1315856,1316035,1315945,yciG,,1
b1260,trpA,216,180,219,150,183,121,160,16743,52843,156,287,1316416,1317222,1316819,trpA,,1
b1261,trpB,1150,1082,1034,203,229,167,190,26311,74524.5,230,383,1317222,1318415,1317818,trpB,,1
b1262,trpC,1981,1548,1765,93,79,54,102,42160.5,94921.5,133,215,1318427,1319788,1319107,trpC,,1
b1263,trpD,1366,1066,1074,17,26,16,10,14834,98388,98,165,1319789,1321384,1320586,trpD,,1
b1264,trpE,3145,2421,2614,7,8,3,10,22566.5,103589,36,79,1321384,1322946,1322165,trpE,,1
b1265,trpL,71,47,44,0,0,1,1,590,4145.5,1,2,1323038,1323082,1323060,trpL,,1
b1266,yciV,181,191,166,237,252,183,257,135104,55300,88,147,1323220,1324101,1323660,yciV,,0
b1267,yciO,830,718,755,418,451,312,404,117679.5,63556.5,90,170,1324098,1324718,1324408,yciO,,0
b1268,yciQ,31,48,47,54,53,38,65,84175,190911.5,72,84,1324746,1326641,1325693,yciQ,,0
b1269,rluB,565,514,383,459,358,308,998,85796,59133,129,198,1326852,1327727,1327289,rluB,,0
b1270,btuR,224,218,233,61,60,41,60,45920.5,45252,32,45,1327767,1328357,1328062,btuR,,1
b1271,yciK,317,266,382,124,122,104,93,26079,55875,40,53,1328354,1329112,1328733,yciK,,1
b1272,sohB,654,542,738,400,463,366,436,188260.5,83989.5,215,311,1329332,1330381,1329856,sohB,,0
b1273,yciN,92,92,91,256,296,256,200,22684.5,21187,79,150,1330417,1330668,1330542,yciN,,1
b1274,topA,2918,2405,2540,1605,1726,1200,2784,634493.5,206623.5,382,674,1331048,1333645,1332346,topA,,0
b1275,cysB,694,582,625,630,594,423,590,81031,84288.5,142,266,1333855,1334829,1334342,cysB,,0
b1276,acnA,1058,816,1048,1136,1255,972,1020,96680.5,168001,967,1594,1335831,1338506,1337168,acnA,,0
b1277,ribA,734,577,615,446,455,354,423,89694,48821,147,192,1338570,1339160,1338865,ribA,,1
b1278,pgpB,53,37,68,158,166,127,152,41281,64581,110,143,1339330,1340094,1339712,pgpB,,0
b1279,yciS,251,192,195,280,238,190,180,61871.5,21528,124,202,1340243,1340551,1340397,yciS,,0
b1280,yciM,121,105,115,409,257,213,278,46094.5,80032,273,344,1340558,1341727,1341142,yciM,,0
b1281,pyrF,427,571,385,169,135,116,315,102155,44255.5,52,74,1341921,1342658,1342289,pyrF,,0
b1282,yciH,315,427,204,23,26,13,40,19057,19240,12,26,1342658,1342984,1342821,yciH,,0
b1283,osmB,30,16,20,30,30,29,21,8526.5,13272.5,69,73,1343110,1343328,1343219,osmB,,1
b1284,yciT,687,519,671,297,293,188,232,34588,64994,56,90,1343597,1344346,1343971,yciT,,1
b1285,gmr,209,106,267,72,63,52,83,58897.5,173347.5,59,109,1344757,1346742,1345749,gmr,,1
b1286,rnb,5263,5069,3720,562,539,395,1099,184175.5,134929,124,249,1346978,1348912,1347945,rnb,,1
b1287,yciW,991,796,537,22,22,16,32,81347.5,90801.5,15,17,1348980,1350107,1349543,yciW,,1
b1288,fabI,3444,3084,2919,2364,2317,1898,2994,353211,61545,458,738,1350251,1351039,1350645,fabI,,1
b1289,ycjD,39,34,60,50,45,38,34,10794.5,26986.5,12,24,1351407,1351760,1351583,ycjD,,1
b1290,sapF,68,64,84,92,66,72,102,43451.5,60954.5,30,56,1351828,1352634,1352231,sapF,,1
b1291,sapD,51,50,59,163,154,123,159,63776,74738.5,58,96,1352636,1353628,1353132,sapD,,1
b1292,sapC,232,165,226,61,56,61,66,41998.5,57062,34,37,1353628,1354518,1354073,sapC,,1
b1293,sapB,155,152,169,77,75,52,87,24903,76179.5,34,64,1354505,1355470,1354987,sapB,,1
b1294,sapA,260,224,215,265,238,205,277,62530,118432.5,87,122,1355467,1357110,1356288,sapA,,1
b1295,ymjA,31,39,50,72,45,28,73,11726.5,19893,11,14,1357423,1357668,1357545,ymjA,,1
b1296,puuP,205,136,210,22,25,10,11,21035.5,92391.5,20,10,1357802,1359187,1358494,puuP,,1
b1297,puuA,277,108,303,28,73,27,49,22379.5,107871,39,22,1359490,1360908,1360199,puuA,,1
b1298,puuD,113,78,106,11,21,7,18,21413.5,56249,36,39,1361120,1361884,1361502,puuD,,0
b1299,puuR,101,95,133,45,45,30,36,20556.5,51040,24,35,1361911,1362468,1362189,puuR,,0
b1300,puuC,167,78,126,10,16,8,13,18576.5,105440.5,6,8,1362743,1364230,1363486,puuC,,0
b1301,puuB,131,78,150,4,10,3,3,9900,87725.5,5,8,1364232,1365512,1364872,puuB,,0
b1302,puuE,62,25,39,8,14,7,7,10358,73524.5,5,14,1365550,1366815,1366182,puuE,,0
b1303,pspF,80,57,57,85,90,87,67,20808.5,87250.5,17,37,1366935,1367912,1367423,pspF,,1
b1304,pspA,510,393,391,175,190,143,153,103914,66583.5,70,233,1368079,1368747,1368413,pspA,,0
b1305,pspB,36,34,32,10,20,2,11,8253.5,22351.5,14,28,1368801,1369025,1368913,pspB,,0
b1306,pspC,93,47,69,24,19,24,23,8288,29469,9,30,1369025,1369384,1369204,pspC,,0
b1307,pspD,5,3,3,12,13,2,5,2756.5,15864.5,11,10,1369393,1369614,1369503,pspD,,0
b1308,pspE,32,37,31,1677,1805,1586,915,38960.5,37225,223,314,1369689,1370003,1369846,pspE,,0
b1309,ycjM,2,0,0,17,24,14,5,27172,170042,10,6,1370216,1371895,1371055,ycjM,,0
b1310,ycjN,0,2,2,9,17,7,10,19892,119228,3,6,1371909,1373201,1372555,ycjN,,0
b1311,ycjO,5,2,2,5,2,8,9,8881,62191,4,4,1373222,1374103,1373662,ycjO,,0
b1312,ycjP,15,4,13,6,4,6,2,15746.5,62183,0,2,1374090,1374932,1374511,ycjP,,0
b1313,ycjQ,6,9,10,13,12,7,15,19998.5,75241.5,2,7,1374963,1376015,1375489,ycjQ,,0
b1314,ycjR,4,10,6,6,11,11,7,13602.5,58495,3,3,1376034,1376822,1376428,ycjR,,0
b1315,ycjS,2,1,5,14,10,9,9,14868,77355.5,6,10,1376832,1377887,1377359,ycjS,,0
b1316,ycjT,3,7,7,17,14,11,13,27917,168724.5,16,15,1377884,1380151,1379017,ycjT,,0
b1317,ycjU,2,2,2,1,1,1,2,6754,47872.5,1,1,1380148,1380807,1380477,ycjU,,0
b1319,ompG,1,1,6,3,2,0,2,15750,79603,1,3,1381947,1382852,1382399,ompG,,0
b1320,ycjW,88,41,58,50,41,28,47,29123.5,114447,14,21,1382963,1383961,1383462,ycjW,,1
b1321,ycjX,280,273,256,159,143,100,100,29357,95392,40,69,1384117,1385514,1384815,ycjX,,0
b1322,ycjF,386,291,379,76,73,57,69,23239,66600.5,30,50,1385511,1386572,1386041,ycjF,,0
b1323,tyrR,893,739,850,1379,1400,1073,861,124664.5,113744.5,213,395,1386720,1388261,1387490,tyrR,,0
b1324,tpx,7244,7374,6594,2789,2865,2302,2453,258553.5,45208.5,558,949,1388305,1388811,1388558,tpx,,1
b1325,ycjG,141,109,136,319,295,255,237,55366,58555,115,167,1388930,1389895,1389412,ycjG,,0
b1326,mpaA,1009,690,1091,212,197,160,130,25158.5,44418.5,95,114,1389870,1390598,1390234,mpaA,,1
b1327,ycjY,25,17,15,24,29,17,19,13177.5,77393.5,10,18,1390933,1391853,1391393,ycjY,,1
b1329,mppA,241,175,243,603,618,422,557,129388.5,142236.5,103,182,1393227,1394840,1394033,mppA,,0
b1330,ynaI,251,195,177,68,58,30,78,50603.5,98551.5,16,37,1394891,1395922,1395406,ynaI,,1
b1332,ynaJ,50,56,66,137,139,110,164,163517.5,22538,154,150,1397365,1397622,1397493,ynaJ,,0
b1333,uspE,1069,839,1400,6671,7789,6266,3389,133396.5,68937,1930,3070,1397672,1398622,1398147,uspE,,1
b1334,fnr,1160,1100,1071,1040,853,674,1698,390591.5,55400,659,766,1398774,1399526,1399150,fnr,,1
b1335,ogt,11,14,32,104,71,62,67,12975,32763,13,30,1399721,1400236,1399978,ogt,,1
b1336,abgT,2,3,7,14,9,11,11,27884.5,140109.5,12,14,1400247,1401773,1401010,abgT,,1
b1337,abgB,11,6,12,17,9,8,5,18043,99072.5,19,26,1401810,1403255,1402532,abgB,,1
b1338,abgA,22,12,12,8,8,5,3,11089,78132.5,5,10,1403255,1404565,1403910,abgA,,1
b1339,abgR,34,34,43,89,102,72,43,20378,75293,44,62,1404741,1405649,1405195,abgR,,0
b1340,smrA,33,32,32,55,35,34,49,10706,34499,28,38,1405979,1406542,1406260,smrA,,0
b1341,ydaM,189,134,235,101,98,67,64,20906,120074,45,93,1406563,1407795,1407179,ydaM,,1
b1342,ydaN,196,158,164,151,147,126,108,31700.5,69084.5,102,113,1408050,1409033,1408541,ydaN,,0
b1343,dbpA,145,132,144,100,100,67,171,72032.5,85317.5,47,72,1409511,1410884,1410197,dbpA,,0
b1344,ttcA,466,471,336,210,182,139,377,129975.5,84654.5,80,108,1411013,1411948,1411480,ttcA,,1
b1345,intR,148,125,129,17,10,8,10,38669.5,118473,7,9,1412000,1413235,1412617,intR,,1
b1346,ydaQ,1,1,0,0,0,0,1,2533,19999,1,0,1413237,1413452,1413344,ydaQ,,1
b1348,ralR,3,0,0,0,0,0,1,2466.5,17837.5,0,1,1413733,1413927,1413830,ralR,,1
b1349,recT,8,12,9,2,8,6,7,9678,72692.5,10,15,1413984,1414793,1414388,recT,,1
b1350,recE,67,52,54,16,12,5,9,67007.5,210683.5,19,23,1414786,1417386,1416086,recE,,1
b1351,racC,0,0,0,1,2,0,0,11660.5,28618,5,1,1417488,1417763,1417625,racC,,1
b1352,kilR,0,0,0,0,0,0,0,2825,21053.5,2,1,1418008,1418229,1418118,kilR,,1
b1353,sieB,12,4,9,4,5,3,0,16792,46019.5,9,5,1418671,1419159,1418915,sieB,,0
b1355,ydaG,0,2,0,1,0,0,0,4091.5,10892.5,13,9,1419322,1419456,1419389,ydaG,,1
b1356,racR,116,77,83,170,185,108,124,79941,45451.5,71,121,1419765,1420241,1420003,racR,,1
b1357,ydaS,6,4,2,4,3,2,4,8438,31430.5,8,6,1420365,1420661,1420513,ydaS,,0
b1358,ydaT,7,15,3,2,2,2,2,5498.5,33305,7,8,1420684,1421106,1420895,ydaT,,0
b1359,ydaU,5,2,0,5,5,0,2,20718.5,74608,7,10,1421119,1421976,1421547,ydaU,,0
b1360,ydaV,13,15,9,7,6,1,1,15928,49527.5,4,15,1421983,1422729,1422356,ydaV,,0
b1363,trkG,82,53,60,58,35,20,66,148111,135675.5,25,51,1423782,1425239,1424510,trkG,,0
b1365,ynaK,0,5,12,0,2,1,1,13742.5,25613,0,0,1425377,1425640,1425508,ynaK,,0
b1372,stfR,23,13,21,26,15,5,7,47980.5,264335,27,33,1429049,1432411,1430730,stfR,,0
b1373,tfaR,2,0,1,0,0,0,0,17017.5,58847.5,0,1,1432411,1432986,1432698,tfaR,,0
b1374,pinR,2,1,4,1,1,0,2,42726,67421,6,11,1433084,1433674,1433379,pinR,,1
b1375,ynaE,0,0,0,8,0,1,8,220017,20176,10,25,1433991,1434224,1434107,ynaE,,1
b1376,uspF,35,40,64,1093,1247,1045,503,44089,40215,810,1402,1435185,1435619,1435402,uspF,,1
b1377,ompN,3,1,2,3,1,0,5,14172.5,102221,1,1,1435760,1436893,1436326,ompN,,1
b1379,hslJ,141,74,79,109,79,53,77,77285.5,38384,94,118,1441321,1441743,1441532,hslJ,,1
b1380,ldhA,1159,826,1155,41,55,37,51,35258.5,82784.5,69,99,1441854,1442843,1442348,ldhA,,1
b1381,ydbH,307,282,276,160,158,117,144,80826.5,177531,91,156,1443051,1445690,1444370,ydbH,,0
b1382,ynbE,2,3,5,7,3,1,9,17375,20437.5,4,16,1445687,1445872,1445779,ynbE,,0
b1383,ydbL,28,29,35,40,15,18,33,57870.5,34876,19,29,1445880,1446206,1446043,ydbL,,0
b1384,feaR,61,31,29,32,32,25,35,29362.5,101309.5,31,33,1446378,1447283,1446830,feaR,,1
b1385,feaB,72,75,116,44,33,37,32,26307.5,101828.5,41,47,1447519,1449018,1448268,feaB,,0
b1386,tynA,28,27,28,16,7,13,12,27902.5,173896,14,14,1449076,1451349,1450212,tynA,,1
b1387,paaZ,13,6,7,9,3,1,4,20962,123080,4,4,1451597,1453642,1452619,paaZ,,1
b1388,paaA,13,4,9,5,1,1,1,12285.5,69624,4,5,1453927,1454856,1454391,paaA,,0
b1389,paaB,2,0,1,0,1,0,3,4605.5,20725.5,2,2,1454868,1455155,1455011,paaB,,0
b1390,paaC,7,4,5,3,4,3,1,4473.5,40927.5,3,2,1455164,1455910,1455537,paaC,,0
b1391,paaD,6,5,1,1,2,3,0,3223.5,27033.5,0,6,1455925,1456422,1456173,paaD,,0
b1392,paaE,8,2,8,8,5,3,2,11867.5,74036.5,5,5,1456430,1457500,1456965,paaE,,0
b1393,paaF,0,2,9,1,2,1,4,6638.5,49602,1,9,1457497,1458264,1457880,paaF,,0
b1394,paaG,3,8,10,0,2,0,1,6313.5,46013,1,6,1458264,1459052,1458658,paaG,,0
b1395,paaH,66,47,59,10,3,2,3,30492.5,95195,4,9,1459054,1460481,1459767,paaH,,0
b1396,paaI,7,2,5,3,2,4,1,3259.5,30804.5,1,1,1460471,1460893,1460682,paaI,,0
b1397,paaJ,82,100,106,63,73,63,55,13634.5,80679.5,26,34,1460893,1462098,1461495,paaJ,,0
b1398,paaK,119,78,102,32,50,29,60,20186.5,92267,39,37,1462125,1463438,1462781,paaK,,0
b1399,paaX,267,195,254,128,100,91,102,33684,73021.5,54,74,1463539,1464489,1464014,paaX,,0
b1400,paaY,124,114,105,66,64,52,50,21420,47567,57,85,1464471,1465061,1464766,paaY,,0
b1406,ydbC,76,61,69,341,384,337,197,21862.5,47086,86,111,1474221,1475081,1474651,ydbC,,0
b1407,ydbD,9,16,21,34,21,13,19,37181,208861,6,17,1475144,1477450,1476297,ydbD,,0
b1408,ynbA,2,0,0,1,1,0,1,10766.5,50817,0,0,1477621,1478226,1477923,ynbA,,0
b1409,ynbB,0,0,0,1,0,0,3,20944,87293,0,0,1478226,1479122,1478674,ynbB,,0
b1410,ynbC,43,27,24,22,12,4,7,24950,124036,8,18,1479138,1480895,1480016,ynbC,,0
b1411,ynbD,62,53,43,16,20,28,15,28833.5,97880,15,23,1480909,1482201,1481555,ynbD,,0
b1412,azoR,220,201,151,107,121,77,76,15150.5,41142,18,23,1482255,1482860,1482557,azoR,,1
b1413,hrpA,1362,1174,1099,1089,1081,847,1062,173850.5,243695,325,474,1483061,1486963,1485012,hrpA,,0
b1414,ydcF,122,63,86,100,66,67,68,27917.5,49347.5,24,47,1487235,1488035,1487635,ydcF,,0
b1415,aldA,1092,1133,1062,469,865,391,792,144433,106040,446,918,1488232,1489671,1488951,aldA,,0
b1418,cybB,665,829,698,177,183,153,179,154488.5,48332.5,38,77,1490902,1491432,1491167,cybB,,0
b1419,ydcA,12,16,11,68,68,49,73,23345.5,13867,15,49,1491677,1491850,1491763,ydcA,,0
b1420,mokB,14,1,5,1,6,3,1,21356,14548,33,40,1491962,1492129,1492045,mokB,,1
b1421,trg,373,373,442,25,13,9,20,33040,110568,36,55,1492470,1494110,1493290,trg,,0
b1422,ydcI,498,472,541,84,120,69,232,91182.5,70357,83,133,1494148,1495071,1494609,ydcI,,1
b1423,ydcJ,23,24,61,141,144,96,58,17653,98566,105,190,1495288,1496631,1495959,ydcJ,,0
b1424,opgD,1226,1083,1135,350,368,271,378,54022,124460.5,135,168,1496856,1498511,1497683,opgD,,0
b1426,ydcH,0,0,5,550,553,550,211,15364.5,24258,1084,831,1498651,1498875,1498763,ydcH,,0
b1427,rimL,143,97,130,172,156,106,81,21092.5,52796.5,61,129,1498938,1499477,1499207,rimL,,0
b1428,ydcK,33,19,55,35,35,21,14,16801.5,77991,32,66,1499469,1500449,1499959,ydcK,,1
b1429,tehA,170,127,179,90,75,69,78,27006.5,62658,44,78,1500573,1501565,1501069,tehA,,0
b1430,tehB,239,215,229,226,229,168,210,50170,50691,21,31,1501562,1502155,1501858,tehB,,0
b1431,ydcL,307,274,391,204,183,153,161,91233,60830.5,28,62,1502457,1503125,1502791,ydcL,,0
b1432,insQ,77,76,113,160,173,126,110,39901,79275,79,124,1503717,1504865,1504291,insQ,,0
b1433,ydcO,32,42,25,58,76,47,43,28389,70978,13,15,1504905,1506080,1505492,ydcO,,1
b1434,ydcN,40,42,43,34,28,26,19,15341,44104,17,22,1506172,1506708,1506440,ydcN,,0
b1435,ydcP,1197,1207,1108,219,186,162,311,145884.5,145826.5,70,154,1506781,1508742,1507761,ydcP,,0
b1436,yncJ,30,20,16,1,3,2,4,13080.5,18012,9,11,1508834,1509064,1508949,yncJ,,1
b1438,hicB,15,10,15,26,34,17,27,21107,41173.5,6,22,1509508,1509924,1509716,hicB,,0
b1439,ydcR,197,157,165,68,69,52,85,56448,96267.5,62,69,1510003,1511409,1510706,ydcR,,0
b1440,ydcS,122,71,129,183,240,194,94,13001,69964,198,275,1511654,1512799,1512226,ydcS,,0
b1441,ydcT,14,15,27,78,90,84,47,9383.5,55434,68,112,1512817,1513830,1513323,ydcT,,0
b1442,ydcU,14,5,17,33,45,34,22,20226.5,61010,42,47,1513831,1514772,1514301,ydcU,,0
b1443,ydcV,23,8,17,22,31,11,17,14170,44497.5,28,63,1514762,1515556,1515159,ydcV,,0
b1444,patD,170,148,175,83,67,55,54,25848.5,83698.5,116,182,1515578,1517002,1516290,patD,,0
b1445,ydcX,16,20,13,11,6,5,10,14853.5,15225.5,6,8,1517389,1517562,1517475,ydcX,,0
b1446,ydcY,268,237,285,88,88,84,64,27774,14932,36,44,1517648,1517881,1517764,ydcY,,0
b1447,ydcZ,54,25,44,36,32,18,29,20383,26210.5,30,55,1517882,1518331,1518106,ydcZ,,1
b1448,mnaT,301,291,414,80,73,61,45,16251,32900.5,41,70,1518328,1518846,1518587,mnaT,,1
b1449,curA,102,78,160,203,224,149,162,26664,73047,98,165,1519027,1520064,1519545,curA,,0
b1450,mcbR,16,23,18,23,13,9,18,21657,59609.5,8,10,1520262,1520927,1520594,mcbR,,0
b1451,yncD,125,106,108,53,39,34,197,78675,143337.5,34,35,1520963,1523065,1522014,yncD,,1
b1452,yncE,1646,920,1951,64,70,56,338,39447.5,85146.5,34,34,1523307,1524368,1523837,yncE,,0
b1453,ansP,160,168,87,57,57,29,86,40100,104311,11,16,1524481,1525980,1525230,ansP,,1
b1454,yncG,26,11,34,8,4,9,3,3483.5,50924.5,15,13,1526247,1526864,1526555,yncG,,0
b1455,yncH,0,0,0,0,0,0,0,613.5,17970,0,0,1526940,1527152,1527046,yncH,,0
b1457,ydcD,3,2,14,5,1,0,4,7299.5,34196,4,12,1529922,1530404,1530163,ydcD,,0
b1460,ydcC,0,1,4,1,0,1,1,31409.5,144126.5,0,1,1531816,1532952,1532384,ydcC,,0
b1461,pptA,64,83,66,13,22,10,11,7393,20140,7,8,1533052,1533285,1533168,pptA,,0
b1462,yddH,12,13,19,18,18,11,8,16701.5,39330.5,13,30,1533282,1533851,1533566,yddH,,1
b1463,nhoA,25,10,34,22,13,9,21,13442.5,56750.5,18,42,1534024,1534869,1534446,nhoA,,0
b1464,yddE,90,120,102,127,147,121,119,20771,62310,81,139,1534965,1535858,1535411,yddE,,1
b1465,narV,12,7,13,10,6,9,6,9860.5,39020,16,32,1535937,1536617,1536277,narV,,1
b1466,narW,4,4,11,3,5,8,6,6163.5,40677,11,28,1536614,1537309,1536961,narW,,1
b1467,narY,103,46,68,21,27,23,17,21850.5,89076,37,61,1537309,1538853,1538081,narY,,1
b1468,narZ,141,67,92,58,68,45,53,36103,213108,73,115,1538850,1542590,1540720,narZ,,1
b1469,narU,7,3,10,17,11,8,15,27995,103740.5,15,29,1542672,1544060,1543366,narU,,1
