Locus_tag,gene_id,gbk_start,gbk_end,gbk_midpoint,gbk_gene_id,gbk_old_locus_tag,gbk_strand,norm_exp
b1657,ydhP,1736121,1737290,1736705,ydhP,,1,48.3085242217458
b1658,purR,1737844,1738869,1738356,purR,,0,144.102829427991
b1659,ydhB,1738866,1739798,1739332,ydhB,,1,30.8698236346093
b1660,ydhC,1739911,1741122,1740516,ydhC,,0,88.1555572100488
b1661,cfa,1741413,1742561,1741987,cfa,,0,365.588952804222
b1662,ribC,1742601,1743242,1742921,ribC,,1,108.78678811427
b1663,mdtK,1743457,1744830,1744143,mdtK,,0,109.293445640131
b1664,ydhQ,1744871,1746127,1745499,ydhQ,,1,175.498142591112
b1667,ydhR,1746700,1747005,1746852,ydhR,,0,65.8544207522171
b1668,ydhS,1747131,1748735,1747933,ydhS,,0,78.3080240874991
b1669,ydhT,1748747,1749559,1749153,ydhT,,1,20.9621755016264
b1670,ydhU,1749563,1750348,1749955,ydhU,,1,17.6181610777187
b1671,ydhX,1750345,1751013,1750679,ydhX,,1,22.1580179911451
b1672,ydhW,1751077,1751724,1751400,ydhW,,1,42.9853110860232
b1673,ydhV,1751728,1753830,1752779,ydhV,,1,179.760042871963
b1674,ydhY,1753851,1754477,1754164,ydhY,,1,56.0750466485911
b1675,ydhZ,1754932,1755141,1755036,ydhZ,,1,17.9632536450694
b1676,pykF,1755698,1757110,1756404,pykF,,0,791.732859313529
b1677,lpp,1757421,1757657,1757539,lpp,,0,4172.71452258595
b1679,sufE,1758874,1759290,1759082,sufE,,1,28.0549423022649
b1680,sufS,1759303,1760523,1759913,sufS,,1,88.892722177536
b1681,sufD,1760520,1761791,1761155,sufD,,1,75.1328812469497
b1682,sufC,1761766,1762512,1762139,sufC,,1,63.2197220041906
b1683,sufB,1762522,1764009,1763265,sufB,,1,122.721645839365
b1684,sufA,1764018,1764386,1764202,sufA,,1,42.6261181543741
b1685,ydiH,1764934,1765122,1765028,ydiH,,1,27.6764790670069
b1687,ydiJ,1765629,1768685,1767157,ydiJ,,1,306.755781416129
b1688,ydiK,1769074,1770186,1769630,ydiK,,0,106.821688462641
b1689,ydiL,1770615,1770971,1770793,ydiL,,0,2.02211422409333
b1690,ydiM,1771071,1772285,1771678,ydiM,,0,2.47704690029774
b1691,ydiN,1772512,1773777,1773144,ydiN,,0,0.643947239081902
b1692,ydiB,1773789,1774655,1774222,ydiB,,0,3.96032852593134
b1693,aroD,1774686,1775444,1775065,aroD,,0,33.915003293908
b1694,ydiF,1775587,1777182,1776384,ydiF,,0,4.71969015518399
b1695,ydiO,1777196,1778347,1777771,ydiO,,0,2.86104005442188
b1696,ydiP,1778390,1779301,1778845,ydiP,,1,10.1171720684967
b1697,ydiQ,1779617,1780381,1779999,ydiQ,,0,2.09318809937863
b1698,ydiR,1780401,1781339,1780870,ydiR,,0,6.05982535599264
b1699,ydiS,1781395,1782684,1782039,ydiS,,0,4.1955102432705
b1700,ydiT,1782681,1782974,1782827,ydiT,,0,1.09655710149926
b1701,fadK,1783031,1784677,1783854,fadK,,0,13.162829284818
b1702,ppsA,1784734,1787112,1785923,ppsA,,1,670.322931626185
b1703,ppsR,1787445,1788278,1787861,ppsR,,0,71.9259693181178
b1704,aroH,1788435,1789481,1788958,aroH,,0,105.550555960382
b1705,ydiE,1789613,1789804,1789708,ydiE,,0,4.74445536328731
b1706,ydiU,1789808,1791244,1790526,ydiU,,1,76.4591633363514
b1707,ydiV,1791307,1792020,1791663,ydiV,,1,69.1555085137598
b1708,nlpC,1792267,1792731,1792499,nlpC,,1,75.9015935556354
b1709,btuD,1792809,1793558,1793183,btuD,,1,53.577850529262
b1710,btuE,1793558,1794109,1793833,btuE,,1,55.800316086619
b1711,btuC,1794172,1795152,1794662,btuC,,1,62.8239476463437
b1712,ihfA,1795253,1795552,1795402,ihfA,,1,623.393156918746
b1713,pheT,1795557,1797944,1796750,pheT,,1,1125.05056531435
b1714,pheS,1797959,1798942,1798450,pheS,,1,279.499120383079
b1715,pheM,1799226,1799270,1799248,pheM,,1,1.29261824163735
b1716,rplT,1799393,1799749,1799571,rplT,,1,1304.19032549464
b1717,rpmI,1799802,1799999,1799900,rpmI,,1,932.757001824877
b1718,infC,1800096,1800638,1800367,infC,,1,2507.48200859923
b1719,thrS,1800642,1802570,1801606,thrS,,1,2628.57057954711
b1722,ydiY,1805325,1806083,1805704,ydiY,,1,42.8129237029124
b1723,pfkB,1806370,1807299,1806834,pfkB,,0,124.085957943851
b1724,ydiZ,1807400,1807690,1807545,ydiZ,,0,32.9085077150034
b1725,yniA,1807796,1808656,1808226,yniA,,0,244.431990430126
b1726,yniB,1808697,1809233,1808965,yniB,,1,59.8203357040153
b1727,yniC,1809380,1810048,1809714,yniC,,0,69.1529089585858
b1728,ydjM,1810211,1810801,1810506,ydjM,,0,4.84161518463289
b1729,ydjN,1810934,1812325,1811629,ydjN,,0,106.631921109383
b1730,ydjO,1812329,1813132,1812730,ydjO,,1,0.942459251799143
b1731,cedA,1813421,1813663,1813542,cedA,,1,5.97800128271228
b1732,katE,1813867,1816128,1814997,katE,,0,172.680817111523
b1733,chbG,1816386,1817135,1816760,chbG,,1,36.9053987562787
b1734,chbF,1817148,1818500,1817824,chbF,,1,20.6851233726698
b1735,chbR,1818605,1819447,1819026,chbR,,1,27.8917428158432
b1736,chbA,1819455,1819805,1819630,chbA,,1,17.6327481270954
b1737,chbC,1819856,1821214,1820535,chbC,,1,44.1295105712662
b1738,chbB,1821299,1821619,1821459,chbB,,1,40.9959925315019
b1739,osmE,1821918,1822256,1822087,osmE,,1,149.030619768942
b1740,nadE,1822458,1823285,1822871,nadE,,0,138.198621537707
b1741,cho,1823515,1824402,1823958,cho,,0,49.2007748281281
b1742,ves,1824362,1824937,1824649,ves,,1,11.0739484427724
b1743,spy,1825140,1825625,1825382,spy,,1,36.4887725057639
b1744,astE,1825955,1826923,1826439,astE,,1,9.88529904840471
b1745,astB,1826916,1828259,1827587,astB,,1,14.1726131346661
b1746,astD,1828256,1829734,1828995,astD,,1,23.1449059921016
b1747,astA,1829731,1830765,1830248,astA,,1,16.6700240007317
b1748,astC,1830762,1831982,1831372,astC,,1,22.2445275157159
b1749,xthA,1832428,1833234,1832831,xthA,,0,85.7326005237944
b1750,ydjX,1833401,1834111,1833756,ydjX,,0,25.7056109402926
b1751,ydjY,1834116,1834793,1834454,ydjY,,0,34.5960641469158
b1752,ydjZ,1834808,1835515,1835161,ydjZ,,0,17.5627326030678
b1753,ynjA,1835515,1836063,1835789,ynjA,,0,17.3670224712905
b1754,ynjB,1836073,1837239,1836656,ynjB,,0,38.0223292363104
b1755,ynjC,1837212,1838747,1837979,ynjC,,0,17.460899046174
b1756,ynjD,1838747,1839400,1839073,ynjD,,0,6.0144735007422
b1757,ynjE,1839467,1840774,1840120,ynjE,,0,83.7631424578379
b1758,ynjF,1840783,1841403,1841093,ynjF,,1,21.8860334171815
b1759,nudG,1841490,1841897,1841693,nudG,,0,10.9252639641507
b1760,ynjH,1841863,1842135,1841999,ynjH,,1,10.0399698552743
b1761,gdhA,1842371,1843714,1843042,gdhA,,0,175.698238742946
b1762,ynjI,1843831,1844871,1844351,ynjI,,1,10.9127471482758
b1763,topB,1844999,1846960,1845979,topB,,1,338.111936990645
b1764,selD,1846965,1848008,1847486,selD,,1,412.186386089113
b1765,ydjA,1848125,1848676,1848400,ydjA,,1,223.555847097765
b1766,sppA,1848837,1850693,1849765,sppA,,0,149.812264716547
b1767,ansA,1850860,1851876,1851368,ansA,,0,126.995278684972
b1768,pncA,1851887,1852528,1852207,pncA,,0,45.1949877403139
b1769,ydjE,1852621,1853979,1853300,ydjE,,1,4.67442472177674
b1770,ydjF,1854096,1854854,1854475,ydjF,,1,27.8368989295909
b1771,ydjG,1854991,1855971,1855481,ydjG,,1,8.10008638085974
b1772,ydjH,1855981,1856928,1856454,ydjH,,1,3.50662098296115
b1773,ydjI,1856933,1857769,1857351,ydjI,,1,2.33661988530299
b1774,ydjJ,1857790,1858833,1858311,ydjJ,,1,2.41399871704587
b1775,ydjK,1858850,1860229,1859539,ydjK,,1,4.1576850798114
b1776,ydjL,1860256,1861332,1860794,ydjL,,1,5.26774897734687
b1777,yeaC,1861702,1861974,1861838,yeaC,,1,62.012711295656
b1778,msrB,1862016,1862429,1862222,msrB,,1,131.311925893949
b1779,gapA,1862771,1863766,1863268,gapA,,0,5847.78895699443
b1780,yeaD,1863850,1864734,1864292,yeaD,,0,131.789347424491
b1781,yeaE,1864782,1865636,1865209,yeaE,,1,100.321044028212
b1782,mipA,1865726,1866472,1866099,mipA,,1,199.530889092992
b1783,yeaG,1866908,1868842,1867875,yeaG,,0,222.612496073422
b1784,yeaH,1868955,1870238,1869596,yeaH,,0,95.9273161666244
b1785,yeaI,1870385,1871860,1871122,yeaI,,0,4.94696095393707
b1786,yeaJ,1872041,1873531,1872786,yeaJ,,0,23.1743365651691
b1787,yeaK,1873574,1874077,1873825,yeaK,,0,49.3069091961587
b1788,yoaI,1874078,1874182,1874130,yoaI,,1,3.10746000625204
b1789,yeaL,1874352,1874798,1874575,yeaL,,0,15.2753504895595
b1790,yeaM,1874755,1875576,1875165,yeaM,,1,18.3558536849988
b1791,yeaN,1875673,1876854,1876263,yeaN,,0,14.0836586413369
b1792,yeaO,1876909,1877256,1877082,yeaO,,0,49.3027502440993
b1793,yoaF,1877278,1877532,1877405,yoaF,,1,19.8455142974023
b1794,yeaP,1877715,1878740,1878227,yeaP,,0,112.23830943365
b1795,yeaQ,1879007,1879255,1879131,yeaQ,,1,43.9218742028351
b1796,yoaG,1879403,1879585,1879494,yoaG,,1,1.97011753287897
b1797,yeaR,1879589,1879948,1879768,yeaR,,1,1.11725738855367
b1798,leuE,1880121,1880759,1880440,leuE,,1,20.5096639382875
b1799,dmlR,1880886,1881809,1881347,dmlR,,1,76.1106796020362
b1800,dmlA,1881912,1882997,1882454,dmlA,,0,41.5985659458197
b1801,yeaV,1883188,1884633,1883910,yeaV,,0,5.88772743708394
b1802,yeaW,1884665,1885789,1885227,yeaW,,0,2.70142462825956
b1803,yeaX,1885845,1886810,1886327,yeaX,,0,4.54950441600159
b1804,rnd,1886864,1887991,1887427,rnd,,1,65.7718958332298
b1805,fadD,1888061,1889746,1888903,fadD,,1,66.1057432749152
b1806,yeaY,1889951,1890532,1890241,yeaY,,1,59.43711771716
b1807,tsaB,1890572,1891267,1890919,tsaB,,1,91.5924030051165
b1808,yoaA,1891325,1893235,1892280,yoaA,,1,93.5005099648418
b1809,yoaB,1893367,1893711,1893539,yoaB,,0,77.8549619410484
b1810,yoaC,1894133,1894432,1894282,yoaC,,0,33.6554902835485
b1811,yoaH,1894552,1894731,1894641,yoaH,,1,15.4886011204226
b1812,pabB,1894805,1896166,1895485,pabB,,0,33.3923988536017
b1813,nudL,1896170,1896748,1896459,nudL,,0,25.2734548373278
b1814,sdaA,1896932,1898296,1897614,sdaA,,0,291.562989935615
b1815,yoaD,1898427,1900025,1899226,yoaD,,0,21.1978967088497
b1816,yoaE,1900029,1901585,1900807,yoaE,,1,159.313057128066
b1817,manX,1902048,1903019,1902533,manX,,0,613.189956103072
b1818,manY,1903082,1903882,1903482,manY,,0,753.408825322167
b1819,manZ,1903895,1904746,1904320,manZ,,0,645.949498627024
b1820,yobD,1904801,1905259,1905030,yobD,,0,25.227642774887
b1821,mntP,1905688,1906254,1905971,mntP,,0,18.1991802538394
b1822,rlmA,1906251,1907060,1906655,rlmA,,1,65.4504951040656
b1823,cspC,1907226,1907435,1907330,cspC,,1,635.67358295304
b1824,yobF,1907448,1907591,1907519,yobF,,1,302.552470927676
b1825,yebO,1908261,1908548,1908404,yebO,,1,93.7900603913423
b1826,mgrB,1908623,1908766,1908694,mgrB,,1,26.0267457589835
b1827,kdgR,1909308,1910099,1909703,kdgR,,1,148.79870572986
b1828,yebQ,1910276,1911649,1910962,yebQ,,0,10.46334060311
b1829,htpX,1911695,1912576,1912135,htpX,,1,186.903347198344
b1830,prc,1912768,1914816,1913792,prc,,1,625.191993863208
b1831,proQ,1914836,1915534,1915185,proQ,,1,422.413842953367
b1832,msrC,1915631,1916128,1915879,msrC,,1,119.336122614702
b1833,yebS,1916258,1917541,1916899,yebS,,0,65.2582051953377
b1834,yebT,1917510,1920143,1918826,yebT,,0,116.448930586289
b1835,rsmF,1920223,1921662,1920942,rsmF,,0,35.9017061835235
b1836,yebV,1921780,1922016,1921898,yebV,,0,22.0068218739416
b1837,yebW,1922121,1922312,1922216,yebW,,0,9.62337004761272
b1838,pphA,1922313,1922969,1922641,pphA,,1,18.8793276616035
b1839,yebY,1923365,1923706,1923535,yebY,,1,53.1768788734737
b1840,yebZ,1923719,1924591,1924155,yebZ,,1,129.425173951267
b1841,yobA,1924595,1924969,1924782,yobA,,1,83.6050462693669
b1842,holE,1925108,1925338,1925223,holE,,0,24.0269919276058
b1843,yobB,1925440,1926096,1925768,yobB,,0,64.0720220281007
b1844,exoX,1926120,1926782,1926451,exoX,,0,57.7019875509289
b1845,ptrB,1926779,1928839,1927809,ptrB,,1,82.5296023211065
b1846,yebE,1929048,1929707,1929377,yebE,,1,65.0102745541198
b1847,yebF,1930034,1930390,1930212,yebF,,1,56.3669581540291
b1848,yebG,1930457,1930747,1930602,yebG,,1,123.224014135467
b1849,purT,1930881,1932059,1931470,purT,,0,59.7570547833931
b1850,eda,1932115,1932756,1932435,eda,,1,136.662279313647
b1851,edd,1932793,1934604,1933698,edd,,1,115.289198554442
b1852,zwf,1934839,1936314,1935576,zwf,,1,257.84627757727
b1853,yebK,1936652,1937521,1937086,yebK,,0,78.7009956718907
b1854,pykA,1937649,1939091,1938370,pykA,,0,530.122056180847
b1857,znuA,1941651,1942583,1942117,znuA,,1,154.224000824329
b1858,znuC,1942662,1943417,1943039,znuC,,0,82.316337424693
b1859,znuB,1943414,1944199,1943806,znuB,,0,86.293100671269
b1860,ruvB,1944346,1945356,1944851,ruvB,,1,99.9647864219076
b1861,ruvA,1945365,1945976,1945670,ruvA,,1,66.8316383006177
b1862,yebB,1946251,1946853,1946552,yebB,,0,7.1890192517956
b1863,ruvC,1946855,1947376,1947115,ruvC,,1,85.5525504859091
b1864,yebC,1947411,1948151,1947781,yebC,,1,235.579337441955
b1865,nudB,1948180,1948632,1948406,nudB,,1,135.074412402181
b1866,aspS,1948750,1950522,1949636,aspS,,1,689.496202647299
b1867,yecD,1950832,1951398,1951115,yecD,,0,32.7780213808384
b1868,yecE,1951395,1952213,1951804,yecE,,0,20.6068413539803
b1869,yecN,1952266,1952661,1952463,yecN,,0,43.0135256120123
b1870,cmoA,1952702,1953445,1953073,cmoA,,0,48.6558492310316
b1871,cmoB,1953442,1954413,1953927,cmoB,,0,56.7589487456217
b1872,torZ,1954578,1957007,1955792,torZ,,1,34.0041560480258
b1873,torY,1957032,1958132,1957582,torY,,1,2.68998063465715
b1874,cutC,1958520,1959266,1958893,cutC,,1,63.2626991774312
b1875,yecM,1959280,1959846,1959563,yecM,,1,44.4356277760135
b1876,argS,1960062,1961795,1960928,argS,,0,280.370215790637
b1877,yecT,1961972,1962460,1962216,yecT,,0,3.75909006503445
b1878,flhE,1962580,1962972,1962776,flhE,,1,4.69760648575769
b1879,flhA,1962972,1965050,1964011,flhA,,1,74.6610237718084
b1880,flhB,1965043,1966191,1965617,flhB,,1,37.4167166159276
b1881,cheZ,1966393,1967037,1966715,cheZ,,1,38.0718753425264
b1882,cheY,1967048,1967437,1967242,cheY,,1,28.5353673777642
b1883,cheB,1967452,1968501,1967976,cheB,,1,50.0383124977779
b1884,cheR,1968504,1969364,1968934,cheR,,1,42.6645956409508
b1885,tap,1969383,1970984,1970183,tap,,1,72.0499540241249
b1886,tar,1971030,1972691,1971860,tar,,1,87.4307468879078
b1887,cheW,1972836,1973339,1973087,cheW,,1,30.7585501229427
b1888,cheA,1973360,1975324,1974342,cheA,,1,99.4823831907549
b1889,motB,1975329,1976255,1975792,motB,,1,48.5480410687725
b1890,motA,1976252,1977139,1976695,motA,,1,52.9477820052558
b1891,flhC,1977266,1977844,1977555,flhC,,1,67.3881131794468
b1892,flhD,1977847,1978197,1978022,flhD,,1,66.4452524809275
b1895,uspC,1979753,1980181,1979967,uspC,,0,56.1701055793184
b1896,otsA,1980188,1981612,1980900,otsA,,1,190.198866138583
b1897,otsB,1981587,1982387,1981987,otsB,,1,52.0523725197807
b1900,araG,1983555,1985069,1984312,araG,,1,40.263207444271
b1901,araF,1985139,1986128,1985633,araF,,1,47.2427628916007
b1902,ftnB,1986925,1987428,1987176,ftnB,,0,132.219816434902
b1904,yecR,1988222,1988545,1988383,yecR,,0,36.575959583226
b1905,ftnA,1988716,1989213,1988964,ftnA,,0,292.703367360882
b1906,yecH,1989251,1989490,1989370,yecH,,1,24.0213707476638
b1907,tyrP,1989681,1990892,1990286,tyrP,,0,47.5631025775616
b1908,yecA,1990954,1991619,1991286,yecA,,1,198.772611902476
b1912,pgsA,1992269,1992817,1992543,pgsA,,1,106.749315461626
b1913,uvrC,1992874,1994706,1993790,uvrC,,1,292.360244479062
b1914,uvrY,1994703,1995359,1995031,uvrY,,1,209.77567888942
b1915,yecF,1995818,1996042,1995930,yecF,,0,10.7669562826927
b1916,sdiA,1996110,1996832,1996471,sdiA,,1,18.8187073949522
b1917,yecC,1997062,1997814,1997438,yecC,,1,63.6308342390929
b1918,yecS,1997811,1998479,1998145,yecS,,1,53.4664527819279
b1919,dcyD,1998494,1999480,1998987,dcyD,,1,100.640233536876
b1920,fliY,1999585,2000385,1999985,fliY,,1,244.077992750481
b1921,fliZ,2000473,2001024,2000748,fliZ,,1,69.4764951250821
b1922,fliA,2001070,2001789,2001429,fliA,,1,136.553793378012
b1923,fliC,2002110,2003606,2002858,fliC,,1,233.469975043671
b1924,fliD,2003872,2005278,2004575,fliD,,0,196.18154923347
b1925,fliS,2005303,2005713,2005508,fliS,,0,36.5417441591849
b1926,fliT,2005713,2006078,2005895,fliT,,0,26.6612211946875
b1927,amyA,2006156,2007643,2006899,amyA,,0,121.113256857986
b1928,yedD,2007677,2008090,2007883,yedD,,1,78.7373293872301
b1929,yedE,2008277,2009482,2008879,yedE,,0,139.253077259672
b1930,yedF,2009479,2009712,2009595,yedF,,0,15.662718576215
b1931,yedK,2009821,2010489,2010155,yedK,,0,4.2077512143367
b1932,yedL,2010600,2011079,2010839,yedL,,0,5.75786087020431
b1937,fliE,2012700,2013014,2012857,fliE,,1,16.5289508533145
b1938,fliF,2013229,2014887,2014058,fliF,,0,85.3512086350103
b1939,fliG,2014880,2015875,2015377,fliG,,0,76.4155191199842
b1940,fliH,2015868,2016554,2016211,fliH,,0,45.8327544109703
b1941,fliI,2016554,2017927,2017240,fliI,,0,84.4573035179923
b1942,fliJ,2017946,2018389,2018167,fliJ,,0,13.2808001633772
b1943,fliK,2018386,2019513,2018949,fliK,,0,33.2325755549806
b1944,fliL,2019618,2020082,2019850,fliL,,0,60.2105282117124
b1945,fliM,2020087,2021091,2020589,fliM,,0,164.191125179432
b1946,fliN,2021088,2021501,2021294,fliN,,0,35.2921704732682
b1947,fliO,2021504,2021869,2021686,fliO,,0,13.8756332504716
b1948,fliP,2021869,2022606,2022237,fliP,,0,17.1513985059214
b1949,fliQ,2022616,2022885,2022750,fliQ,,0,21.7080429722256
b1950,fliR,2022893,2023678,2023285,fliR,,0,23.1493473798894
b1951,rcsA,2023968,2024591,2024279,rcsA,,0,27.4744151895794
b1952,dsrB,2024635,2024823,2024729,dsrB,,1,14.377300638258
b1953,yodD,2024986,2025213,2025099,yodD,,0,20.8589767930909
b1955,yedP,2025511,2026326,2025918,yedP,,0,48.63516308625
b1956,yedQ,2026323,2028017,2027170,yedQ,,1,84.1245236610506
b1957,yodC,2028188,2028370,2028279,yodC,,1,20.5221330001777
b1958,yedI,2028449,2029366,2028907,yedI,,1,60.0835086463141
b1959,yedA,2029539,2030459,2029999,yedA,,0,19.1346914514314
b1960,vsr,2030448,2030918,2030683,vsr,,1,12.7053920581166
b1961,dcm,2030899,2032317,2031608,dcm,,1,107.004051848869
b1962,yedJ,2032384,2033079,2032731,yedJ,,1,33.1120310293016
b1963,yedR,2033119,2033484,2033301,yedR,,1,7.13368887222985
b1967,hchA,2035835,2036686,2036260,hchA,,0,123.062572513028
b1968,yedV,2036794,2038152,2037473,yedV,,1,21.4716433106358
b1969,yedW,2038152,2038823,2038487,yedW,,1,28.0233854437198
b1970,hiuH,2038956,2039369,2039162,hiuH,,0,7.40469426605927
b1971,yedY,2039478,2040482,2039980,yedY,,0,43.5132453057172
b1972,yedZ,2040483,2041118,2040800,yedZ,,0,11.6161878835942
b1973,zinT,2041375,2042025,2041700,zinT,,0,22.2596494376347
b1974,yodB,2042368,2042898,2042633,yodB,,0,3.66554052773244
b1976,mtfA,2043651,2044448,2044049,mtfA,,0,221.729932955115
b1978,yeeJ,2044938,2052014,2048476,yeeJ,,0,94.7353380779158
b1981,shiA,2053643,2054959,2054301,shiA,,0,120.540832521816
b1982,amn,2055061,2056515,2055788,amn,,0,218.044306991362
b1983,yeeN,2056858,2057574,2057216,yeeN,,0,176.390621928179
b1985,yeeO,2058203,2059690,2058946,yeeO,,1,22.0794181540444
b1987,cbl,2059964,2060914,2060439,cbl,,1,50.0903808966694
b1988,nac,2061016,2061933,2061474,nac,,1,15.0560802487249
b1991,cobT,2063388,2064467,2063927,cobT,,1,81.1804782431454
b1992,cobS,2064479,2065222,2064850,cobS,,1,47.3270964618969
b1993,cobU,2065219,2065764,2065491,cobU,,1,22.9137915146833
b2000,flu,2071539,2074658,2073098,flu,,0,291.760838865549
b2001,yeeR,2074779,2076311,2075545,yeeR,,0,73.4526833690799
b2002,yeeS,2076308,2076754,2076531,yeeS,,0,6.8684467275256
b2003,yeeT,2076817,2077038,2076927,yeeT,,0,1.96755035448293
b2004,cbeA,2077112,2077480,2077296,cbeA,,0,2.97324485646492
b2005,cbtA,2077569,2077943,2077756,cbtA,,0,11.0065586466994
b2007,yeeX,2079032,2079361,2079196,yeeX,,1,242.674101313186
b2008,yeeA,2079533,2080591,2080062,yeeA,,1,88.1071802050137
b2009,sbmC,2080789,2081262,2081025,sbmC,,1,88.5177317113562
b2010,dacD,2081381,2082547,2081964,dacD,,1,23.3184344607354
b2011,sbcB,2082756,2084183,2083469,sbcB,,0,164.11334943149
b2012,yeeD,2084226,2084453,2084339,yeeD,,1,13.2723081726343
b2013,yeeE,2084467,2085525,2084996,yeeE,,1,80.9348582223123
b2014,plaP,2085704,2087062,2086383,plaP,,1,230.162734779373
b2015,yeeY,2087329,2088258,2087793,yeeY,,1,68.5889880807818
b2016,yeeZ,2088304,2089128,2088716,yeeZ,,1,163.848249301724
b2017,yefM,2089462,2089713,2089587,yefM,,1,44.1262242544521
b2018,hisL,2089996,2090046,2090021,hisL,,0,5.28009489633766
b2019,hisG,2090192,2091091,2090641,hisG,,0,89.0849260045949
b2020,hisD,2091097,2092401,2091749,hisD,,0,98.8869522413651
b2021,hisC,2092398,2093468,2092933,hisC,,0,86.4917952574022
b2022,hisB,2093468,2094535,2094001,hisB,,0,113.935739064861
b2023,hisH,2094535,2095125,2094830,hisH,,0,54.7328719203028
b2024,hisA,2095125,2095862,2095493,hisA,,0,75.5010647434652
b2025,hisF,2095844,2096620,2096232,hisF,,0,99.3189260611796
b2026,hisI,2096614,2097225,2096919,hisI,,0,72.5111395137052
b2027,wzzB,2097321,2098301,2097811,wzzB,,1,416.645324946459
b2028,ugd,2098447,2099613,2099030,ugd,,1,25.4899738401955
b2029,gnd,2099862,2101268,2100565,gnd,,1,1061.3428836183
b2032,wbbK,2103391,2104509,2103950,wbbK,,1,161.795820727927
b2033,wbbJ,2104494,2105084,2104789,wbbJ,,1,141.825935158289
b2034,wbbI,2105065,2106057,2105561,wbbI,,1,129.027861266951
b2035,wbbH,2106060,2107226,2106643,wbbH,,1,108.585117441445
b2036,glf,2107226,2108329,2107777,glf,,1,195.224490640737
b2037,wzxB,2108337,2109584,2108960,wzxB,,1,76.0663589900964
b2038,rfbC,2109581,2110138,2109859,rfbC,,1,64.3005680543531
b2039,rfbA,2110138,2111019,2110578,rfbA,,1,119.391614855552
b2040,rfbD,2111077,2111976,2111526,rfbD,,1,173.684550207583
b2041,rfbB,2111976,2113061,2112518,rfbB,,1,205.118022541588
b2042,wcaN,2113434,2114327,2113880,wcaN,,1,373.008382832546
b2043,wcaM,2114502,2115896,2115199,wcaM,,1,7.69590841833748
b2044,wcaL,2115907,2117127,2116517,wcaL,,1,4.97541875136081
b2045,wcaK,2117124,2118404,2117764,wcaK,,1,5.27819892467687
b2046,wzxC,2118680,2120158,2119419,wzxC,,1,4.66960430647806
b2047,wcaJ,2120160,2121554,2120857,wcaJ,,1,4.759659475573
b2048,cpsG,2121609,2122979,2122294,cpsG,,1,5.00728263743409
b2049,cpsB,2123084,2124520,2123802,cpsB,,1,5.27470680979682
b2050,wcaI,2124523,2125746,2125134,wcaI,,1,2.86693157764121
b2051,wcaH,2125743,2126222,2125982,wcaH,,1,2.35204050483115
b2052,wcaG,2126225,2127190,2126707,wcaG,,1,3.65645012737991
b2053,gmd,2127193,2128314,2127753,gmd,,1,5.67350367022285
b2054,wcaF,2128340,2128888,2128614,wcaF,,1,0.488074321754338
b2055,wcaE,2128904,2129650,2129277,wcaE,,1,0.964340782018291
b2056,wcaD,2129661,2130878,2130269,wcaD,,1,2.16640422064686
b2057,wcaC,2130853,2132070,2131461,wcaC,,1,2.29829754194985
b2058,wcaB,2132067,2132555,2132311,wcaB,,1,1.02108951973907
