Locus_tag,GSE73673_6,GSE73673_7,GSE73673_8,gene_id,GSE85914,gbk_locus_tag,gbk_start,gbk_end,gbk_midpoint,gbk_gene_id,gbk_old_locus_tag,gbk_strand
b1131,123,61,49,purB,333,BW25113_RS05885,1186072,1187442,1186757,,BW25113_1131,1
b1132,33,28,21,hflD,382,BW25113_RS05890,1187446,1188087,1187766,,BW25113_1132,1
b1133,65,31,40,mnmA,65,BW25113_RS05895,1188123,1189229,1188676,,BW25113_1133,1
b1134,39,18,19,nudJ,24,BW25113_RS05900,1189283,1189744,1189513,,BW25113_1134,1
b1135,17,8,14,rluE,51,BW25113_RS05905,1189754,1190407,1190080,,BW25113_1135,1
b1136,402,204,212,icd,2427,BW25113_RS05910,1190579,1191829,1191204,,BW25113_1136,0
b1137,164,92,109,ymfD,1,BW25113_RS05915,1192323,1192988,1192655,,BW25113_1137,1
b1138,1,2,1,ymfE,5,BW25113_RS05920,1192989,1193693,1193341,,BW25113_1138,1
b1139,8,0,1,lit,78,BW25113_RS05925,1194151,1195044,1194597,,BW25113_1139,0
b1140,11,6,6,intE,8,BW25113_RS05930,1195135,1196262,1195698,,BW25113_1140,1
b1141,3,0,2,xisE,10,BW25113_RS05935,1196243,1196488,1196365,,BW25113_1141,1
b1143,2,1,3,ymfI,80,BW25113_RS23630,1196953,1197294,1197123,,BW25113_1143,0
b1144,0,1,0,ymfJ,33,BW25113_RS05940,1197232,1197540,1197386,,BW25113_1144,1
b1145,30,17,12,cohE,112,BW25113_RS05945,1197715,1198389,1198052,,BW25113_1145,1
b1146,7,1,3,croE,2,BW25113_RS05950,1198480,1198680,1198580,,BW25113_1146,0
b1147,22,7,14,ymfL,0,BW25113_RS05955,1198724,1199281,1199002,,BW25113_1147,0
b1150,0,0,1,ymfR,2,BW25113_RS05970,1201005,1201187,1201096,,BW25113_1150,0
b1153,0,0,0,ymfQ,1,BW25113_RS05985,1202369,1202953,1202661,,BW25113_1153,0
b1154,2,1,1,stfP,1,BW25113_RS05990,1202957,1203586,1203271,,BW25113_1154,0
b1155,0,0,1,tfaP,1,BW25113_RS05995,1203588,1204001,1203794,,BW25113_1155,0
b1156,2,1,0,tfaE,7,BW25113_RS06000,1203973,1204575,1204274,,BW25113_1156,1
b1158,2,1,0,pinE,0,BW25113_RS06010,1205141,1205695,1205418,,BW25113_1158,0
b1159,2,1,1,mcrA,5,BW25113_RS06015,1205802,1206635,1206218,,BW25113_1159,0
b1160,2,0,0,iraM,5,BW25113_RS06020,1207136,1207459,1207297,,BW25113_1160,1
b1161,0,1,1,ycgX,3,BW25113_RS06030,1208159,1208563,1208361,,BW25113_1161,1
b1162,4,1,4,bluR,164,BW25113_RS06035,1208784,1209515,1209149,,BW25113_1162,1
b1163,47,28,28,bluF,72,BW25113_RS06040,1209720,1210931,1210325,,BW25113_1163,1
b1164,2,2,3,ycgZ,4,BW25113_RS06045,1211245,1211481,1211363,,BW25113_1164,0
b1165,0,1,0,ymgA,4,BW25113_RS06050,1211524,1211796,1211660,,BW25113_1165,0
b1166,2,0,0,ariR,2,BW25113_RS06055,1211825,1212091,1211958,,BW25113_1166,0
b1167,1,1,1,ymgC,0,BW25113_RS06060,1212204,1212452,1212328,,BW25113_1167,0
b1168,6,2,0,ycgG,11,BW25113_RS06065,1212784,1214307,1213545,,BW25113_1168,0
b1171,3,1,2,ymgD,42,BW25113_RS06090,1217761,1218090,1217925,,BW25113_1171,1
b1172,8,1,1,ymgG,51,BW25113_RS06095,1218100,1218444,1218272,,BW25113_1172,1
b1174,1,0,1,minE,45,BW25113_RS06110,1219735,1220001,1219868,,BW25113_1174,1
b1175,137,80,78,minD,1022,BW25113_RS06115,1220005,1220817,1220411,,BW25113_1175,1
b1176,171,102,97,minC,1340,BW25113_RS06120,1220841,1221536,1221188,,BW25113_1176,1
b1177,46,13,21,ycgJ,20,BW25113_RS06125,1222056,1222424,1222240,,BW25113_1177,0
b1178,11,7,5,pliG,78,BW25113_RS06130,1222527,1222928,1222727,,BW25113_1178,1
b1179,25,11,16,ycgL,106,BW25113_RS06140,1223170,1223463,1223316,,BW25113_1179,0
b1180,40,13,25,ycgM,29,BW25113_RS06145,1223535,1224194,1223864,,BW25113_1180,0
b1181,29,11,23,ycgN,19,BW25113_RS06150,1224271,1224732,1224501,,BW25113_1181,0
b1182,45,23,18,hlyE,12,BW25113_RS06155,1224939,1225850,1225394,,BW25113_1182,1
b1183,3,0,3,umuD,10,BW25113_RS06160,1226223,1226642,1226432,,BW25113_1183,0
b1184,10,2,5,umuC,7,BW25113_RS06165,1226642,1227910,1227276,,BW25113_1184,0
b1185,4,1,3,dsbB,70,BW25113_RS06170,1227956,1228486,1228221,,BW25113_1185,1
b1186,44,18,18,nhaB,34,BW25113_RS06175,1228632,1230173,1229402,,BW25113_1186,1
b1187,19,5,8,fadR,361,BW25113_RS06180,1230394,1231113,1230753,,BW25113_1187,0
b1188,143,67,73,ycgB,1677,BW25113_RS06185,1231165,1232697,1231931,,BW25113_1188,1
b1189,107,61,54,dadA,183,BW25113_RS06190,1233027,1234325,1233676,,BW25113_1189,0
b1190,30,12,13,dadX,65,BW25113_RS06195,1234335,1235405,1234870,,BW25113_1190,0
b1191,22,24,15,cvrA,37,BW25113_RS06200,1235791,1237527,1236659,,BW25113_1191,1
b1192,24,7,18,ldcA,164,BW25113_RS06205,1237622,1238536,1238079,,BW25113_1192,1
b1193,15,12,13,emtA,23,BW25113_RS06210,1238636,1239247,1238941,emtA,BW25113_1193,0
b1194,17,5,9,ycgR,4,BW25113_RS06215,1239249,1239983,1239616,,BW25113_1194,1
b1195,4,1,2,ymgE,20,BW25113_RS06220,1240184,1240438,1240311,,BW25113_1195,0
b1196,5,0,1,ycgY,1,BW25113_RS06225,1240616,1241056,1240836,,BW25113_1196,0
b1197,33,19,17,treA,207,BW25113_RS06230,1241135,1242832,1241983,treA,BW25113_1197,1
b1198,77,47,38,dhaM,167,BW25113_RS06235,1243152,1244570,1243861,,BW25113_1198,1
b1199,50,28,41,dhaL,103,BW25113_RS06240,1244581,1245213,1244897,,BW25113_1199,1
b1200,139,99,81,dhaK,242,BW25113_RS06245,1245224,1246294,1245759,,BW25113_1200,1
b1201,97,57,69,dhaR,8,BW25113_RS06250,1246522,1248441,1247481,,BW25113_1201,0
b1202,26,19,15,ycgV,22,BW25113_RS06255,1248541,1251408,1249974,,BW25113_1202,1
b1203,22,9,5,ychF,159,BW25113_RS06265,1252177,1253268,1252722,,BW25113_1203,1
b1204,35,24,30,pth,192,BW25113_RS06270,1253385,1253969,1253677,,BW25113_1204,1
b1205,13,3,3,ychH,287,BW25113_RS06275,1254247,1254525,1254386,,BW25113_1205,0
b1206,57,39,38,dauA,9,BW25113_RS06280,1254580,1256259,1255419,,BW25113_1206,1
b1207,52,39,21,prs,314,BW25113_RS06285,1256384,1257331,1256857,,BW25113_1207,1
b1208,250,193,177,ispE,721,BW25113_RS06290,1257482,1258333,1257907,,BW25113_1208,1
b1209,39,20,21,lolB,150,BW25113_RS06295,1258333,1258956,1258644,lolB,BW25113_1209,1
b1210,58,32,31,hemA,89,BW25113_RS06300,1259170,1260426,1259798,,BW25113_1210,0
b1211,53,20,38,prfA,122,BW25113_RS06305,1260468,1261550,1261009,,BW25113_1211,0
b1212,41,13,26,prmC,29,BW25113_RS06310,1261550,1262383,1261966,,BW25113_1212,0
b1213,8,4,4,ychQ,62,BW25113_RS06315,1262380,1262772,1262576,,BW25113_1213,0
b1214,16,11,9,ychA,320,BW25113_RS06320,1262776,1263585,1263180,,BW25113_1214,0
b1215,81,46,37,kdsA,214,BW25113_RS06325,1263621,1264475,1264048,,BW25113_1215,0
b1216,30,21,16,chaA,34,BW25113_RS06345,1266205,1267305,1266755,,BW25113_1216,1
b1217,5,2,1,chaB,32,BW25113_RS06350,1267575,1267805,1267690,chaB,BW25113_1217,0
b1218,20,15,15,chaC,24,BW25113_RS06355,1267963,1268658,1268310,,BW25113_1218,0
b1219,20,11,18,ychN,59,BW25113_RS06360,1268702,1269055,1268878,,BW25113_1219,1
b1220,60,27,38,ychO,26,BW25113_RS06365,1269240,1270634,1269937,,BW25113_1220,0
b1221,13,6,4,narL,219,BW25113_RS06370,1270635,1271285,1270960,,BW25113_1221,1
b1222,59,36,40,narX,96,BW25113_RS06375,1271278,1273074,1272176,,BW25113_1222,1
b1223,8,6,9,narK,3,BW25113_RS06385,1273413,1274804,1274108,,BW25113_1223,0
b1224,75,39,53,narG,12,BW25113_RS06390,1275320,1279063,1277191,,BW25113_1224,0
b1225,24,24,15,narH,12,BW25113_RS06395,1279060,1280598,1279829,,BW25113_1225,0
b1226,14,8,8,narJ,4,BW25113_RS06400,1280595,1281305,1280950,,BW25113_1226,0
b1227,9,8,7,narI,10,BW25113_RS06405,1281305,1281982,1281643,,BW25113_1227,0
b1232,38,28,22,purU,521,BW25113_RS06425,1283238,1284080,1283659,,BW25113_1232,1
b1233,85,41,43,ychJ,255,BW25113_RS06430,1284130,1284588,1284359,,BW25113_1233,1
b1234,96,37,59,rssA,327,BW25113_RS06435,1284701,1285606,1285153,,BW25113_1234,0
b1235,82,40,49,rssB,182,BW25113_RS06440,1285698,1286711,1286204,,BW25113_1235,0
b1236,78,33,32,galU,39,BW25113_RS06445,1286913,1287821,1287367,,BW25113_1236,0
b1237,59,29,36,hns,261,BW25113_RS06450,1287965,1288378,1288171,,BW25113_1237,1
b1238,140,45,100,tdk,11,BW25113_RS06455,1288983,1289600,1289291,,BW25113_1238,0
b1241,7375,3988,4446,adhE,2347,BW25113_RS06470,1290902,1293577,1292239,,BW25113_1241,1
b1242,1783,793,961,ychE,5,BW25113_RS06475,1294054,1294701,1294377,,BW25113_1242,0
b1243,42,19,13,oppA,7331,BW25113_RS06480,1295439,1297070,1296254,,BW25113_1243,0
b1244,3785,1609,2097,oppB,135,BW25113_RS06485,1297156,1298076,1297616,oppB,BW25113_1244,0
b1245,4104,1763,2286,oppC,132,BW25113_RS06490,1298091,1298999,1298545,,BW25113_1245,0
b1246,778,339,452,oppD,192,BW25113_RS06495,1299011,1300024,1299517,oppD,BW25113_1246,0
b1247,381,195,217,oppF,108,BW25113_RS06500,1300021,1301025,1300523,,BW25113_1247,0
b1248,150,67,86,yciU,254,BW25113_RS06505,1301078,1301407,1301242,,BW25113_1248,1
b1249,572,253,325,clsA,147,BW25113_RS06510,1301442,1302902,1302172,,BW25113_1249,1
b1250,93,51,40,kch,50,BW25113_RS06520,1303273,1304526,1303899,,BW25113_1250,1
b1251,15,17,8,yciI,38,BW25113_RS06525,1304826,1305122,1304974,,BW25113_1251,1
b1252,23,14,10,tonB,530,BW25113_RS06530,1305346,1306065,1305705,,BW25113_1252,0
b1253,17,14,6,yciA,12,BW25113_RS06535,1306105,1306503,1306304,,BW25113_1253,1
b1254,66,21,25,yciB,60,BW25113_RS06540,1306608,1307147,1306877,,BW25113_1254,1
b1255,141,74,78,yciC,18,BW25113_RS06545,1307177,1307920,1307548,,BW25113_1255,1
b1256,31,15,18,ompW,43,BW25113_RS06550,1308277,1308915,1308596,,BW25113_1256,0
b1257,28,14,17,yciE,28,BW25113_RS06555,1308975,1309481,1309228,,BW25113_1257,1
b1258,7,3,2,yciF,27,BW25113_RS06560,1309527,1310027,1309777,,BW25113_1258,1
b1259,2,0,3,yciG,109,BW25113_RS06565,1310113,1310292,1310202,,BW25113_1259,1
b1260,21,22,16,trpA,792,BW25113_RS06570,1310673,1311479,1311076,,BW25113_1260,1
b1261,43,19,23,trpB,673,BW25113_RS06575,1311479,1312672,1312075,,BW25113_1261,1
b1262,524,174,176,trpC,175,BW25113_RS06580,1312684,1314045,1313364,,BW25113_1262,1
b1263,474,176,133,trpD,293,BW25113_RS06585,1314046,1315641,1314843,,BW25113_1263,1
b1264,374,175,130,trpE,96,BW25113_RS06590,1315641,1317203,1316422,,BW25113_1264,1
b1265,11,7,4,trpL,10,BW25113_RS23700,1317295,1317339,1317317,,BW25113_1265,1
b1266,184,100,83,yciV,150,BW25113_RS06595,1317477,1318358,1317917,,BW25113_1266,0
b1267,109,43,48,yciO,55,BW25113_RS06600,1318355,1318975,1318665,,BW25113_1267,0
b1268,127,70,86,yciQ,10,BW25113_RS06605,1319003,1320898,1319950,,BW25113_1268,0
b1269,12,4,5,rluB,23,BW25113_RS06610,1321109,1321984,1321546,,BW25113_1269,0
b1270,4,1,1,btuR,91,BW25113_RS06615,1322024,1322614,1322319,,BW25113_1270,1
b1271,31,11,14,yciK,211,BW25113_RS06620,1322611,1323369,1322990,,BW25113_1271,1
b1272,37,17,29,sohB,22,BW25113_RS06630,1323589,1324638,1324113,,BW25113_1272,0
b1273,19,8,14,yciN,170,BW25113_RS06635,1324674,1324925,1324799,,BW25113_1273,1
b1274,237,129,147,topA,524,BW25113_RS06645,1325305,1327902,1326603,,BW25113_1274,0
b1275,126,47,46,cysB,124,BW25113_RS06650,1328112,1329086,1328599,,BW25113_1275,0
b1276,98,53,70,acnA,155,BW25113_RS06675,1330088,1332763,1331425,,BW25113_1276,0
b1277,13,5,9,ribA,170,BW25113_RS06680,1332827,1333417,1333122,,BW25113_1277,1
b1278,12,8,13,pgpB,65,BW25113_RS06685,1333587,1334351,1333969,,BW25113_1278,0
b1279,11,8,5,yciS,148,BW25113_RS06690,1334500,1334808,1334654,,BW25113_1279,0
b1280,71,26,31,yciM,109,BW25113_RS06695,1334815,1335984,1335399,,BW25113_1280,0
b1281,46,15,28,pyrF,30,BW25113_RS06700,1336178,1336915,1336546,,BW25113_1281,0
b1282,17,12,21,yciH,2,BW25113_RS06705,1336915,1337241,1337078,,BW25113_1282,0
b1283,8,9,6,osmB,488,BW25113_RS06710,1337367,1337585,1337476,,BW25113_1283,1
b1284,13,6,12,yciT,21,BW25113_RS06715,1337854,1338603,1338228,,BW25113_1284,1
b1285,192,122,112,gmr,32,BW25113_RS06725,1339014,1340999,1340006,,BW25113_1285,1
b1286,32,25,27,rnb,166,BW25113_RS06735,1341235,1343169,1342202,,BW25113_1286,1
b1287,123,76,54,yciW,70,BW25113_RS06740,1343237,1344364,1343800,,BW25113_1287,1
b1288,88,71,44,fabI,810,BW25113_RS06745,1344508,1345296,1344902,,BW25113_1288,1
b1289,34,14,20,ycjD,5,BW25113_RS06755,1345664,1346017,1345840,,BW25113_1289,1
b1290,128,68,73,sapF,72,BW25113_RS06760,1346085,1346891,1346488,,BW25113_1290,1
b1291,169,85,92,sapD,99,BW25113_RS06765,1346893,1347885,1347389,,BW25113_1291,1
b1292,14,9,6,sapC,16,BW25113_RS06770,1347885,1348775,1348330,,BW25113_1292,1
b1293,37,20,24,sapB,30,BW25113_RS06775,1348762,1349727,1349244,,BW25113_1293,1
b1294,41,14,14,sapA,101,BW25113_RS06780,1349724,1351367,1350545,,BW25113_1294,1
b1295,5,2,4,ymjA,150,BW25113_RS06790,1351680,1351925,1351802,,BW25113_1295,1
b1296,32,22,18,puuP,10,BW25113_RS06795,1352059,1353444,1352751,,BW25113_1296,1
b1297,10,2,0,puuA,40,BW25113_RS06800,1353747,1355165,1354456,,BW25113_1297,1
b1298,5,4,2,puuD,54,BW25113_RS06805,1355377,1356141,1355759,puuD,BW25113_1298,0
b1299,3,0,1,puuR,25,BW25113_RS06810,1356168,1356725,1356446,,BW25113_1299,0
b1300,8,8,3,puuC,35,BW25113_RS06815,1357000,1358487,1357743,,BW25113_1300,0
b1301,7,9,4,puuB,5,BW25113_RS06820,1358489,1359769,1359129,,BW25113_1301,0
b1302,9,2,3,puuE,7,BW25113_RS06825,1359807,1361072,1360439,,BW25113_1302,0
b1303,4,0,2,pspF,17,BW25113_RS06830,1361192,1362169,1361680,,BW25113_1303,1
b1304,4,2,2,pspA,55,BW25113_RS06835,1362336,1363004,1362670,,BW25113_1304,0
b1305,1,1,4,pspB,44,BW25113_RS06840,1363058,1363282,1363170,,BW25113_1305,0
b1306,3,3,3,pspC,35,BW25113_RS06845,1363282,1363641,1363461,,BW25113_1306,0
b1307,8,2,0,pspD,15,BW25113_RS06850,1363650,1363871,1363760,,BW25113_1307,0
b1308,4,2,1,pspE,26,BW25113_RS06855,1363946,1364260,1364103,,BW25113_1308,0
b1309,150,113,165,ycjM,1,BW25113_RS06860,1364473,1366152,1365312,,BW25113_1309,0
b1310,6,5,5,ycjN,0,BW25113_RS06865,1366166,1367458,1366812,,BW25113_1310,0
b1311,0,0,0,ycjO,0,BW25113_RS06870,1367479,1368360,1367919,,BW25113_1311,0
b1312,0,2,1,ycjP,1,BW25113_RS06875,1368347,1369189,1368768,,BW25113_1312,0
b1313,4,0,2,ycjQ,7,BW25113_RS06880,1369220,1370272,1369746,,BW25113_1313,0
b1314,1,0,0,ycjR,0,BW25113_RS06885,1370291,1371079,1370685,,BW25113_1314,0
b1315,2,0,1,ycjS,10,BW25113_RS06890,1371089,1372144,1371616,,BW25113_1315,0
b1316,8,5,7,ycjT,3,BW25113_RS06895,1372141,1374408,1373274,,BW25113_1316,0
b1317,4,1,0,ycjU,2,BW25113_RS06900,1374405,1375064,1374734,,BW25113_1317,0
b1319,3,0,0,ompG,0,BW25113_RS06910,1376204,1377109,1376656,,BW25113_1319,0
b1320,5,1,0,ycjW,8,BW25113_RS06915,1377220,1378218,1377719,,BW25113_1320,1
b1321,4,2,0,ycjX,33,BW25113_RS06920,1378374,1379771,1379072,,BW25113_1321,0
b1322,15,8,8,ycjF,24,BW25113_RS06925,1379768,1380829,1380298,,BW25113_1322,0
b1323,51,29,24,tyrR,159,BW25113_RS06930,1380977,1382518,1381747,,BW25113_1323,0
b1324,10,9,8,tpx,1305,BW25113_RS06935,1382562,1383068,1382815,,BW25113_1324,1
b1325,72,46,36,ycjG,38,BW25113_RS06940,1383187,1384152,1383669,,BW25113_1325,0
b1326,169,92,118,mpaA,209,BW25113_RS06945,1384127,1384855,1384491,,BW25113_1326,1
b1327,37,22,24,ycjY,24,BW25113_RS06955,1385190,1386110,1385650,,BW25113_1327,1
b1328,34,17,20,pgrR,21,BW25113_RS06960,1386248,1387147,1386697,,BW25113_1328,0
b1329,24,8,8,mppA,16,BW25113_RS06970,1387484,1389097,1388290,,BW25113_1329,0
b1330,14,6,6,ynaI,10,BW25113_RS06975,1389148,1390179,1389663,,BW25113_1330,1
b1331,19,12,9,insH1,456,BW25113_RS06980,1390333,1391349,1390841,,BW25113_1331,0
b1332,6,0,3,ynaJ,165,BW25113_RS06985,1391622,1391879,1391750,,BW25113_1332,0
b1333,13,6,5,uspE,1263,BW25113_RS06990,1391929,1392879,1392404,,BW25113_1333,1
b1334,17,13,12,fnr,1002,BW25113_RS06995,1393031,1393783,1393407,,BW25113_1334,1
b1335,185,93,103,ogt,60,BW25113_RS07000,1393978,1394493,1394235,,BW25113_1335,1
b1336,412,168,212,abgT,5,BW25113_RS07005,1394504,1396030,1395267,,BW25113_1336,1
b1337,17,6,8,abgB,5,BW25113_RS07015,1396067,1397512,1396789,,BW25113_1337,1
b1338,7,1,3,abgA,0,BW25113_RS07020,1397512,1398822,1398167,,BW25113_1338,1
b1339,7,2,1,abgR,13,BW25113_RS07025,1398998,1399906,1399452,,BW25113_1339,0
b1340,3,3,1,smrA,63,BW25113_RS07035,1400236,1400799,1400517,,BW25113_1340,0
b1341,5,2,2,ydaM,90,BW25113_RS07040,1400820,1402052,1401436,,BW25113_1341,1
b1342,33,13,17,ydaN,55,BW25113_RS07045,1402307,1403290,1402798,zntB,BW25113_1342,0
b1343,52,25,31,dbpA,24,BW25113_RS07055,1403768,1405141,1404454,,BW25113_1343,0
b1344,45,31,25,ttcA,35,BW25113_RS07060,1405270,1406205,1405737,,BW25113_1344,1
b1345,24,16,11,intR,46,BW25113_RS23720,1406257,1407492,1406874,,BW25113_1345,1
b1346,6,0,6,ydaQ,0,BW25113_RS07070,1407494,1407709,1407601,,BW25113_1346,1
b1347,3,4,1,rcbA,0,BW25113_RS07075,1407788,1407997,1407892,,BW25113_1347,1
b1348,6,6,1,ralR,0,BW25113_RS07080,1407990,1408184,1408087,lar,BW25113_1348,1
b1349,13,5,5,recT,21,BW25113_RS07085,1408241,1409050,1408645,recT,BW25113_1349,1
b1350,13,4,3,recE,4,BW25113_RS07090,1409043,1411643,1410343,,BW25113_1350,1
b1351,4,1,1,racC,0,BW25113_RS07095,1411745,1412020,1411882,,BW25113_1351,1
b1352,0,0,0,kilR,3,BW25113_RS07105,1412265,1412498,1412381,kil,BW25113_1352,1
b1353,2,0,0,sieB,0,BW25113_RS07110,1412928,1413416,1413172,,BW25113_1353,0
b1355,0,1,0,ydaG,3,BW25113_RS25055,1413579,1413713,1413646,,BW25113_1355,1
b1356,3,0,0,racR,570,BW25113_RS07115,1414022,1414498,1414260,,BW25113_1356,1
b1357,0,0,0,ydaS,4,BW25113_RS07120,1414622,1414918,1414770,,BW25113_1357,0
b1358,2,1,1,ydaT,3,BW25113_RS07125,1414941,1415363,1415152,,BW25113_1358,0
b1359,25,11,7,ydaU,6,BW25113_RS07130,1415376,1416233,1415804,,BW25113_1359,0
b1360,32,10,22,ydaV,6,BW25113_RS07135,1416240,1416986,1416613,,BW25113_1360,0
b1363,21,3,2,trkG,6,BW25113_RS07150,1418039,1419496,1418767,,BW25113_1363,0
b1365,4,1,2,ynaK,0,BW25113_RS07155,1419634,1419897,1419765,,BW25113_1365,0
b1372,19,5,14,stfR,3,BW25113_RS23745,1423306,1426668,1424987,,BW25113_1372,0
b1373,1,2,0,tfaR,0,BW25113_RS07205,1426668,1427243,1426955,,BW25113_1373,0
b1374,1,2,2,pinR,5,BW25113_RS07210,1427341,1427931,1427636,,BW25113_1374,1
b1375,1,0,0,ynaE,114,BW25113_RS07215,1428248,1428481,1428364,,BW25113_1375,1
b1376,3,0,1,uspF,303,BW25113_RS07220,1429442,1429876,1429659,,BW25113_1376,1
b1377,15,6,3,ompN,0,BW25113_RS07225,1430017,1431150,1430583,,BW25113_1377,1
b1378,110,69,62,pfo,163,BW25113_RS07230,1431517,1435041,1433279,,BW25113_1378,1
b1379,14,12,5,hslJ,49,BW25113_RS07240,1435578,1436000,1435789,,BW25113_1379,1
b1380,33,21,20,ldhA,23,BW25113_RS07245,1436111,1437100,1436605,,BW25113_1380,1
b1381,211,113,91,ydbH,19,BW25113_RS07250,1437308,1439947,1438627,,BW25113_1381,0
b1382,2,1,2,ynbE,12,BW25113_RS07255,1439944,1440129,1440036,,BW25113_1382,0
b1383,4,2,1,ydbL,9,BW25113_RS07260,1440137,1440463,1440300,,BW25113_1383,0
b1384,4,4,6,feaR,7,BW25113_RS07265,1440635,1441540,1441087,,BW25113_1384,1
b1385,22,12,8,feaB,7,BW25113_RS07270,1441776,1443275,1442525,,BW25113_1385,0
b1386,21,5,16,tynA,4,BW25113_RS07275,1443333,1445606,1444469,tynA,BW25113_1386,1
b1387,9,3,5,paaZ,0,BW25113_RS07280,1445854,1447899,1446876,,BW25113_1387,1
b1388,1,0,0,paaA,0,BW25113_RS07285,1448184,1449113,1448648,,BW25113_1388,0
b1389,1,1,0,paaB,4,BW25113_RS07290,1449125,1449412,1449268,,BW25113_1389,0
b1390,1,1,0,paaC,2,BW25113_RS07295,1449421,1450167,1449794,,BW25113_1390,0
b1391,1,0,0,paaD,3,BW25113_RS07300,1450182,1450679,1450430,,BW25113_1391,0
b1392,1,0,0,paaE,5,BW25113_RS07305,1450687,1451757,1451222,,BW25113_1392,0
b1393,3,0,1,paaF,2,BW25113_RS07310,1451754,1452521,1452137,,BW25113_1393,0
b1394,4,1,0,paaG,0,BW25113_RS07315,1452521,1453309,1452915,,BW25113_1394,0
b1395,9,2,3,paaH,3,BW25113_RS07320,1453311,1454738,1454024,,BW25113_1395,0
b1396,1,0,0,paaI,1,BW25113_RS07325,1454728,1455150,1454939,,BW25113_1396,0
b1397,9,2,2,paaJ,13,BW25113_RS07330,1455150,1456355,1455752,,BW25113_1397,0
b1398,8,4,1,paaK,4,BW25113_RS07335,1456382,1457695,1457038,,BW25113_1398,0
b1399,5,4,3,paaX,21,BW25113_RS07340,1457796,1458746,1458271,,BW25113_1399,0
b1400,2,1,0,paaY,18,BW25113_RS07345,1458728,1459318,1459023,,BW25113_1400,0
b1402,0,0,0,insD1,5,BW25113_RS07355,1462178,1463451,1462814,,BW25113_1402,1
b1404,0,0,0,insI1,15,BW25113_RS07365,1463615,1464766,1464190,,BW25113_1404,0
b1406,18,14,9,ydbC,31,BW25113_RS07375,1468478,1469338,1468908,,BW25113_1406,0
b1407,36,18,14,ydbD,2,BW25113_RS07380,1469401,1471707,1470554,,BW25113_1407,0
b1408,0,1,0,ynbA,0,BW25113_RS07385,1471878,1472483,1472180,,BW25113_1408,0
b1409,2,0,1,ynbB,0,BW25113_RS07390,1472483,1473379,1472931,,BW25113_1409,0
b1410,7,1,1,ynbC,3,BW25113_RS07395,1473395,1475152,1474273,,BW25113_1410,0
b1411,5,3,1,ynbD,3,BW25113_RS07400,1475166,1476458,1475812,,BW25113_1411,0
b1412,2,1,0,azoR,85,BW25113_RS07405,1476512,1477117,1476814,,BW25113_1412,1
b1413,133,61,73,hrpA,56,BW25113_RS07410,1477318,1481220,1479269,,BW25113_1413,0
b1414,35,17,16,ydcF,682,BW25113_RS07415,1481492,1482292,1481892,,BW25113_1414,0
b1415,68,27,29,aldA,52,BW25113_RS07420,1482489,1483928,1483208,,BW25113_1415,0
b1418,10,1,7,cybB,83,BW25113_RS07440,1485159,1485689,1485424,,BW25113_1418,0
b1419,63,33,41,ydcA,8,BW25113_RS07445,1485934,1486107,1486020,,BW25113_1419,0
b1421,327,156,196,trg,7,BW25113_RS07455,1486727,1488367,1487547,,BW25113_1421,0
b1422,6,1,3,ydcI,149,BW25113_RS07460,1488405,1489328,1488866,,BW25113_1422,1
b1423,14,3,6,ydcJ,19,BW25113_RS07465,1489545,1490888,1490216,,BW25113_1423,0
b1424,7,3,5,opgD,32,BW25113_RS07470,1491113,1492768,1491940,mdoD,BW25113_1424,0
b1426,2,1,2,ydcH,9,BW25113_RS07480,1492908,1493132,1493020,,BW25113_1426,0
b1427,19,11,6,rimL,115,BW25113_RS07485,1493195,1493734,1493464,,BW25113_1427,0
b1428,40,13,19,ydcK,120,BW25113_RS07490,1493726,1494706,1494216,,BW25113_1428,1
b1429,39,19,19,tehA,65,BW25113_RS07495,1494830,1495822,1495326,,BW25113_1429,0
b1430,21,10,8,tehB,55,BW25113_RS07500,1495819,1496412,1496115,,BW25113_1430,0
b1431,9,7,3,ydcL,146,BW25113_RS07505,1496714,1497382,1497048,,BW25113_1431,0
b1432,141,67,62,insQ,52,BW25113_RS07520,1497914,1499122,1498518,,BW25113_1432,0
b1433,65,39,33,ydcO,3,BW25113_RS07525,1499162,1500376,1499769,,BW25113_1433,1
b1434,9,9,8,ydcN,74,BW25113_RS07530,1500429,1500965,1500697,,BW25113_1434,0
b1435,22,6,9,ydcP,67,BW25113_RS07535,1501038,1502999,1502018,,BW25113_1435,0
b1436,11,5,6,yncJ,5,BW25113_RS07540,1503091,1503321,1503206,,,1
b1438,11,4,6,hicB,82,BW25113_RS07550,1503765,1504181,1503973,,BW25113_1438,0
b1439,19,14,10,ydcR,9,BW25113_RS07555,1504260,1505666,1504963,,BW25113_1439,0
b1440,23,16,15,ydcS,17,BW25113_RS07560,1505911,1507056,1506483,,BW25113_1440,0
b1441,4,3,5,ydcT,4,BW25113_RS07565,1507074,1508087,1507580,,BW25113_1441,0
b1442,20,8,8,ydcU,15,BW25113_RS07570,1508088,1509029,1508558,,BW25113_1442,0
b1443,4,3,0,ydcV,4,BW25113_RS07575,1509019,1509813,1509416,,BW25113_1443,0
b1444,8,1,5,patD,6,BW25113_RS07580,1509835,1511259,1510547,,BW25113_1444,0
