locus_tag,gene_id,gbk_start,gbk_end,gbk_midpoint,gbk_gene_id,gbk_locus_tag,gbk_strand,norm_exp
ECDH10B_1175,hinT,1216553,1216912,1216732,hinT,ECDH10B_RS06060,0,53.3231539080823
ECDH10B_1176,ycfL,1216915,1217292,1217103,,ECDH10B_RS06065,0,24.098666926792
ECDH10B_1177,ycfM,1217306,1217947,1217626,lpoB,ECDH10B_RS06070,0,91.7964737169467
ECDH10B_1178,thiK,1217928,1218752,1218340,thiK,ECDH10B_RS06075,0,26.5246039243484
ECDH10B_1179,nagZ,1218763,1219788,1219275,nagZ,ECDH10B_RS06080,0,113.060793949614
ECDH10B_1180,ycfP,1219811,1220353,1220082,,ECDH10B_RS06085,0,190.160669919746
ECDH10B_1181,ndh,1220753,1222057,1221405,,ECDH10B_RS06090,0,509.572349132793
ECDH10B_1182,ycfJ,1222267,1222806,1222536,,ECDH10B_RS06095,0,28.8326269790549
ECDH10B_1183,ycfQ,1222868,1223500,1223184,comR,ECDH10B_RS06100,1,48.3855447627571
ECDH10B_1184,ycfR,1223741,1223998,1223869,bhsA,ECDH10B_RS06105,0,10.651314660384
ECDH10B_1185,ycfS,1224080,1225042,1224561,ldtC,ECDH10B_RS06110,1,99.2087483467988
ECDH10B_1186,mfd,1225186,1228632,1226909,mfd,ECDH10B_RS06115,1,284.638063063999
ECDH10B_1187,ycfT,1228760,1229833,1229296,,ECDH10B_RS06120,1,1.12072122427222
ECDH10B_1188,lolC,1230095,1231294,1230694,lolC,ECDH10B_RS06125,0,111.430489694672
ECDH10B_1189,lolD,1231287,1231988,1231637,lolD,ECDH10B_RS06130,0,40.9556089281284
ECDH10B_1190,lolE,1231988,1233232,1232610,lolE,ECDH10B_RS06135,0,124.829304388524
ECDH10B_1191,nagK,1233261,1234172,1233716,nagK,ECDH10B_RS06140,0,95.9042392205483
ECDH10B_1192,cobB,1234188,1235027,1234607,cobB,ECDH10B_RS06145,0,100.180870174857
ECDH10B_1193,ycfZ,1235147,1235935,1235541,,ECDH10B_RS06150,1,1.48319819800262
ECDH10B_1194,ymfA,1235932,1236393,1236162,,ECDH10B_RS06155,1,1.5510812290234
ECDH10B_1195,potD,1236451,1237497,1236974,potD,ECDH10B_RS06160,1,365.266397283985
ECDH10B_1196,potC,1237494,1238288,1237891,potC,ECDH10B_RS06165,1,44.0425241167009
ECDH10B_1197,potB,1238285,1239142,1238713,potB,ECDH10B_RS06170,1,33.5332967282368
ECDH10B_1198,potA,1239126,1240262,1239694,potA,ECDH10B_RS06175,1,222.194061817279
ECDH10B_1199,pepT,1240512,1241738,1241125,pepT,ECDH10B_RS06185,0,250.134676614176
ECDH10B_1200,ycfD,1241787,1242908,1242347,,ECDH10B_RS06190,1,330.405013878252
ECDH10B_1201,phoQ,1242984,1244444,1243714,phoQ,ECDH10B_RS06195,1,64.955707370536
ECDH10B_1202,phoP,1244444,1245115,1244779,phoP,ECDH10B_RS06200,1,87.6260348817592
ECDH10B_1203,purB,1245284,1246654,1245969,purB,ECDH10B_RS06205,1,389.289748459434
ECDH10B_1204,hflD,1246658,1247299,1246978,hflD,ECDH10B_RS06210,1,90.1111197651555
ECDH10B_1205,mnmA,1247335,1248441,1247888,mnmA,ECDH10B_RS06215,1,206.269248302212
ECDH10B_1206,nudJ,1248495,1248956,1248725,nudJ,ECDH10B_RS06220,1,11.0496867869129
ECDH10B_1207,rluE,1248966,1249619,1249292,rluE,ECDH10B_RS06225,1,25.5191917932087
ECDH10B_1208,icd,1249791,1251041,1250416,icd,ECDH10B_RS06230,0,3236.5615046616
ECDH10B_1209,elbA,1251144,1251467,1251305,iraM,ECDH10B_RS06235,1,2.02626244616886
ECDH10B_1210,ycgX,1252167,1252571,1252369,,ECDH10B_RS06245,1,2.92027275875225
ECDH10B_1211,ycgE,1252792,1253523,1253157,,ECDH10B_RS06250,1,76.1205123361663
ECDH10B_1212,ycgF,1253728,1254939,1254333,bluF,ECDH10B_RS06255,1,28.179463337191
ECDH10B_1213,ycgZ,1255253,1255489,1255371,,ECDH10B_RS06260,0,0.634009097813515
ECDH10B_1214,ymgA,1255532,1255804,1255668,,ECDH10B_RS06265,0,0.418829095437928
ECDH10B_1215,ymgB,1255833,1256099,1255966,ariR,ECDH10B_RS06270,0,0.634009097813515
ECDH10B_1216,ymgC,1256212,1256460,1256336,,ECDH10B_RS06275,0,0.634009097813515
ECDH10B_1217,ycgG,1256792,1258315,1257553,,ECDH10B_RS06280,0,0.769775159855076
ECDH10B_1218,ymgF,1258447,1258665,1258556,,ECDH10B_RS06285,0,3.64522670621304
ECDH10B_1222,ymgD,1261769,1262104,1261936,,ECDH10B_RS06300,1,6.96126674177672
ECDH10B_1223,ymgG,1262108,1262392,1262250,,ECDH10B_RS06305,1,3.01121760839952
ECDH10B_1224,ymgI,1262454,1262627,1262540,,ECDH10B_RS06310,1,0
ECDH10B_1225,ymgJ,1262728,1262913,1262820,,ECDH10B_RS23960,0,0.928603040523129
ECDH10B_1226,ycgI,1263028,1263371,1263199,,ECDH10B_RS06315,0,0.713423038147542
ECDH10B_1227,minE,1263743,1264009,1263876,minE,ECDH10B_RS06320,1,22.4105172108684
ECDH10B_1228,minD,1264013,1264825,1264419,minD,ECDH10B_RS06325,1,238.360990451878
ECDH10B_1229,minC,1264849,1265544,1265196,minC,ECDH10B_RS06330,1,143.871145802283
ECDH10B_1230,ycgJ,1266064,1266432,1266248,,ECDH10B_RS06335,0,26.8050621080274
ECDH10B_1231,ycgK,1266535,1266936,1266735,,ECDH10B_RS06340,1,8.43163160560739
ECDH10B_1232,ycgL,1267178,1267471,1267324,,ECDH10B_RS06350,0,20.7134414353489
ECDH10B_1233,ycgM,1267543,1268202,1267872,,ECDH10B_RS06355,0,67.0318098141189
ECDH10B_1234,ycgN,1268279,1268740,1268509,,ECDH10B_RS06360,0,16.2216304786641
ECDH10B_1235,hlyE,1268947,1269858,1269402,hlyE,ECDH10B_RS06365,1,1.65225456312522
ECDH10B_1236,umuD,1270231,1270650,1270440,umuD,ECDH10B_RS06370,0,0.837658190875856
ECDH10B_1237,umuC,1270650,1271918,1271284,umuC,ECDH10B_RS06375,0,3.25968791385615
ECDH10B_1238,dsbB,1271964,1272494,1272229,dsbB,ECDH10B_RS06380,1,78.3452141759627
ECDH10B_1239,nhaB,1272640,1274181,1273410,nhaB,ECDH10B_RS06385,1,128.250043203936
ECDH10B_1240,fadR,1274402,1275121,1274761,fadR,ECDH10B_RS06390,0,217.075483568688
ECDH10B_1241,ycgB,1275173,1276705,1275939,,ECDH10B_RS06395,1,40.9991277156639
ECDH10B_1242,dadA,1277035,1278333,1277684,,ECDH10B_RS06400,0,461.906930446892
ECDH10B_1243,dadX,1278343,1279413,1278878,dadX,ECDH10B_RS06405,0,279.832155767771
ECDH10B_1244,cvrA,1279799,1281535,1280667,,ECDH10B_RS06410,1,51.4839908606428
ECDH10B_1245,ldcA,1281630,1282544,1282087,ldcA,ECDH10B_RS06415,1,48.3228714311711
ECDH10B_1246,emtA,1282644,1283255,1282949,emtA,ECDH10B_RS06420,0,44.9889792764157
ECDH10B_1247,ycgR,1283257,1283991,1283624,,ECDH10B_RS06425,1,0.701892128834295
ECDH10B_1248,ymgE,1284192,1284446,1284319,,ECDH10B_RS06430,0,2.08261456787639
ECDH10B_1249,ycgY,1284624,1285064,1284844,,ECDH10B_RS06435,0,1.09765940564573
ECDH10B_1250,treA,1285143,1286840,1285991,,ECDH10B_RS06440,1,21.8252366000252
ECDH10B_1251,dhaM,1287160,1288578,1287869,dhaM,ECDH10B_RS06445,1,530.922404515673
ECDH10B_1252,dhaL,1288589,1289221,1288905,dhaL,ECDH10B_RS06450,1,186.587424433545
ECDH10B_1253,dhaK,1289232,1290302,1289767,dhaK,ECDH10B_RS06455,1,447.399846034109
ECDH10B_1254,dhaR,1290521,1292449,1291485,dhaR,ECDH10B_RS06460,0,20.9632141656642
ECDH10B_1255,ycgV,1292549,1295416,1293982,,ECDH10B_RS06465,1,17.4089323090984
ECDH10B_1256,ychF,1296185,1297276,1296730,ychF,ECDH10B_RS06475,1,444.515120575372
ECDH10B_1257,pth,1297393,1297977,1297685,pth,ECDH10B_RS06480,1,37.3924010119667
ECDH10B_1258,ychH,1298255,1298533,1298394,ychH,ECDH10B_RS06485,0,431.580460980503
ECDH10B_1259,ychM,1298588,1300267,1299427,dauA,ECDH10B_RS06490,1,104.515346590148
ECDH10B_1260,prsA,1300392,1301339,1300865,,ECDH10B_RS06495,1,759.373617925007
ECDH10B_1261,ipk,1301490,1302341,1301915,ispE,ECDH10B_RS06500,1,117.776901882685
ECDH10B_1262,lolB,1302341,1302964,1302652,lolB,ECDH10B_RS06505,1,70.2954050025511
ECDH10B_1263,hemA,1303178,1304434,1303806,hemA,ECDH10B_RS06510,0,103.538015062654
ECDH10B_1264,prfA,1304476,1305558,1305017,prfA,ECDH10B_RS06515,0,99.9682950221993
ECDH10B_1265,prmC,1305558,1306391,1305974,prmC,ECDH10B_RS06520,0,29.1644184994217
ECDH10B_1266,ychQ,1306388,1306780,1306584,,ECDH10B_RS06525,0,3.97441337686239
ECDH10B_1267,ychA,1306784,1307593,1307188,,ECDH10B_RS06530,0,51.5762381351488
ECDH10B_1268,kdsA,1307629,1308483,1308056,kdsA,ECDH10B_RS06535,0,310.280569413908
ECDH10B_1269,ldrA,1308632,1308739,1308685,,ECDH10B_RS06540,1,0.339415155103901
ECDH10B_1271,ldrB,1309167,1309274,1309220,,ECDH10B_RS06545,1,0.271532124083121
ECDH10B_1273,ldrC,1309702,1309809,1309755,,ECDH10B_RS06550,1,0.905541221896636
ECDH10B_1275,chaA,1310213,1311313,1310763,chaA,ECDH10B_RS06555,1,73.5346359474982
ECDH10B_1276,chaB,1311583,1311813,1311698,chaB,ECDH10B_RS06560,0,4.78900974911175
ECDH10B_1277,chaC,1311971,1312666,1312318,,ECDH10B_RS06565,0,22.7397038815177
ECDH10B_1278,ychN,1312710,1313063,1312886,ychN,ECDH10B_RS06570,1,108.890164200011
ECDH10B_1279,ychO,1313248,1314642,1313945,ychO,ECDH10B_RS06575,0,15.7566777459732
ECDH10B_1280,narL,1314643,1315293,1314968,narL,ECDH10B_RS06580,1,31.5581767043407
ECDH10B_1281,narX,1315286,1317082,1316184,narX,ECDH10B_RS06585,1,31.104754880963
ECDH10B_1282,narK,1317421,1318812,1318116,narK,ECDH10B_RS06595,0,35.3518118923522
ECDH10B_1283,narG,1319328,1323071,1321199,,ECDH10B_RS06600,0,256.147422113719
ECDH10B_1284,narH,1323068,1324606,1323837,narH,ECDH10B_RS06605,0,39.0597119301512
ECDH10B_1285,narJ,1324603,1325313,1324958,narJ,ECDH10B_RS06610,0,5.44217339097566
ECDH10B_1286,narI,1325313,1325990,1325651,narI,ECDH10B_RS06615,0,5.60100127164372
ECDH10B_1288,rttR,1326530,1326661,1326595,,ECDH10B_RS23360,1,0.350946064417148
ECDH10B_1290,tyrV,1326708,1326792,1326750,,ECDH10B_RS06625,1,5.21806732900423
ECDH10B_1291,tyrT,1327002,1327086,1327044,,ECDH10B_RS06630,1,10.9907298154879
ECDH10B_1292,purU,1327246,1328088,1327667,purU,ECDH10B_RS06635,1,196.311820307095
ECDH10B_1293,ychJ,1328138,1328596,1328367,,ECDH10B_RS06640,1,49.2527768965529
ECDH10B_1294,rssA,1328709,1329614,1329161,rssA,ECDH10B_RS06645,0,83.3765639350676
ECDH10B_1295,rssB,1329706,1330719,1330212,rssB,ECDH10B_RS06650,0,57.045380619327
ECDH10B_1296,galU,1330921,1331829,1331375,galU,ECDH10B_RS06655,0,307.081140896335
ECDH10B_1297,hns,1331973,1332386,1332179,hns,ECDH10B_RS06660,1,1821.29424749885
ECDH10B_1298,tdk,1332991,1333608,1333299,tdk,ECDH10B_RS06665,0,24.2383402634097
ECDH10B_1300,insZ,1333890,1334786,1334338,,ECDH10B_RS06670,1,13.5280686316007
ECDH10B_1302,adhE,1334910,1337585,1336247,adhE,ECDH10B_RS06680,1,10757.7463010813
ECDH10B_1303,ychE,1338062,1338709,1338385,ychE,ECDH10B_RS06685,0,56.1768460606725
ECDH10B_1305,oppA,1340224,1341855,1341039,oppA,ECDH10B_RS06695,0,8964.97378769866
ECDH10B_1306,oppB,1341941,1342861,1342401,oppB,ECDH10B_RS06700,0,281.8483806439
ECDH10B_1307,oppC,1342876,1343784,1343330,oppC,ECDH10B_RS06705,0,437.182102947485
ECDH10B_1308,oppD,1343796,1344809,1344302,oppD,ECDH10B_RS06710,0,607.487480567714
ECDH10B_1309,oppF,1344806,1345810,1345308,oppF,ECDH10B_RS06715,0,754.175086968883
ECDH10B_1310,yciU,1345863,1346192,1346027,,ECDH10B_RS06720,1,8.89658433829831
ECDH10B_1311,cls,1346227,1347687,1346957,cls,ECDH10B_RS06725,1,84.425494853743
ECDH10B_1312,kch,1348058,1349311,1348684,kch,ECDH10B_RS06735,1,11.5005037605731
ECDH10B_1313,int,1349816,1351009,1350412,,ECDH10B_RS06740,0,14.8972601613296
ECDH10B_1315,ECDH10B_1315,1351245,1351484,1351364,,ECDH10B_RS06750,1,0
ECDH10B_1316,ECDH10B_1316,1351487,1352336,1351911,,ECDH10B_RS06755,1,1.68684729106496
ECDH10B_1317,ECDH10B_1317,1352518,1352946,1352732,,ECDH10B_RS06765,1,1.83414426241977
ECDH10B_1318,exo,1352943,1353623,1353283,,ECDH10B_RS06770,1,1.61896426004418
ECDH10B_1319,bet,1353620,1354537,1354078,,ECDH10B_RS06775,1,4.30229762265305
ECDH10B_1320,ECDH10B_1320,1354547,1354828,1354687,gamL,ECDH10B_RS06780,1,0
ECDH10B_1321,ECDH10B_1321,1354836,1355804,1355320,,ECDH10B_RS06785,1,3.57734367519226
ECDH10B_1322,ECDH10B_1322,1355909,1356745,1356327,,ECDH10B_RS06790,1,1.5280194103969
ECDH10B_1323,kil,1356756,1356965,1356860,,ECDH10B_RS06795,1,0
ECDH10B_1325,ECDH10B_1325,1357122,1357331,1357226,,ECDH10B_RS06800,1,0
ECDH10B_1326,N,1357487,1357780,1357633,,ECDH10B_RS06805,1,0.554595157479488
ECDH10B_1327,40,1358581,1359447,1359014,,ECDH10B_RS06815,1,176.855786754088
ECDH10B_1328,cI,1359584,1360348,1359966,,ECDH10B_RS06820,1,161.665235074908
ECDH10B_1329,30,1360412,1360633,1360522,,ECDH10B_RS06825,0,0.203649093062341
ECDH10B_1330,cII,1360664,1361206,1360935,,ECDH10B_RS06830,0,0.430360004751175
ECDH10B_1331,ECDH10B_1331,1361292,1362200,1361746,,ECDH10B_RS06835,0,0.973424252917416
ECDH10B_1332,P,1362197,1362886,1362541,,ECDH10B_RS06840,0,1.25648728631378
ECDH10B_1333,ECDH10B_1333,1362950,>1363534,1363242,,ECDH10B_RS06845,0,5.55878490896683
ECDH10B_1334,ECDH10B_1334,1363890,1364345,1364117,,ECDH10B_RS06850,0,3.87063519304317
ECDH10B_1335,ECDH10B_1335,1364512,1365180,1364846,,ECDH10B_RS06860,0,2.11720729581613
ECDH10B_1336,rap,1365173,1365814,1365493,,ECDH10B_RS06865,0,2.02626244616886
ECDH10B_1337,17,1366130,1366939,1366534,,ECDH10B_RS06875,0,3.06756973010706
ECDH10B_1338,18,1367418,1367642,1367530,,ECDH10B_RS06880,0,0
ECDH10B_1339,19,1367620,1368114,1367867,,ECDH10B_RS06885,0,0.0678830310207802
ECDH10B_1340,Rz,1368111,1368569,1368340,,ECDH10B_RS06890,0,0
ECDH10B_1342,rha,1368768,1369286,1369027,,ECDH10B_RS06895,0,0.283063033396367
ECDH10B_1343,ECDH10B_1343,1369358,1369954,1369656,,ECDH10B_RS06900,1,131.066346864454
ECDH10B_1345,ECDH10B_1345,1370345,1371073,1370709,,ECDH10B_RS06910,0,0.758244250541829
ECDH10B_1346,Nu1,1371321,1371866,1371593,,ECDH10B_RS06915,0,0.566126066792735
ECDH10B_1347,2,1371841,1373763,1372802,,ECDH10B_RS06920,0,1.94684850583483
ECDH10B_1348,W,1373763,1373969,1373866,,ECDH10B_RS06925,0,0
ECDH10B_1349,B,1373966,1375558,1374762,,ECDH10B_RS06930,0,4.76594793048526
ECDH10B_1350,C,1375539,1376882,1376210,,ECDH10B_RS06935,0,2.25297335785769
ECDH10B_1351,D,1376892,1377224,1377058,,ECDH10B_RS06940,0,0.826127281562609
ECDH10B_1352,5,1377292,1378719,1378005,cynS,ECDH10B_RS06945,0,0.350946064417148
ECDH10B_1354,cynX,1378725,1379906,1379315,cynX,ECDH10B_RS06955,0,0.339415155103901
ECDH10B_1355,lacA,1380009,1380620,1380314,lacA,ECDH10B_RS06960,1,0.769775159855076
ECDH10B_1356,lacY,1380686,1381939,1381312,lacY,ECDH10B_RS06965,1,0.486712126458708
ECDH10B_1357,lacI,1385095,1386177,1385636,,ECDH10B_RS06975,1,22.378529332646
ECDH10B_1358,mhpR,1386254,1387201,1386727,mhpR,ECDH10B_RS06980,1,10.0762625339955
ECDH10B_1359,mhpA,1387278,1388942,1388110,,ECDH10B_RS06985,0,0.984955162230663
ECDH10B_1360,mhpB,1388944,1389888,1389416,,ECDH10B_RS06990,0,0.498243035771955
ECDH10B_1361,mhpC,1389906,1390772,1390339,,ECDH10B_RS06995,0,1.8904963841273
ECDH10B_1362,tnpX,1391119,1393215,1392167,,ECDH10B_RS07005,1,44.3856556319658
ECDH10B_1363,tnpR,1393231,1393782,1393506,,ECDH10B_RS07010,1,4.08581519541876
ECDH10B_1364,tnpA,1393946,1396954,1395450,,ECDH10B_RS07015,0,41.4025186272125
ECDH10B_1365,kch,1396985,1397689,1397337,,ECDH10B_RS07020,1,1.90202729344055
ECDH10B_1366,yciI,1397989,1398285,1398137,,ECDH10B_RS07025,1,50.3541526623597
ECDH10B_1367,tonB,1398509,1399228,1398868,tonB,ECDH10B_RS07030,0,87.849411262117
ECDH10B_1368,yciA,1399268,1399666,1399467,yciA,ECDH10B_RS07035,1,19.7106341539265
ECDH10B_1369,yciB,1399771,1400310,1400040,,ECDH10B_RS07040,1,84.0579990949929
ECDH10B_1370,yciC,1400340,1401083,1400711,,ECDH10B_RS07045,1,54.5208751373862
ECDH10B_1371,ompW,1401440,1402078,1401759,ompW,ECDH10B_RS07050,0,292.698448574649
ECDH10B_1372,yciE,1402138,1402644,1402391,,ECDH10B_RS07055,1,5.96478067023281
ECDH10B_1373,yciF,1402690,1403190,1402940,,ECDH10B_RS07060,1,2.09414547718964
ECDH10B_1374,yciG,1403276,1403455,1403365,,ECDH10B_RS07065,1,1.67531638175171
ECDH10B_1375,trpA,1403836,1404642,1404239,trpA,ECDH10B_RS07070,1,44.4394029039559
ECDH10B_1376,trpB,1404642,1405835,1405238,trpB,ECDH10B_RS07075,1,70.7040056135345
ECDH10B_1377,trpC,1405847,1407205,1406526,trpCF,ECDH10B_RS07080,1,37.4217840404717
ECDH10B_1378,trpD,1407209,1408804,1408006,trpD,ECDH10B_RS07085,1,8.54694069873986
ECDH10B_1379,trpE,1408804,1410366,1409585,trpE,ECDH10B_RS07090,1,9.21424009963441
ECDH10B_1381,trpH,1410640,1411521,1411080,yciV,ECDH10B_RS07095,0,32.7519906590685
ECDH10B_1382,yciO,1411518,1412138,1411828,,ECDH10B_RS07100,0,57.5421303158252
ECDH10B_1383,yciQ,1412166,1414061,1413113,,ECDH10B_RS07105,0,12.3958164980152
ECDH10B_1384,rluB,1414272,1415147,1414709,rluB,ECDH10B_RS07110,0,184.789938981584
ECDH10B_1385,btuR,1415187,1415777,1415482,cobO,ECDH10B_RS07115,1,35.5428185656576
ECDH10B_1386,yciK,1415774,1416532,1416153,,ECDH10B_RS07120,1,51.9500551037774
ECDH10B_1387,sohB,1416752,1417801,1417276,sohB,ECDH10B_RS07130,0,238.559429845505
ECDH10B_1388,yciN,1417837,1418088,1417962,,ECDH10B_RS07135,1,126.844765606994
ECDH10B_1389,topA,1418468,1421065,1419766,topA,ECDH10B_RS07145,0,726.516546657261
ECDH10B_1390,cysB,1421275,1422249,1421762,cysB,ECDH10B_RS07150,0,159.397014447576
ECDH10B_1391,ymiA,1422544,1422708,1422626,,ECDH10B_RS07155,0,5.6714891523819
ECDH10B_1392,yciX,1422711,1422878,1422794,,ECDH10B_RS07160,0,10.8882540565274
ECDH10B_1393,acnA,1423251,1425926,1424588,acnA,ECDH10B_RS07170,0,173.187689143664
ECDH10B_1394,ribA,1425990,1426580,1426285,ribA,ECDH10B_RS07175,1,157.164498058627
ECDH10B_1395,pgpB,1426750,1427514,1427132,pgpB,ECDH10B_RS07180,0,43.2072798611274
ECDH10B_1396,yciS,1427663,1427971,1427817,lapA,ECDH10B_RS07185,0,31.1265142747308
ECDH10B_1397,yciM,1427978,1429147,1428562,lapB,ECDH10B_RS07190,0,76.2845499162691
ECDH10B_1398,pyrF,1429341,1430078,1429709,pyrF,ECDH10B_RS07195,0,64.2884079696414
ECDH10B_1399,yciH,1430078,1430404,1430241,yciH,ECDH10B_RS07200,0,7.69775159855076
ECDH10B_1400,osmB,1430530,1430748,1430639,osmB,ECDH10B_RS07205,1,20.4060141584673
ECDH10B_1401,yciT,1431017,1431766,1431391,,ECDH10B_RS07210,1,82.7910924098095
ECDH10B_1402,gmr,1432177,1434162,1433169,pdeR,ECDH10B_RS07220,1,22.018657208633
ECDH10B_1403,rnb,1434398,1436332,1435365,rnb,ECDH10B_RS07230,1,356.03840325415
ECDH10B_1404,yciW,1436400,1437527,1436963,,ECDH10B_RS07235,1,5.93149036715177
ECDH10B_1405,fabI,1437671,1438459,1438065,fabI,ECDH10B_RS07240,1,1574.89692190307
ECDH10B_1406,ycjD,1438827,1439180,1439003,,ECDH10B_RS07245,1,4.40347095675487
ECDH10B_1407,sapF,1439248,1440054,1439651,sapF,ECDH10B_RS07250,1,15.6568068367301
ECDH10B_1408,sapD,1440056,1441048,1440552,sapD,ECDH10B_RS07255,1,21.6535753851852
ECDH10B_1409,sapC,1441048,1441938,1441493,sapC,ECDH10B_RS07260,1,9.12459767484584
ECDH10B_1410,sapB,1441925,1442890,1442407,sapB,ECDH10B_RS07265,1,10.1082504122178
ECDH10B_1411,sapA,1442887,1444530,1443708,sapA,ECDH10B_RS07270,1,59.3059776119219
ECDH10B_1412,ymjA,1444843,1445088,1444965,,ECDH10B_RS07280,1,25.8905948265349
ECDH10B_1413,puuP,1445222,1446607,1445914,puuP,ECDH10B_RS07285,1,11.9436970994963
ECDH10B_1414,puuA,1446910,1448328,1447619,,ECDH10B_RS07290,1,26.6860366547339
ECDH10B_1415,puuD,1448540,1449304,1448922,puuD,ECDH10B_RS07295,0,2.75121639362965
ECDH10B_1416,puuR,1449331,1449888,1449609,puuR,ECDH10B_RS07300,0,34.495190071841
ECDH10B_1417,puuC,1450163,1451650,1450906,puuC,ECDH10B_RS07305,0,15.213613497807
ECDH10B_1418,puuB,1451652,1452932,1452292,,ECDH10B_RS07310,0,10.3016710208256
ECDH10B_1419,puuE,1452970,1454235,1453602,,ECDH10B_RS07315,0,9.68942131677987
ECDH10B_1420,pspF,1454355,1455332,1454843,pspF,ECDH10B_RS07320,1,25.2731354230544
ECDH10B_1421,pspA,1455499,1456167,1455833,pspA,ECDH10B_RS07325,0,76.0615553647413
ECDH10B_1422,pspB,1456221,1456445,1456333,pspB,ECDH10B_RS07330,0,0.283063033396367
ECDH10B_1423,pspC,1456445,1456804,1456624,pspC,ECDH10B_RS07335,0,1.25648728631378
ECDH10B_1424,pspD,1456813,1457034,1456923,pspD,ECDH10B_RS07340,0,0.0678830310207802
ECDH10B_1425,pspE,1457109,1457423,1457266,pspE,ECDH10B_RS07345,0,150.09535494404
ECDH10B_1426,ycjM,1457636,1459315,1458475,,ECDH10B_RS07350,0,0.746713341228583
ECDH10B_1427,ycjN,1459329,1460621,1459975,,ECDH10B_RS07355,0,0.690361219521049
ECDH10B_1428,ycjO,1460642,1461523,1461082,,ECDH10B_RS07360,0,0.271532124083121
ECDH10B_1429,ycjP,1461510,1462352,1461931,,ECDH10B_RS07365,0,0.418829095437928
ECDH10B_1430,ycjQ,1462383,1463435,1462909,,ECDH10B_RS07370,0,1.59590244141768
ECDH10B_1431,ycjR,1463454,1464242,1463848,,ECDH10B_RS07375,0,1.51648850108366
ECDH10B_1432,ycjS,1464252,1465307,1464779,,ECDH10B_RS07380,0,0.758244250541829
ECDH10B_1433,ycjT,1465304,1467571,1466437,ycjT,ECDH10B_RS07385,0,2.908741849439
ECDH10B_1434,ycjU,1467568,1468227,1467897,pgmB,ECDH10B_RS07390,0,0.203649093062341
ECDH10B_1436,ycjV,1468241,1469322,1468781,,ECDH10B_RS07395,0,1.83414426241977
ECDH10B_1438,ompG,1469367,1470272,1469819,ompG,ECDH10B_RS07400,0,0.350946064417148
ECDH10B_1439,ycjW,1470383,1471381,1470882,,ECDH10B_RS07405,1,11.9654564932641
ECDH10B_1440,ycjX,1471537,1472934,1472235,,ECDH10B_RS07410,0,85.3049875784656
ECDH10B_1441,ycjF,1472931,1473992,1473461,,ECDH10B_RS07415,0,21.7162487167712
ECDH10B_1442,tyrR,1474140,1475681,1474910,tyrR,ECDH10B_RS07420,0,230.686300671953
ECDH10B_1443,tpx,1475725,1476231,1475978,tpx,ECDH10B_RS07425,1,941.990502280219
ECDH10B_1444,ycjG,1476350,1477315,1476832,ycjG,ECDH10B_RS07430,0,59.5377073086305
ECDH10B_1445,mpaA,1477290,1478018,1477654,mpaA,ECDH10B_RS07435,1,32.9260658092109
ECDH10B_1446,ymjC,1478145,1478282,1478213,,ECDH10B_RS07440,1,0.13576606204156
ECDH10B_1447,ycjY,1478353,1479273,1478813,,ECDH10B_RS07445,1,2.20684972060471
ECDH10B_1448,ycjZ,1479411,1480310,1479860,,ECDH10B_RS07450,0,11.601677094675
ECDH10B_1449,mppA,1480647,1482260,1481453,,ECDH10B_RS07460,0,117.083935813447
ECDH10B_1450,ynaI,1482311,1483342,1482826,ynaI,ECDH10B_RS07465,1,25.5100748191978
ECDH10B_1451,insH-4,1483496,1484512,1484004,,ECDH10B_RS07470,0,5.04901096388163
ECDH10B_1452,ynaJ,1484785,1485042,1484913,,ECDH10B_RS07475,0,116.193450946609
ECDH10B_1453,uspE,1485092,1486042,1485567,uspE,ECDH10B_RS07480,1,475.218100846382
ECDH10B_1454,fnr,1486194,1486946,1486570,,ECDH10B_RS07485,1,736.158889764712
ECDH10B_1455,ogt,1487141,1487656,1487398,ogt,ECDH10B_RS07490,1,17.8277614045364
ECDH10B_1456,abgT,1487667,1489193,1488430,abgT,ECDH10B_RS07495,1,3.2712188231694
ECDH10B_1457,abgB,1489230,1490675,1489952,,ECDH10B_RS07505,1,2.24144244854445
ECDH10B_1458,abgA,1490675,1491985,1491330,,ECDH10B_RS07510,1,4.75441702117201
ECDH10B_1459,abgR,1492161,1493069,1492615,,ECDH10B_RS07515,0,23.9961911678315
ECDH10B_1461,ydaL,1493399,1493962,1493680,smrA,ECDH10B_RS07525,0,19.5465965738237
ECDH10B_1462,ydaM,1493983,1495215,1494599,dgcM,ECDH10B_RS07530,1,22.0865402396538
ECDH10B_1463,zntB,1495470,1496453,1495961,zntB,ECDH10B_RS07535,0,39.2968422407096
ECDH10B_1464,dbpA,1496931,1498304,1497617,dbpA,ECDH10B_RS07545,0,46.846185357462
ECDH10B_1465,ttcA,1498433,1499368,1498900,ttcA,ECDH10B_RS07550,1,155.520439873484
ECDH10B_1466,intR,1499420,1500655,1500037,,ECDH10B_RS24040,1,3.18157639838082
ECDH10B_1467,ydaQ,1500657,1500872,1500764,xisR,ECDH10B_RS07560,1,0.215180002375587
ECDH10B_1468,ydaC,1500951,1501160,1501055,rcbA,ECDH10B_RS07565,1,0.0678830310207802
ECDH10B_1469,lar,1501153,1501347,1501250,ralR,ECDH10B_RS07570,1,0
