Locus_tag,gene_id,GSE98890_1,GSE98890_2,gbk_start,gbk_end,gbk_midpoint,gbk_gene_id,gbk_locus_tag,gbk_strand
ECDH10B_1198,potA,737,937,1239126,1240262,1239694,potA,ECDH10B_RS06175,1
ECDH10B_1199,pepT,299,2737,1240512,1241738,1241125,pepT,ECDH10B_RS06185,0
ECDH10B_1200,ycfD,814,2287,1241787,1242908,1242347,,ECDH10B_RS06190,1
ECDH10B_1201,phoQ,170,418,1242984,1244444,1243714,phoQ,ECDH10B_RS06195,1
ECDH10B_1202,phoP,158,790,1244444,1245115,1244779,phoP,ECDH10B_RS06200,1
ECDH10B_1203,purB,1005,2549,1245284,1246654,1245969,purB,ECDH10B_RS06205,1
ECDH10B_1204,hflD,244,554,1246658,1247299,1246978,hflD,ECDH10B_RS06210,1
ECDH10B_1205,mnmA,604,1124,1247335,1248441,1247888,mnmA,ECDH10B_RS06215,1
ECDH10B_1206,nudJ,34,55,1248495,1248956,1248725,nudJ,ECDH10B_RS06220,1
ECDH10B_1207,rluE,82,116,1248966,1249619,1249292,rluE,ECDH10B_RS06225,1
ECDH10B_1208,icd,7403,24212,1249791,1251041,1250416,icd,ECDH10B_RS06230,0
ECDH10B_1209,elbA,5,14,1251144,1251467,1251305,iraM,ECDH10B_RS06235,1
ECDH10B_1210,ycgX,6,24,1252167,1252571,1252369,,ECDH10B_RS06245,1
ECDH10B_1211,ycgE,161,611,1252792,1253523,1253157,,ECDH10B_RS06250,1
ECDH10B_1212,ycgF,89,133,1253728,1254939,1254333,bluF,ECDH10B_RS06255,1
ECDH10B_1213,ycgZ,2,3,1255253,1255489,1255371,,ECDH10B_RS06260,0
ECDH10B_1214,ymgA,1,3,1255532,1255804,1255668,,ECDH10B_RS06265,0
ECDH10B_1215,ymgB,2,3,1255833,1256099,1255966,ariR,ECDH10B_RS06270,0
ECDH10B_1216,ymgC,2,3,1256212,1256460,1256336,,ECDH10B_RS06275,0
ECDH10B_1217,ycgG,2,5,1256792,1258315,1257553,,ECDH10B_RS06280,0
ECDH10B_1218,ymgF,10,22,1258447,1258665,1258556,,ECDH10B_RS06285,0
ECDH10B_1222,ymgD,15,55,1261769,1262104,1261936,,ECDH10B_RS06300,1
ECDH10B_1223,ymgG,8,19,1262108,1262392,1262250,,ECDH10B_RS06305,1
ECDH10B_1224,ymgI,0,0,1262454,1262627,1262540,,ECDH10B_RS06310,1
ECDH10B_1225,ymgJ,4,1,1262728,1262913,1262820,,ECDH10B_RS23960,0
ECDH10B_1226,ycgI,3,1,1263028,1263371,1263199,,ECDH10B_RS06315,0
ECDH10B_1227,minE,42,197,1263743,1264009,1263876,minE,ECDH10B_RS06320,1
ECDH10B_1228,minD,526,1844,1264013,1264825,1264419,minD,ECDH10B_RS06325,1
ECDH10B_1229,minC,385,899,1264849,1265544,1265196,minC,ECDH10B_RS06330,1
ECDH10B_1230,ycgJ,64,192,1266064,1266432,1266248,,ECDH10B_RS06335,0
ECDH10B_1231,ycgK,13,83,1266535,1266936,1266735,,ECDH10B_RS06340,1
ECDH10B_1232,ycgL,42,172,1267178,1267471,1267324,,ECDH10B_RS06350,0
ECDH10B_1233,ycgM,144,531,1267543,1268202,1267872,,ECDH10B_RS06355,0
ECDH10B_1234,ycgN,41,109,1268279,1268740,1268509,,ECDH10B_RS06360,0
ECDH10B_1235,hlyE,2,18,1268947,1269858,1269402,hlyE,ECDH10B_RS06365,1
ECDH10B_1236,umuD,2,6,1270231,1270650,1270440,umuD,ECDH10B_RS06370,0
ECDH10B_1237,umuC,6,29,1270650,1271918,1271284,umuC,ECDH10B_RS06375,0
ECDH10B_1238,dsbB,142,704,1271964,1272494,1272229,dsbB,ECDH10B_RS06380,1
ECDH10B_1239,nhaB,296,951,1272640,1274181,1273410,nhaB,ECDH10B_RS06385,1
ECDH10B_1240,fadR,611,1261,1274402,1275121,1274761,fadR,ECDH10B_RS06390,0
ECDH10B_1241,ycgB,94,306,1275173,1276705,1275939,,ECDH10B_RS06395,1
ECDH10B_1242,dadA,1080,3381,1277035,1278333,1277684,,ECDH10B_RS06400,0
ECDH10B_1243,dadX,814,1542,1278343,1279413,1278878,dadX,ECDH10B_RS06405,0
ECDH10B_1244,cvrA,132,340,1279799,1281535,1280667,,ECDH10B_RS06410,1
ECDH10B_1245,ldcA,111,360,1281630,1282544,1282087,ldcA,ECDH10B_RS06415,1
ECDH10B_1246,emtA,128,257,1282644,1283255,1282949,emtA,ECDH10B_RS06420,0
ECDH10B_1247,ycgR,2,4,1283257,1283991,1283624,,ECDH10B_RS06425,1
ECDH10B_1248,ymgE,4,18,1284192,1284446,1284319,,ECDH10B_RS06430,0
ECDH10B_1249,ycgY,1,13,1284624,1285064,1284844,,ECDH10B_RS06435,0
ECDH10B_1250,treA,56,144,1285143,1286840,1285991,,ECDH10B_RS06440,1
ECDH10B_1251,dhaM,1137,4217,1287160,1288578,1287869,dhaM,ECDH10B_RS06445,1
ECDH10B_1252,dhaL,363,1598,1288589,1289221,1288905,dhaL,ECDH10B_RS06450,1
ECDH10B_1253,dhaK,911,3703,1289232,1290302,1289767,dhaK,ECDH10B_RS06455,1
ECDH10B_1254,dhaR,46,163,1290521,1292449,1291485,dhaR,ECDH10B_RS06460,0
ECDH10B_1255,ycgV,38,136,1292549,1295416,1293982,,ECDH10B_RS06465,1
ECDH10B_1256,ychF,1173,2830,1296185,1297276,1296730,ychF,ECDH10B_RS06475,1
ECDH10B_1257,pth,105,218,1297393,1297977,1297685,pth,ECDH10B_RS06480,1
ECDH10B_1258,ychH,534,4665,1298255,1298533,1298394,ychH,ECDH10B_RS06485,0
ECDH10B_1259,ychM,304,576,1298588,1300267,1299427,dauA,ECDH10B_RS06490,1
ECDH10B_1260,prsA,1981,4907,1300392,1301339,1300865,,ECDH10B_RS06495,1
ECDH10B_1261,ipk,312,746,1301490,1302341,1301915,ispE,ECDH10B_RS06500,1
ECDH10B_1262,lolB,168,503,1302341,1302964,1302652,lolB,ECDH10B_RS06505,1
ECDH10B_1263,hemA,284,625,1303178,1304434,1303806,hemA,ECDH10B_RS06510,0
ECDH10B_1264,prfA,257,658,1304476,1305558,1305017,prfA,ECDH10B_RS06515,0
ECDH10B_1265,prmC,92,138,1305558,1306391,1305974,prmC,ECDH10B_RS06520,0
ECDH10B_1266,ychQ,15,11,1306388,1306780,1306584,,ECDH10B_RS06525,0
ECDH10B_1267,ychA,140,316,1306784,1307593,1307188,,ECDH10B_RS06530,0
ECDH10B_1268,kdsA,723,2279,1307629,1308483,1308056,kdsA,ECDH10B_RS06535,0
ECDH10B_1269,ldrA,0,5,1308632,1308739,1308685,,ECDH10B_RS06540,1
ECDH10B_1271,ldrB,0,4,1309167,1309274,1309220,,ECDH10B_RS06545,1
ECDH10B_1273,ldrC,2,7,1309702,1309809,1309755,,ECDH10B_RS06550,1
ECDH10B_1275,chaA,184,500,1310213,1311313,1310763,chaA,ECDH10B_RS06555,1
ECDH10B_1276,chaB,15,23,1311583,1311813,1311698,chaB,ECDH10B_RS06560,0
ECDH10B_1277,chaC,47,186,1311971,1312666,1312318,,ECDH10B_RS06565,0
ECDH10B_1278,ychN,183,1024,1312710,1313063,1312886,ychN,ECDH10B_RS06570,1
ECDH10B_1279,ychO,36,118,1313248,1314642,1313945,ychO,ECDH10B_RS06575,0
ECDH10B_1280,narL,70,243,1314643,1315293,1314968,narL,ECDH10B_RS06580,1
ECDH10B_1281,narX,66,249,1315286,1317082,1316184,narX,ECDH10B_RS06585,1
ECDH10B_1282,narK,34,413,1317421,1318812,1318116,narK,ECDH10B_RS06595,0
ECDH10B_1283,narG,114,3412,1319328,1323071,1321199,,ECDH10B_RS06600,0
ECDH10B_1284,narH,20,512,1323068,1324606,1323837,narH,ECDH10B_RS06605,0
ECDH10B_1285,narJ,1,77,1324603,1325313,1324958,narJ,ECDH10B_RS06610,0
ECDH10B_1286,narI,3,73,1325313,1325990,1325651,narI,ECDH10B_RS06615,0
ECDH10B_1288,rttR,1,2,1326530,1326661,1326595,,ECDH10B_RS23360,1
ECDH10B_1290,tyrV,11,42,1326708,1326792,1326750,,ECDH10B_RS06625,1
ECDH10B_1291,tyrT,23,89,1327002,1327086,1327044,,ECDH10B_RS06630,1
ECDH10B_1292,purU,494,1326,1327246,1328088,1327667,purU,ECDH10B_RS06635,1
ECDH10B_1293,ychJ,121,342,1328138,1328596,1328367,,ECDH10B_RS06640,1
ECDH10B_1294,rssA,231,496,1328709,1329614,1329161,rssA,ECDH10B_RS06645,0
ECDH10B_1295,rssB,161,330,1329706,1330719,1330212,rssB,ECDH10B_RS06650,0
ECDH10B_1296,galU,734,2197,1330921,1331829,1331375,galU,ECDH10B_RS06655,0
ECDH10B_1297,hns,3614,15374,1331973,1332386,1332179,hns,ECDH10B_RS06660,1
ECDH10B_1298,tdk,71,132,1332991,1333608,1333299,tdk,ECDH10B_RS06665,0
ECDH10B_1300,insZ,37,82,1333890,1334786,1334338,,ECDH10B_RS06670,1
ECDH10B_1302,adhE,18737,99081,1334910,1337585,1336247,adhE,ECDH10B_RS06680,1
ECDH10B_1303,ychE,121,444,1338062,1338709,1338385,ychE,ECDH10B_RS06685,0
ECDH10B_1305,oppA,19916,68934,1340224,1341855,1341039,oppA,ECDH10B_RS06695,0
ECDH10B_1306,oppB,877,1372,1341941,1342861,1342401,oppB,ECDH10B_RS06700,0
ECDH10B_1307,oppC,1426,1920,1342876,1343784,1343330,oppC,ECDH10B_RS06705,0
ECDH10B_1308,oppD,2043,2473,1343796,1344809,1344302,oppD,ECDH10B_RS06710,0
ECDH10B_1309,oppF,2060,4580,1344806,1345810,1345308,oppF,ECDH10B_RS06715,0
ECDH10B_1310,yciU,18,74,1345863,1346192,1346027,,ECDH10B_RS06720,1
ECDH10B_1311,cls,216,559,1346227,1347687,1346957,cls,ECDH10B_RS06725,1
ECDH10B_1312,kch,26,87,1348058,1349311,1348684,kch,ECDH10B_RS06735,1
ECDH10B_1313,int,38,99,1349816,1351009,1350412,,ECDH10B_RS06740,0
ECDH10B_1315,ECDH10B_1315,0,0,1351245,1351484,1351364,,ECDH10B_RS06750,1
ECDH10B_1316,ECDH10B_1316,5,9,1351487,1352336,1351911,,ECDH10B_RS06755,1
ECDH10B_1317,ECDH10B_1317,6,8,1352518,1352946,1352732,,ECDH10B_RS06765,1
ECDH10B_1318,exo,5,8,1352943,1353623,1353283,,ECDH10B_RS06770,1
ECDH10B_1319,bet,14,19,1353620,1354537,1354078,,ECDH10B_RS06775,1
ECDH10B_1320,ECDH10B_1320,0,0,1354547,1354828,1354687,gamL,ECDH10B_RS06780,1
ECDH10B_1321,ECDH10B_1321,10,21,1354836,1355804,1355320,,ECDH10B_RS06785,1
ECDH10B_1322,ECDH10B_1322,3,13,1355909,1356745,1356327,,ECDH10B_RS06790,1
ECDH10B_1323,kil,0,0,1356756,1356965,1356860,,ECDH10B_RS06795,1
ECDH10B_1325,ECDH10B_1325,0,0,1357122,1357331,1357226,,ECDH10B_RS06800,1
ECDH10B_1326,N,1,5,1357487,1357780,1357633,,ECDH10B_RS06805,1
ECDH10B_1327,40,355,1480,1358581,1359447,1359014,,ECDH10B_RS06815,1
ECDH10B_1328,cI,321,1364,1359584,1360348,1359966,,ECDH10B_RS06820,1
ECDH10B_1329,30,0,3,1360412,1360633,1360522,,ECDH10B_RS06825,0
ECDH10B_1330,cII,2,0,1360664,1361206,1360935,,ECDH10B_RS06830,0
ECDH10B_1331,ECDH10B_1331,2,8,1361292,1362200,1361746,,ECDH10B_RS06835,0
ECDH10B_1332,P,3,9,1362197,1362886,1362541,,ECDH10B_RS06840,0
ECDH10B_1333,ECDH10B_1333,17,28,1362950,>1363534,1363242,,ECDH10B_RS06845,0
ECDH10B_1334,ECDH10B_1334,6,38,1363890,1364345,1364117,,ECDH10B_RS06850,0
ECDH10B_1335,ECDH10B_1335,7,9,1364512,1365180,1364846,,ECDH10B_RS06860,0
ECDH10B_1336,rap,5,14,1365173,1365814,1365493,,ECDH10B_RS06865,0
ECDH10B_1337,17,7,23,1366130,1366939,1366534,,ECDH10B_RS06875,0
ECDH10B_1338,18,0,0,1367418,1367642,1367530,,ECDH10B_RS06880,0
ECDH10B_1339,19,0,1,1367620,1368114,1367867,,ECDH10B_RS06885,0
ECDH10B_1340,Rz,0,0,1368111,1368569,1368340,,ECDH10B_RS06890,0
ECDH10B_1342,rha,1,1,1368768,1369286,1369027,,ECDH10B_RS06895,0
ECDH10B_1343,ECDH10B_1343,240,1170,1369358,1369954,1369656,,ECDH10B_RS06900,1
ECDH10B_1345,ECDH10B_1345,1,8,1370345,1371073,1370709,,ECDH10B_RS06910,0
ECDH10B_1346,Nu1,2,2,1371321,1371866,1371593,,ECDH10B_RS06915,0
ECDH10B_1347,2,4,16,1371841,1373763,1372802,,ECDH10B_RS06920,0
ECDH10B_1348,W,0,0,1373763,1373969,1373866,,ECDH10B_RS06925,0
ECDH10B_1349,B,13,29,1373966,1375558,1374762,,ECDH10B_RS06930,0
ECDH10B_1350,C,7,11,1375539,1376882,1376210,,ECDH10B_RS06935,0
ECDH10B_1351,D,1,9,1376892,1377224,1377058,,ECDH10B_RS06940,0
ECDH10B_1352,5,1,2,1377292,1378719,1378005,cynS,ECDH10B_RS06945,0
ECDH10B_1354,cynX,0,5,1378725,1379906,1379315,cynX,ECDH10B_RS06955,0
ECDH10B_1355,lacA,2,5,1380009,1380620,1380314,lacA,ECDH10B_RS06960,1
ECDH10B_1356,lacY,1,4,1380686,1381939,1381312,lacY,ECDH10B_RS06965,1
ECDH10B_1357,lacI,51,168,1385095,1386177,1385636,,ECDH10B_RS06975,1
ECDH10B_1358,mhpR,32,47,1386254,1387201,1386727,mhpR,ECDH10B_RS06980,1
ECDH10B_1359,mhpA,3,5,1387278,1388942,1388110,,ECDH10B_RS06985,0
ECDH10B_1360,mhpB,2,1,1388944,1389888,1389416,,ECDH10B_RS06990,0
ECDH10B_1361,mhpC,5,12,1389906,1390772,1390339,,ECDH10B_RS06995,0
ECDH10B_1362,tnpX,111,302,1391119,1393215,1392167,,ECDH10B_RS07005,1
ECDH10B_1363,tnpR,7,38,1393231,1393782,1393506,,ECDH10B_RS07010,1
ECDH10B_1364,tnpA,76,369,1393946,1396954,1395450,,ECDH10B_RS07015,0
ECDH10B_1365,kch,6,9,1396985,1397689,1397337,,ECDH10B_RS07020,1
ECDH10B_1366,yciI,87,466,1397989,1398285,1398137,,ECDH10B_RS07025,1
ECDH10B_1367,tonB,301,340,1398509,1399228,1398868,tonB,ECDH10B_RS07030,0
ECDH10B_1368,yciA,61,97,1399268,1399666,1399467,yciA,ECDH10B_RS07035,1
ECDH10B_1369,yciB,243,468,1399771,1400310,1400040,,ECDH10B_RS07040,1
ECDH10B_1370,yciC,154,315,1400340,1401083,1400711,,ECDH10B_RS07045,1
ECDH10B_1371,ompW,252,3513,1401440,1402078,1401759,ompW,ECDH10B_RS07050,0
ECDH10B_1372,yciE,11,53,1402138,1402644,1402391,,ECDH10B_RS07055,1
ECDH10B_1373,yciF,5,15,1402690,1403190,1402940,,ECDH10B_RS07060,1
ECDH10B_1374,yciG,4,12,1403276,1403455,1403365,,ECDH10B_RS07065,1
ECDH10B_1375,trpA,98,344,1403836,1404642,1404239,trpA,ECDH10B_RS07070,1
ECDH10B_1376,trpB,174,490,1404642,1405835,1405238,trpB,ECDH10B_RS07075,1
ECDH10B_1377,trpC,84,285,1405847,1407205,1406526,trpCF,ECDH10B_RS07080,1
ECDH10B_1378,trpD,23,53,1407209,1408804,1408006,trpD,ECDH10B_RS07085,1
ECDH10B_1379,trpE,22,66,1408804,1410366,1409585,trpE,ECDH10B_RS07090,1
ECDH10B_1381,trpH,97,175,1410640,1411521,1411080,yciV,ECDH10B_RS07095,0
ECDH10B_1382,yciO,104,518,1411518,1412138,1411828,,ECDH10B_RS07100,0
ECDH10B_1383,yciQ,33,78,1412166,1414061,1413113,,ECDH10B_RS07105,0
ECDH10B_1384,rluB,578,890,1414272,1415147,1414709,rluB,ECDH10B_RS07110,0
ECDH10B_1385,btuR,80,270,1415187,1415777,1415482,cobO,ECDH10B_RS07115,1
ECDH10B_1386,yciK,90,480,1415774,1416532,1416153,,ECDH10B_RS07120,1
ECDH10B_1387,sohB,502,1923,1416752,1417801,1417276,sohB,ECDH10B_RS07130,0
ECDH10B_1388,yciN,233,1130,1417837,1418088,1417962,,ECDH10B_RS07135,1
ECDH10B_1389,topA,1869,4778,1418468,1421065,1419766,topA,ECDH10B_RS07145,0
ECDH10B_1390,cysB,348,1245,1421275,1422249,1421762,cysB,ECDH10B_RS07150,0
ECDH10B_1391,ymiA,15,36,1422544,1422708,1422626,,ECDH10B_RS07155,0
ECDH10B_1392,yciX,20,97,1422711,1422878,1422794,,ECDH10B_RS07160,0
ECDH10B_1393,acnA,396,1296,1423251,1425926,1424588,acnA,ECDH10B_RS07170,0
ECDH10B_1394,ribA,331,1266,1425990,1426580,1426285,ribA,ECDH10B_RS07175,1
ECDH10B_1395,pgpB,103,310,1426750,1427514,1427132,pgpB,ECDH10B_RS07180,0
ECDH10B_1396,yciS,62,262,1427663,1427971,1427817,lapA,ECDH10B_RS07185,0
ECDH10B_1397,yciM,187,531,1427978,1429147,1428562,lapB,ECDH10B_RS07190,0
ECDH10B_1398,pyrF,171,405,1429341,1430078,1429709,pyrF,ECDH10B_RS07195,0
ECDH10B_1399,yciH,20,50,1430078,1430404,1430241,yciH,ECDH10B_RS07200,0
ECDH10B_1400,osmB,33,196,1430530,1430748,1430639,osmB,ECDH10B_RS07205,1
ECDH10B_1401,yciT,192,611,1431017,1431766,1431391,,ECDH10B_RS07210,1
ECDH10B_1402,gmr,61,131,1432177,1434162,1433169,pdeR,ECDH10B_RS07220,1
ECDH10B_1403,rnb,953,2224,1434398,1436332,1435365,rnb,ECDH10B_RS07230,1
ECDH10B_1404,yciW,14,43,1436400,1437527,1436963,,ECDH10B_RS07235,1
ECDH10B_1405,fabI,4010,10489,1437671,1438459,1438065,fabI,ECDH10B_RS07240,1
ECDH10B_1406,ycjD,11,30,1438827,1439180,1439003,,ECDH10B_RS07245,1
ECDH10B_1407,sapF,45,88,1439248,1440054,1439651,sapF,ECDH10B_RS07250,1
ECDH10B_1408,sapD,47,170,1440056,1441048,1440552,sapD,ECDH10B_RS07255,1
ECDH10B_1409,sapC,26,52,1441048,1441938,1441493,sapC,ECDH10B_RS07260,1
ECDH10B_1410,sapB,23,76,1441925,1442890,1442407,sapB,ECDH10B_RS07265,1
ECDH10B_1411,sapA,151,395,1442887,1444530,1443708,sapA,ECDH10B_RS07270,1
ECDH10B_1412,ymjA,73,150,1444843,1445088,1444965,,ECDH10B_RS07280,1
ECDH10B_1413,puuP,35,65,1445222,1446607,1445914,puuP,ECDH10B_RS07285,1
ECDH10B_1414,puuA,89,111,1446910,1448328,1447619,,ECDH10B_RS07290,1
ECDH10B_1415,puuD,9,12,1448540,1449304,1448922,puuD,ECDH10B_RS07295,0
ECDH10B_1416,puuR,101,188,1449331,1449888,1449609,puuR,ECDH10B_RS07300,0
ECDH10B_1417,puuC,36,110,1450163,1451650,1450906,puuC,ECDH10B_RS07305,0
ECDH10B_1418,puuB,28,63,1451652,1452932,1452292,,ECDH10B_RS07310,0
ECDH10B_1419,puuE,22,73,1452970,1454235,1453602,,ECDH10B_RS07315,0
ECDH10B_1420,pspF,43,236,1454355,1455332,1454843,pspF,ECDH10B_RS07320,1
ECDH10B_1421,pspA,150,645,1455499,1456167,1455833,pspA,ECDH10B_RS07325,0
ECDH10B_1422,pspB,1,1,1456221,1456445,1456333,pspB,ECDH10B_RS07330,0
ECDH10B_1423,pspC,3,9,1456445,1456804,1456624,pspC,ECDH10B_RS07335,0
ECDH10B_1424,pspD,0,1,1456813,1457034,1456923,pspD,ECDH10B_RS07340,0
ECDH10B_1425,pspE,236,1463,1457109,1457423,1457266,pspE,ECDH10B_RS07345,0
ECDH10B_1426,ycjM,0,11,1457636,1459315,1458475,,ECDH10B_RS07350,0
ECDH10B_1427,ycjN,1,7,1459329,1460621,1459975,,ECDH10B_RS07355,0
ECDH10B_1428,ycjO,0,4,1460642,1461523,1461082,,ECDH10B_RS07360,0
ECDH10B_1429,ycjP,1,3,1461510,1462352,1461931,,ECDH10B_RS07365,0
ECDH10B_1430,ycjQ,3,14,1462383,1463435,1462909,,ECDH10B_RS07370,0
ECDH10B_1431,ycjR,2,16,1463454,1464242,1463848,,ECDH10B_RS07375,0
ECDH10B_1432,ycjS,1,8,1464252,1465307,1464779,,ECDH10B_RS07380,0
ECDH10B_1433,ycjT,5,27,1465304,1467571,1466437,ycjT,ECDH10B_RS07385,0
ECDH10B_1434,ycjU,0,3,1467568,1468227,1467897,pgmB,ECDH10B_RS07390,0
ECDH10B_1436,ycjV,6,8,1468241,1469322,1468781,,ECDH10B_RS07395,0
ECDH10B_1438,ompG,1,2,1469367,1470272,1469819,ompG,ECDH10B_RS07400,0
ECDH10B_1439,ycjW,31,78,1470383,1471381,1470882,,ECDH10B_RS07405,1
ECDH10B_1440,ycjX,98,946,1471537,1472934,1472235,,ECDH10B_RS07410,0
ECDH10B_1441,ycjF,23,247,1472931,1473992,1473461,,ECDH10B_RS07415,0
ECDH10B_1442,tyrR,508,1788,1474140,1475681,1474910,tyrR,ECDH10B_RS07420,0
ECDH10B_1443,tpx,1982,7594,1475725,1476231,1475978,tpx,ECDH10B_RS07425,1
ECDH10B_1444,ycjG,124,484,1476350,1477315,1476832,ycjG,ECDH10B_RS07430,0
ECDH10B_1445,mpaA,65,279,1477290,1478018,1477654,mpaA,ECDH10B_RS07435,1
ECDH10B_1446,ymjC,0,2,1478145,1478282,1478213,,ECDH10B_RS07440,1
ECDH10B_1447,ycjY,3,23,1478353,1479273,1478813,,ECDH10B_RS07445,1
ECDH10B_1448,ycjZ,23,98,1479411,1480310,1479860,,ECDH10B_RS07450,0
ECDH10B_1449,mppA,299,777,1480647,1482260,1481453,,ECDH10B_RS07460,0
ECDH10B_1450,ynaI,40,249,1482311,1483342,1482826,ynaI,ECDH10B_RS07465,1
ECDH10B_1451,insH-4,14,30,1483496,1484512,1484004,,ECDH10B_RS07470,0
ECDH10B_1452,ynaJ,210,1046,1484785,1485042,1484913,,ECDH10B_RS07475,0
ECDH10B_1453,uspE,639,4975,1485092,1486042,1485567,uspE,ECDH10B_RS07480,1
ECDH10B_1454,fnr,1622,5703,1486194,1486946,1486570,,ECDH10B_RS07485,1
ECDH10B_1455,ogt,39,139,1487141,1487656,1487398,ogt,ECDH10B_RS07490,1
ECDH10B_1456,abgT,7,26,1487667,1489193,1488430,abgT,ECDH10B_RS07495,1
ECDH10B_1457,abgB,6,14,1489230,1490675,1489952,,ECDH10B_RS07505,1
ECDH10B_1458,abgA,12,32,1490675,1491985,1491330,,ECDH10B_RS07510,1
ECDH10B_1459,abgR,50,195,1492161,1493069,1492615,,ECDH10B_RS07515,0
ECDH10B_1461,ydaL,35,177,1493399,1493962,1493680,smrA,ECDH10B_RS07525,0
ECDH10B_1462,ydaM,61,132,1493983,1495215,1494599,dgcM,ECDH10B_RS07530,1
ECDH10B_1463,zntB,70,357,1495470,1496453,1495961,zntB,ECDH10B_RS07535,0
ECDH10B_1464,dbpA,136,259,1496931,1498304,1497617,dbpA,ECDH10B_RS07545,0
ECDH10B_1465,ttcA,471,798,1498433,1499368,1498900,ttcA,ECDH10B_RS07550,1
ECDH10B_1466,intR,11,12,1499420,1500655,1500037,,ECDH10B_RS24040,1
ECDH10B_1467,ydaQ,1,0,1500657,1500872,1500764,xisR,ECDH10B_RS07560,1
ECDH10B_1468,ydaC,0,1,1500951,1501160,1501055,rcbA,ECDH10B_RS07565,1
ECDH10B_1469,lar,0,0,1501153,1501347,1501250,ralR,ECDH10B_RS07570,1
ECDH10B_1470,recT,3,27,1501404,1502213,1501808,recT,ECDH10B_RS07575,1
ECDH10B_1471,recE,18,33,1502206,1504806,1503506,recE,ECDH10B_RS07580,1
ECDH10B_1472,racC,1,4,1504908,1505183,1505045,,ECDH10B_RS07585,1
ECDH10B_1473,ydaE,0,0,1505258,1505428,1505343,,ECDH10B_RS07590,1
ECDH10B_1474,kil,0,0,1505428,1505649,1505538,kilR,ECDH10B_RS07595,1
ECDH10B_1475,sieB,0,8,1506091,1506579,1506335,,ECDH10B_RS07600,0
ECDH10B_1476,ydaF,3,15,1506576,1506731,1506653,,ECDH10B_RS23285,1
ECDH10B_1478,racR,162,680,1507185,1507661,1507423,racR,ECDH10B_RS07605,1
ECDH10B_1479,ydaS,4,13,1507785,1508081,1507933,ydaS,ECDH10B_RS07610,0
ECDH10B_1480,ydaT,2,2,1508104,1508526,1508315,,ECDH10B_RS07615,0
ECDH10B_1481,ydaU,9,24,1508539,1509396,1508967,,ECDH10B_RS07620,0
ECDH10B_1482,ydaV,3,8,1509403,1510149,1509776,,ECDH10B_RS07625,0
ECDH10B_1483,ydaW,3,13,1510172,1510732,1510452,,ECDH10B_RS07630,0
ECDH10B_1485,rzoR,0,0,1510820,1511005,1510912,rzoD,ECDH10B_RS25465,0
ECDH10B_1486,trkG,35,89,1511202,1512659,1511930,,ECDH10B_RS07640,0
ECDH10B_1487,ynaK,1,0,1512797,1513060,1512928,,ECDH10B_RS07645,0
ECDH10B_1488,ydaY,4,5,1513041,1513400,1513220,,ECDH10B_RS07650,0
ECDH10B_1489,ynaA,2,8,1513874,>1514806,1514340,,ECDH10B_RS07660,0
ECDH10B_1492,insH-5,57,204,1515166,1516146,1515656,,ECDH10B_RS07670,1
ECDH10B_1494,stfR,9,30,1516469,1519831,1518150,,ECDH10B_RS24065,0
ECDH10B_1495,tfaR,1,3,1519831,1520406,1520118,,ECDH10B_RS07695,0
ECDH10B_1496,pinR,20,76,1520504,1521094,1520799,,ECDH10B_RS07700,1
ECDH10B_1497,ynaE,2,13,1521411,1521644,1521527,ydfK,ECDH10B_RS07705,1
ECDH10B_1499,uspF,64,1244,1523804,1524238,1524021,uspF,ECDH10B_RS07715,1
ECDH10B_1500,ompN,0,8,1524379,1525512,1524945,ompN,ECDH10B_RS07720,1
ECDH10B_1502,ydbK,724,4127,1525879,1529403,1527641,nifJ,ECDH10B_RS07725,1
ECDH10B_1503,ydbJ,137,691,1529677,1529943,1529810,,ECDH10B_RS07730,0
ECDH10B_1504,hslJ,58,213,1529940,1530362,1530151,hslJ,ECDH10B_RS07735,1
ECDH10B_1505,ldhA,194,1420,1530473,1531462,1530967,ldhA,ECDH10B_RS07740,1
ECDH10B_1506,ydbH,99,253,1531670,1534309,1532989,,ECDH10B_RS07745,0
ECDH10B_1507,ynbE,0,0,1534306,1534491,1534398,,ECDH10B_RS07750,0
ECDH10B_1508,ydbL,5,22,1534499,1534825,1534662,,ECDH10B_RS07755,0
ECDH10B_1509,feaR,15,36,1534997,1535902,1535449,feaR,ECDH10B_RS07760,1
ECDH10B_1510,feaB,28,118,1536138,1537637,1536887,,ECDH10B_RS07765,0
ECDH10B_1511,tynA,8,43,1537695,1539968,1538831,tynA,ECDH10B_RS07770,1
ECDH10B_1512,maoC,7,19,1540216,1542261,1541238,paaZ,ECDH10B_RS07775,1
ECDH10B_1513,paaA,3,8,1542546,1543475,1543010,paaA,ECDH10B_RS07780,0
ECDH10B_1514,paaB,0,0,1543487,1543774,1543630,paaB,ECDH10B_RS07785,0
ECDH10B_1515,paaC,4,3,1543783,1544529,1544156,paaC,ECDH10B_RS07790,0
ECDH10B_1516,paaD,0,6,1544544,1545041,1544792,paaD,ECDH10B_RS07795,0
ECDH10B_1517,paaE,1,10,1545049,1546119,1545584,paaK,ECDH10B_RS07800,0
ECDH10B_1518,paaF,4,8,1546116,1546883,1546499,,ECDH10B_RS07805,0
