"","locus_tag","gene","lengthnt","start","end","strand","product","Nakamura","Lawrence","hns","conservation"
"1134","b0837","yliI","1116","877965","879080","+","putative dehydrogenase","","","","15"
"1135","b0838","yliJ","633","879077","879709","-","putative transferase","","","","21"
"1136","b0839","dacC","1203","879950","881152","+","D-alanyl-D-alanine","","","","18"
"1137","","","","","","","carboxypeptidase;","","","",""
"1138","","","","","","","penicillin-binding","","","",""
"1139","b0840","deoR","759","881199","881957","-","transcriptional","","","","20"
"1140","","","","","","","repressor for deo","","","",""
"1141","b0841","ybjG","597","882015","882611","-","orf, hypothetical protein","","","","20"
"1142","b0842","cmr","1233","882896","884128","+","proton motive force","","","","17"
"1143","","","","","","","efflux pump","","","",""
"1144","b0843","ybjH","285","884169","884453","-","orf, hypothetical protein","","","","9"
"1145","b0844","ybjI","789","884539","885327","-","orf, hypothetical protein","","","","16"
"1146","b0845","ybjJ","1209","885354","886562","-","putative DEOR-type","","","","21"
"1147","b0846 ybjK","","537","886646","887182","+","putative DEOR-type","","","","16"
"1148","","","","","","","transcriptional regulator","","","",""
"1149","b0847 ybjL","","1686","887357","889042","-","putative transport","","","1","20"
"1150","b0848 ybjM","","378","889312","889689","+","orf, hypothetical protein","1","","","16"
"1151","b0849 grxA","","258","889719","889976","-","glutaredoxin1 redox","","1","","21"
"1152","","","","","","","coenzyme for","","","",""
"1153","","","","","","","glutathione-dependent","","","",""
"1154","","","","","","","ribonucleotide","","","",""
"1155","b0850 ybjC","","288","890136","890423","+","orf, hypothetical protein","","","","20"
"1156","b0851 nfsA","","723","890407","891129","+","oxygen insensitive","","","","15"
"1157","","","","","","","NADPH nitroreductase","","","",""
"1158","","","","","","","(nitrofuran reductase I","","","",""
"1159","","","","","","","activity B)","","","",""
"1160","b0852 rimK","","903","891190","892092","+","ribosomal protein S6","","","","16"
"1161","","","","","","","modification protein","","","",""
"1162","b0853 ybjN","","477","892180","892656","+","putative sensory","1","","","21"
"1163","","","","","","","transduction regulator","","","",""
"1164","b0854 potF","","1113","893007","894119","+","periplasmic putrescine-","","","","20"
"1165","","","","","","","binding protein;","","","",""
"1166","","","","","","","permease protein","","","",""
"1167","b0855 potG","","1215","894133","895347","+","ATP-binding","","","","20"
"1168","","","","","","","component of","","","",""
"1169","","","","","","","putrescine transport","","","",""
"1170","b0856 potH","","954","895357","896310","+","putrescine transport","","","","20"
"1171","","","","","","","protein; permease","","","",""
"1172","b0857 potI","","846","896307","897152","+","putrescine transport","","","","19"
"1173","","","","","","","protein; permease","","","",""
"1174","b0858 ybjO","","489","897212","897700","+","orf, hypothetical protein","","","","20"
"1175","b0859 ybjF","","1128","897741","898868","+","putative enzyme","","","","21"
"1176","b0860 artJ","","732","899067","899798","-","arginine 3rd transport","","","","18"
"1177","","","","","","","system periplasmic","","","",""
"1178","","","","","","","binding protein","","","",""
"1179","b0861 artM","","669","900089","900757","-","arginine 3rd transport","","","","21"
"1180","","","","","","","system permease","","","",""
"1181","b0862 artQ","","717","900757","901473","-","arginine 3rd transport","","","","21"
"1182","","","","","","","system permease","","","",""
"1183","b0863 artI","","732","901480","902211","-","arginine 3rd transport","","","","21"
"1184","","","","","","","system periplasmic","","","",""
"1185","","","","","","","binding protein","","","",""
"1186","b0864 artP","","729","902229","902957","-","ATP-binding","","","","21"
"1187","","","","","","","component of 3rd","","","",""
"1188","","","","","","","arginine transport","","","",""
"1189","b0865 ybjP","","516","903175","903690","-","putative lipoprotein","","","","18"
"1190","b0866 ybjQ","","324","903816","904139","+","orf, hypothetical protein","","","","16"
"1191","b0867 ybjR","","831","904136","904966","+","probable N-","","","","21"
"1192","","","","","","","acetylmuramoyl-L-","","","",""
"1193","","","","","","","alanine amidase","","","",""
"1194","b0868 ybjS","","1050","904963","906012","-","orf, hypothetical protein","","","","19"
"1195","b0869 ybjT","","1461","906075","907535","-","orf, hypothetical protein","","","","20"
"1196","b0870 ltaE","","1002","907516","908517","-","low-specificity L-","","","","19"
"1197","","","","","","","threonine aldolase","","","",""
"1198","b0871 poxB","","1719","908554","910272","-","pyruvate oxidase","","","","19"
"1199","b0872 hcr","","969","910405","911373","-","NADH oxidoreductase","","","","20"
"1200","","","","","","","for HCP","","","",""
"1201","b0873 hcp","","1659","911385","913043","-","Hybrid cluster protein","","","","20"
"1202","","","","","","","(HCP)","","","",""
"1203","b0874 ybjE","","948","913181","914128","-","putative surface protein","","","","21"
"1204","b0875 aqpZ","","696","914575","915270","-","transmembrane water","","","1","11"
"1205","","","","","","","channel; aquaporin Z","","","",""
"1206","b0876 ybjD","","1659","915696","917354","+","orf, hypothetical protein","","","1","20"
"1207","b0877 ybjX","","993","917351","918343","-","putative enzyme","","","","20"
"1208","b0878 macA","","1143","918431","919573","+","macrolide-specific efflux","","","","20"
"1209","","","","","","","protein","","","",""
"1210","b0879 macB","","1947","919570","921516","+","macrolide-specific ABC-","","","","21"
"1211","","","","","","","type efflux carrier","","","",""
"1212","b0880 cspD","","225","921589","921813","-","stress induced DNA","","","","20"
"1213","","","","","","","replication inhibitor","","","",""
"1214","b0881 yljA","","321","922136","922456","+","orf, hypothetical protein","1","","","21"
"1215","b0882 clpA","","2277","922487","924763","+","ATP-binding","","","","21"
"1216","","","","","","","component of serine","","","",""
"1217","tRNA-Ser1tRNA-Ser","","88","925107","925194","-","tRNA-Ser","","","",""
"1218","b0884 infA","","219","925448","925666","-","protein chain initiation","","","","21"
"1219","b0885","aat","705","925951","926655","-","leucyl, phenylalanyl-","","","","21"
"1220","","","","","","","tRNA-protein","","","",""
"1221","b0886","cydC","1722","926697","928418","-","ATP-binding","","","","21"
"1222","","","","","","","component of","","","",""
"1223","","","","","","","cytochrome-related","","","",""
"1224","b0887","cydD","1767","928419","930185","-","ATP-binding","","","","21"
"1225","","","","","","","component of","","","",""
"1226","","","","","","","cytochrome-related","","","",""
"1227","b0888","trxB","966","930308","931273","-","thioredoxin reductase","","","","21"
"1228","b0889","lrp","495","931818","932312","+","regulator for leucine (or","","","1","21"
"1229","","","","","","","lrp) regulon and high-","","","",""
"1230","","","","","","","affinity branched-chain","","","",""
"1231","","","","","","","amino acid transport","","","",""
"1232","","","","","","","system","","","",""
"1233","b0890","ftsK","3990","932447","936436","+","cell division protein","","","","21"
"1234","b0891","lolA","615","936592","937206","+","periplasmic protein","","","","21"
"1235","","","","","","","effects translocation of","","","",""
"1236","","","","","","","lipoproteins from inner","","","",""
"1237","","","","","","","membrane to outer","","","",""
"1238","b0892","ycaJ","1344","937217","938560","+","putative polynucleotide","","","","21"
"1239","","","","","","","enzyme","","","",""
"1240","b0893","serS","1293","938651","939943","+","serine tRNA","","","","21"
"1241","","","","","","","synthetase; also","","","",""
"1242","","","","","","","charges selenocystein","","","",""
"1243","","","","","","","tRNA with serine","","","",""
"1244","b0894","dmsA","2358","940269","942626","+","anaerobic dimethyl","","","","21"
"1245","","","","","","","sulfoxide reductase","","","",""
"1246","","","","","","","subunit A","","","",""
"1247","b0895","dmsB","618","942637","943254","+","anaerobic dimethyl","","","","18"
"1248","","","","","","","sulfoxide reductase","","","",""
"1249","","","","","","","subunit B","","","",""
"1250","b0896","dmsC","864","943256","944119","+","anaerobic dimethyl","","","","18"
"1251","","","","","","","sulfoxide reductase","","","",""
"1252","","","","","","","subunit C","","","",""
"1253","b0897","ycaC","627","944154","944780","-","orf, hypothetical protein","","","","16"
"1254","b0898","ycaD","1149","945094","946242","+","putative transport","","","","21"
"1255","","","","","","","protein (MFS family)","","","",""
"1256","b0899","ycaM","1623","946260","947882","+","putative transporter","1","","1","14"
"1257","b0900","ycaN","909","947883","948791","-","putative transcriptional","1","1","1","18"
"1258","","","","","","","regulator LYSR-type","","","",""
"1259","b0901","ycaK","591","948891","949481","+","orf, hypothetical protein","1","1","1","4"
"1260","b0902","pflA","741","949563","950303","-","pyruvate formate lyase","","","","20"
"1261","","","","","","","activating enzyme 1","","","",""
"1262","b0903","pflB","2283","950495","952777","-","formate","","","","20"
"1263","","","","","","","acetyltransferase 1","","","",""
"1264","b0904","focA","858","952832","953689","-","probable formate","","","1","21"
"1265","","","","","","","transporter (formate","","","",""
"1266","","","","","","","channel 1)","","","",""
"1267","b0905","ycaO","1770","954095","955864","-","orf, hypothetical protein","","","","21"
"1268","b0906","ycaP","693","955985","956677","+","orf, hypothetical protein","","","","15"
"1269","b0907","serC","1089","956876","957964","+","3-phosphoserine","","","","21"
"1270","","","","","","","aminotransferase","","","",""
"1271","b0908","aroA","1284","958035","959318","+","5-enolpyruvylshikimate-","","","","21"
"1272","","","","","","","3-phosphate synthetase","","","",""
"1273","b0909","ycaL","789","959463","960251","+","putative heat shock","","","","14"
"1274","","","","","","","protein","","","",""
"1275","b0910","cmk","684","960424","961107","+","cytidylate kinase","","","","21"
"1276","b0911","rpsA","1674","961218","962891","+","30S ribosomal subunit","","","","21"
"1277","","","","","","","protein S1","","","",""
"1278","b0912","himD","285","963051","963335","+","integration host factor","","","","21"
"1279","","","","","","","(IHF), beta subunit;","","","",""
"1280","","","","","","","site-specific","","","",""
"1281","b0913","ycaI","2343","963465","965807","+","orf, hypothetical protein","1","","","17"
"1282","b0914","msbA","1749","965844","967592","+","ATP-binding transport","","","","21"
"1283","","","","","","","protein; multicopy","","","",""
"1284","","","","","","","suppressor of htrB","","","",""
"1285","b0915","lpxK","987","967589","968575","+","lipid A 4' kinase","","","","20"
"1286","b0916","ycaQ","1233","968612","969844","+","orf, hypothetical protein","","","","13"
"1287","b0917","ycaR","183","969896","970078","+","orf, hypothetical protein","","","","20"
"1288","b0918","kdsB","747","970075","970821","+","CTP:CMP-3-deoxy-D-","","","","21"
"1289","","","","","","","manno-octulosonate","","","",""
"1290","","","","","","","transferase","","","",""
"1291","b0919","ycbJ","894","970975","971868","+","orf, hypothetical protein","","","","20"
"1292","b0920","ycbC","780 971845 972624","","","-","orf, hypothetical protein","","","","17"
"1293","b0921","smtA","786 972760 973545","","","+","S-adenosylmethionine-","","","","21"
"1294","","","","","","","dependent","","","",""
"1295","","","","","","","methyltransferase","","","",""
"1296","b0922","mukF","1323 973542 974864","","","+","mukF protein (killing","","","","21"
"1297","","","","","","","factor KICB)","","","",""
"1298","b0923","mukE","678 974872 975549","","","+","orf, hypothetical protein","","","","21"
"1299","b0924","mukB","4461 975549 980009","","","+","kinesin-like cell division","","","","20"
