ID,K-12 gene namea,dN (average),dS (average),HTGb,H-NS bindingc,H-NS binding (excluded genes in which H-NS-bound regions were restricted at the 3' end and length is less than 10% of total gene length)d,Genes included in transcriptional units H-NS bounde,Transcription unit namef
1761,hflX,0.001233721,0.049042072,x,FALSE,FALSE,FALSE, 
1762,hflK,0.001031607,0.030953805,x,FALSE,FALSE,FALSE, 
1763,hflC,0,0.034426321,x,FALSE,FALSE,FALSE, 
1764,purA,0.000287949,0.043560465,n,FALSE,FALSE,FALSE, 
1765,yjeB,0.001839006,0.018791438,N,FALSE,FALSE,FALSE, 
1766,rlmB,0.000258774,0.09597167,h/l/n,TRUE,TRUE,TRUE,nsrR-rnr-rlmB-yjfI
1767,yjfK,0.011780867,0.124475793,l/n,TRUE,TRUE,TRUE,yjfKLMC
1768,yjfL,0.008326427,0.14192759,L/N,TRUE,TRUE,TRUE,yjfKLMC
1769,aidB,0.004105814,0.066162474,x,FALSE,FALSE,FALSE, 
1770,yjfO,0.003775793,0.016055497,N,FALSE,FALSE,FALSE, 
1771,yjfP,0.010533932,0.049583404,N,FALSE,FALSE,FALSE, 
1772,ulaR,0.000298626,0.051788055,n,FALSE,FALSE,FALSE, 
1773,ulaA,0.001700846,0.154782135,x,TRUE,TRUE,TRUE,ulaABCDEF
1774,rpsF,0.004142706,0.017758034,n,FALSE,FALSE,TRUE,yjfZ
1775,fklB,0.000816279,0.073810148,N,FALSE,FALSE,FALSE, 
1776,cycA,0.00482907,0.142754757,n,FALSE,FALSE,FALSE, 
1777,ytfE,0.003519133,0.117659937,x,FALSE,FALSE,FALSE, 
1778,ytfF,0.005384672,0.065359514,x,FALSE,FALSE,FALSE, 
1779,ytfG,0.012419873,0.091983087,x,FALSE,FALSE,FALSE, 
1780,ytfH,0.002446406,0.088861734,x,FALSE,FALSE,FALSE, 
1781,cysQ,0.001470085,0.061554123,l/n,FALSE,FALSE,FALSE, 
1782,ytfL,0.000968076,0.044610359,x,FALSE,FALSE,FALSE, 
1783,msrA,0.002346512,0.046079493,x,FALSE,FALSE,FALSE, 
1784,ytfM,0.001102854,0.049540381,x,FALSE,FALSE,FALSE, 
1785,ytfN,0.003249789,0.069712474,x,FALSE,FALSE,FALSE, 
1786,ppa,0.002750634,0.055668288,x,FALSE,FALSE,FALSE, 
1787,ytfQ,0.002220402,0.120175899,x,FALSE,FALSE,FALSE, 
1788,ytfT,0.009223996,0.130581818,x,FALSE,FALSE,FALSE, 
1789,fbp,0.00069778,0.054299894,x,FALSE,FALSE,FALSE, 
1790,mpl,0.00107759,0.074331712,x,FALSE,FALSE,FALSE, 
1791,yjgA,0.001048626,0.097138689,x,FALSE,FALSE,FALSE, 
1792,pmbA,0.003012685,0.119694503,n,FALSE,FALSE,FALSE, 
1793,nrdG,0.005990592,0.043607822,N,FALSE,FALSE,FALSE, 
1794,nrdD,0.000918393,0.076584567,n,FALSE,FALSE,FALSE, 
1795,mgtA,0.001734355,0.070867019,x,TRUE,TRUE,TRUE,mgtLA
1796,pyrI,0.000248626,0.114459302,N,FALSE,FALSE,TRUE,bdcR
1797,yjgK,0.047573573,0.04835046,L/n,TRUE,TRUE,TRUE,tabA
1798,yjgD,0.00333351,0.059957294,x,FALSE,FALSE,FALSE, 
1799,yjgM,0.014231501,0.232324736,l/n,TRUE,TRUE,TRUE,yjgM
1800,valS,0.000906765,0.102518605,l/n,TRUE,FALSE,FALSE, 
1801,holC,0.000792812,0.033909514,x,FALSE,FALSE,FALSE, 
1802,pepA,0,0.088154968,x,FALSE,FALSE,FALSE, 
1803,yjgP,0.001251268,0.034346934,x,FALSE,FALSE,FALSE, 
1804,yjgQ,0.00042981,0.052022939,x,FALSE,FALSE,FALSE, 
1805,yjgR,0.008995877,0.165344186,x,FALSE,FALSE,TRUE,idnR
1806,uxuA,0.001595032,0.076544397,x,FALSE,FALSE,FALSE, 
1807,uxuR,0.0037037,0.106729915,l/n,TRUE,TRUE,TRUE,uxuR
1808,yjiN,0.005553594,0.148343552,x,FALSE,FALSE,FALSE, 
1809,yjiA,0.004098309,0.119491543,l,FALSE,FALSE,FALSE, 
1810,mdoB,0.002282452,0.064447569,x,FALSE,FALSE,FALSE, 
1811,yjjA,0.004931184,0.054974947,x,FALSE,FALSE,FALSE, 
1812,dnaC,0.000163531,0.03854186,h,FALSE,FALSE,FALSE, 
1813,dnaT,0.005366808,0.054164799,H/l,FALSE,FALSE,FALSE, 
1814,yjjB,0.00089778,0.078177696,h/L/n,FALSE,FALSE,FALSE, 
1815,yjjP,0.003520825,0.062492812,l/N,TRUE,TRUE,TRUE,yjjP
1816,bglJ,0.002998837,0.038954651,L/N,TRUE,TRUE,TRUE,yjjQ-bglJ
1817,fhuF,0.012907082,0.107104228,l/N,TRUE,FALSE,FALSE, 
1818,rsmC,0.003882558,0.117525159,x,FALSE,FALSE,FALSE, 
1819,rimI,0.002157928,0.038366808,x,FALSE,FALSE,FALSE, 
1820,yjjG,0.0052537,0.0680537,x,FALSE,FALSE,FALSE, 
1821,prfC,0.003454123,0.090584461,x,FALSE,FALSE,FALSE, 
1822,osmY,0.00164186,0.077751057,x,FALSE,FALSE,FALSE, 
1823,yjjU,0.003335412,0.086849366,x,FALSE,FALSE,FALSE, 
1824,yjjV,0.016738689,0.140140169,x,FALSE,FALSE,FALSE, 
1825,deoC,0.001094397,0.092322622,x,FALSE,FALSE,FALSE, 
1826,deoB,0.000675581,0.079515328,x,FALSE,FALSE,FALSE, 
1827,deoD,0.000919027,0.074118076,x,FALSE,FALSE,FALSE, 
1828,lplA,0.006884567,0.112643023,x,FALSE,FALSE,FALSE, 
1829,serB,0.001592389,0.070128013,x,FALSE,FALSE,FALSE, 
1830,radA,0.000746512,0.133307188,x,FALSE,FALSE,FALSE, 
1831,nadR,0.001697357,0.166143023,x,FALSE,FALSE,FALSE, 
1832,yjjK,0.00082537,0.074547146,x,FALSE,FALSE,FALSE, 
1833,slt,0.000924524,0.079216279,x,FALSE,FALSE,FALSE, 
1834,trpR,0.004786469,0.044877696,x,FALSE,FALSE,FALSE, 
1835,rob,0.001258351,0.074524841,x,FALSE,FALSE,FALSE, 
1836,creA,0,0.049998414,x,FALSE,FALSE,FALSE, 
1837,creB,0.005315222,0.071700106,x,FALSE,FALSE,FALSE, 
1838,creC,0.004865539,0.065667548,x,FALSE,FALSE,FALSE, 
1839,arcA,8.18E-05,0.022494503,l/n,FALSE,FALSE,FALSE, 
1840,dnaK,3.26E-05,0.029000775,x,FALSE,FALSE,FALSE, 
1841,rpsT,0,0.012928904,N,FALSE,FALSE,FALSE, 
1842,fixB,0.005643965,0.054554596,x,FALSE,FALSE,TRUE,fixABCX
1843,fixX,0.000843189,0.031781838,x,FALSE,FALSE,TRUE,fixABCX
1844,yaaU,0.001018826,0.066553931,x,FALSE,FALSE,FALSE, 
1845,kefC,0.002038427,0.086408527,x,FALSE,FALSE,FALSE, 
1846,surA,4.65E-05,0.030712071,x,FALSE,FALSE,FALSE, 
1847,araD,0.006203433,0.092080842,x,FALSE,FALSE,FALSE, 
1848,sgrR,0.006863566,0.112137542,n,FALSE,FALSE,TRUE,leuLABCD
1849,leuO,0.002954374,0.062597231,N,TRUE,TRUE,TRUE,leuO
1850,mraZ,0.000520598,0.007938317,x,FALSE,FALSE,TRUE,mraZ-rsmH-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC
1851,secA,0.000666999,0.056618605,x,FALSE,FALSE,FALSE, 
1852,guaC,0.000961683,0.051649945,n,FALSE,FALSE,FALSE, 
1853,hofC,0.010479845,0.076027021,N,FALSE,FALSE,FALSE, 
1854,ppdD,0.00453433,0.035057475,n,FALSE,FALSE,FALSE, 
1855,gcd,0.001610631,0.10296711,x,FALSE,FALSE,FALSE, 
1856,ecpD,0.09814031,0.504573096,H/L/N,TRUE,TRUE,TRUE,ecpD-htrE
1857,yadN,0.170892802,0.554471429,H/L/N,TRUE,TRUE,TRUE,yadN
1858,ligT,0.006172093,0.037866888,n,FALSE,FALSE,FALSE, 
1859,fhuA,0.038785936,0.227671011,x,FALSE,FALSE,FALSE, 
1860,clcA,0.00114175,0.063151938,x,FALSE,FALSE,FALSE, 
1861,glnD,0.001963012,0.090933666,x,FALSE,FALSE,FALSE, 
1862,tsf,0.000209635,0.013317054,x,FALSE,FALSE,FALSE, 
1863,dxr,0.001096346,0.022518383,x,FALSE,FALSE,FALSE, 
1864,fadE,0.001868439,0.10147021,x,FALSE,FALSE,FALSE, 
1865,ykgB,0.005968882,0.035152049,H/L/n,TRUE,TRUE,TRUE,ykgB
1866,ykgC,0.004483167,0.041648616,H/L/N,TRUE,TRUE,TRUE,ykgC
1867,ykgD,0.003101661,0.043843522,h/l/N,TRUE,TRUE,TRUE,ykgD
1868,ykgE,0.003052049,0.027875969,n,TRUE,TRUE,TRUE,ykgEFG
1869,ykgG,0.009195681,0.089558029,h/l/N,TRUE,TRUE,TRUE,ykgEFG
1870,yahJ,0.00576722,0.145066224,l,FALSE,FALSE,FALSE, 
1871,prpB,0.00450742,0.126596788,x,FALSE,FALSE,FALSE, 
1872,prpC,0.002184718,0.117400332,x,FALSE,FALSE,FALSE, 
1873,prpD,0.002908859,0.092010188,x,FALSE,FALSE,FALSE, 
1874,prpE,0.002383942,0.102721595,x,FALSE,FALSE,FALSE, 
1875,codB,0.001717497,0.073373976,x,FALSE,FALSE,FALSE, 
1876,codA,0.002268217,0.080469989,n,FALSE,FALSE,FALSE, 
1877,tauA,0.002671872,0.099219823,l/n,FALSE,FALSE,TRUE,tauABCD
1878,tauB,0.007945626,0.108165449,x,FALSE,FALSE,TRUE,tauABCD
1879,yaiV,0.002097674,0.070448616,L/N,TRUE,TRUE,TRUE,yaiV
1880,yaiW,0.002768217,0.057011185,x,FALSE,FALSE,FALSE, 
1881,yaiY,0.000789701,0.036222924,n,FALSE,FALSE,FALSE, 
1882,yaiZ,0.000572093,0.026821373,N,FALSE,FALSE,FALSE, 
1883,phoA,0.004752713,0.079906645,n,TRUE,TRUE,TRUE,phoA-psiF
1884,yaiI,0.001321152,0.049140532,N,FALSE,FALSE,FALSE, 
1885,araJ,0.003220819,0.073632004,x,TRUE,TRUE,TRUE,araJ
1886,malZ,0.007306866,0.085648283,x,FALSE,FALSE,FALSE, 
1887,yajB,0.007820155,0.131169435,x,FALSE,FALSE,FALSE, 
1888,nusB,0.000176744,0.030360133,x,FALSE,FALSE,FALSE, 
1889,xseB,0.000517829,0.02193278,x,FALSE,FALSE,FALSE, 
1890,thiI,0.003044961,0.09043588,x,FALSE,FALSE,FALSE, 
1891,cyoD,0.00215814,0.07026567,x,FALSE,FALSE,TRUE,cyoABCDE
1892,clpP,0.000106977,0.045198117,x,FALSE,FALSE,FALSE, 
1893,ybaO,0.000134884,0.040121152,x,FALSE,FALSE,FALSE, 
1894,maa,0.005976855,0.031583278,l,TRUE,TRUE,TRUE,maa
1895,hha,0.001089701,0.022410078,L/n,TRUE,TRUE,TRUE,hha
1896,ybaB,0.000371761,0.024412846,x,FALSE,FALSE,FALSE, 
1897,gsk,0,0.065895349,n,FALSE,FALSE,FALSE, 
1898,ybaL,0.00250155,0.072319601,x,FALSE,FALSE,FALSE, 
1899,fsr,0.001240532,0.055503876,x,FALSE,FALSE,FALSE, 
1900,ushA,0.002654707,0.083289037,x,FALSE,FALSE,FALSE, 
1901,ybaK,0.002267885,0.063145847,x,FALSE,FALSE,FALSE, 
1902,ybaP,0.005296013,0.071049502,x,FALSE,FALSE,FALSE, 
1903,copA,0.004342746,0.117429236,x,FALSE,FALSE,FALSE, 
1904,ybaS,0.007788815,0.054619823,x,FALSE,FALSE,FALSE, 
1905,ybaT,0.002260465,0.05838959,l,FALSE,FALSE,FALSE, 
1906,ybbM,0.00123876,0.05388361,x,TRUE,TRUE,TRUE,ybbLM
1907,ybbN,0.001223145,0.066226357,x,FALSE,FALSE,FALSE, 
1908,ybbO,0.002996788,0.059474308,x,FALSE,FALSE,TRUE,ybbB
1909,ybbA,0.00156866,0.081126467,x,FALSE,FALSE,FALSE, 
1910,ybbP,0.004615172,0.106432004,l/n,FALSE,FALSE,FALSE, 
1911,ybbB,0.011760133,0.100033112,l/n,TRUE,FALSE,FALSE, 
1912,ybbS,0.003514175,0.067208638,x,FALSE,FALSE,FALSE, 
1913,allA,0.003040642,0.062553378,x,FALSE,FALSE,FALSE, 
1914,allR,0.000967885,0.054414175,x,FALSE,FALSE,FALSE, 
1915,glxR,0.003029236,0.116809745,l/n,TRUE,TRUE,TRUE,gcl-hyi-glxR-ybbVW-allB-ybbY-glxK
1916,ybbW,0.003977519,0.112635216,l/n,TRUE,TRUE,TRUE,gcl-hyi-glxR-ybbVW-allB-ybbY-glxK
1917,allC,0.006462016,0.086445847,x,TRUE,TRUE,TRUE,allDCE
1918,fdrA,0.008479956,0.08774474,x,TRUE,TRUE,TRUE,fdrA-ylbE_1E_2F-ybcF
1919,evgA,0.00047907,0.035725249,H/L/N,TRUE,TRUE,TRUE,evgAS
1920,ybdJ,0.008615282,0.048453599,n,FALSE,FALSE,FALSE, 
1921,ybdL,0.006154374,0.111765559,x,FALSE,FALSE,FALSE, 
1922,tatE,0.000920044,0.007444297,x,FALSE,FALSE,FALSE, 
1923,dacA,5.12E-05,0.039940753,x,FALSE,FALSE,FALSE, 
1924,kdpC,0.012295349,0.090302879,x,FALSE,FALSE,FALSE, 
1925,ybgL,0.018200886,0.087778627,x,FALSE,FALSE,FALSE, 
1926,nei,0.020973976,0.082386047,x,FALSE,FALSE,FALSE, 
1927,abrB,0.007112846,0.166426357,n,FALSE,FALSE,TRUE,ybgQPO
1928,cydB,5.58E-05,0.032286157,x,FALSE,FALSE,TRUE,cydAB
1929,ybgE,0.000906312,0.060026024,N,FALSE,FALSE,FALSE, 
1930,tolB,9.42E-05,0.036423145,x,FALSE,FALSE,FALSE, 
1931,galE,0.000199336,0.050024806,x,FALSE,FALSE,FALSE, 
1932,modF,0.00737165,0.061696124,x,FALSE,FALSE,FALSE, 
1933,modA,0.005483499,0.071901661,l,FALSE,FALSE,FALSE, 
1934,modB,0.003663898,0.08122392,x,FALSE,FALSE,FALSE, 
1935,modC,0.003054042,0.080332447,x,FALSE,FALSE,FALSE, 
1936,ybhE,0.001924252,0.101732115,n,FALSE,FALSE,FALSE, 
1937,ybhJ,0.003698893,0.101621705,x,TRUE,TRUE,TRUE,ybhJ
1938,bioC,0.011324585,0.094804319,x,FALSE,FALSE,FALSE, 
1939,moaD,0.010761462,0.064580066,x,FALSE,FALSE,FALSE, 
1940,ybhQ,0.001134551,0.048254485,l,FALSE,FALSE,FALSE, 
1941,rhlE,0.003322259,0.11406866,n,FALSE,FALSE,FALSE, 
1942,fiu,0.002924252,0.079677298,n,FALSE,FALSE,FALSE, 
1943,rhtA,0.001197564,0.041118715,x,TRUE,TRUE,TRUE,rhtA
1944,ybiS,0.00020897,0.052157032,x,FALSE,FALSE,FALSE, 
1945,yliH,0.000451827,0.010547287,N,FALSE,FALSE,FALSE, 
1946,yliI,0.003897674,0.038833333,n,FALSE,FALSE,FALSE, 
1947,ybjH,0.003409967,0.00357907,x,FALSE,FALSE,FALSE, 
1948,ybjM,0.001573643,0.073444961,l/N,TRUE,TRUE,TRUE,ybjM
1949,potH,0.005460022,0.108874197,x,FALSE,FALSE,FALSE, 
1950,artJ,0.004734219,0.149646733,x,FALSE,FALSE,FALSE, 
1951,cspD,0.000269767,0.005375194,x,FALSE,FALSE,FALSE, 
1952,serS,4.65E-05,0.053243189,x,FALSE,FALSE,FALSE, 
1953,ihfB,0.000437209,0.007475083,n,FALSE,FALSE,FALSE, 
1954,lpxK,0.00533732,0.043251163,x,FALSE,FALSE,FALSE, 
1955,ycaQ,0.008794574,0.050743411,x,FALSE,FALSE,FALSE, 
1956,mukB,0.001171539,0.084709302,x,FALSE,FALSE,FALSE, 
1957,pncB,0.00196124,0.051323588,x,FALSE,FALSE,FALSE, 
1958,ssuA,0.008465338,0.170937984,x,FALSE,FALSE,FALSE, 
1959,yccR,0.00302835,0.01717619,N,FALSE,FALSE,FALSE, 
1960,yccT,0.000265781,0.03742979,x,FALSE,FALSE,FALSE, 
1961,hyaB,0.001188594,0.078872979,x,FALSE,FALSE,FALSE, 
1962,cspG,0,0.0377268,H/N,TRUE,TRUE,TRUE,cspG
1963,agp,0.004700997,0.102682281,l/n,TRUE,TRUE,TRUE,agp
1964,ycdK,0.005973976,0.05173134,x,FALSE,FALSE,FALSE, 
1965,ycdL,0.006939646,0.058960354,x,FALSE,FALSE,FALSE, 
1966,ycdX,0.001889369,0.081338095,l/n,FALSE,FALSE,FALSE, 
1967,ycdY,0.003291916,0.062742968,x,FALSE,FALSE,FALSE, 
1968,csgG,0.003767442,0.077278848,h/L,TRUE,TRUE,TRUE,csgG
1969,csgE,0,0.031744186,H/L/N,TRUE,TRUE,TRUE,csgDEFG
1970,csgD,0.00129402,0.025443411,H/L/N,TRUE,TRUE,TRUE,csgDEFG
1971,csgB,0.001458029,0.013545736,H/L/N,TRUE,TRUE,TRUE,csgBAC
1972,mviM,0.005796567,0.07253278,x,FALSE,FALSE,FALSE, 
1973,flgE,0.01737464,0.083713953,x,FALSE,FALSE,FALSE, 
1974,flgI,0.000850498,0.089904762,x,FALSE,FALSE,FALSE, 
1975,yceD,0.000343522,0.005772979,N,FALSE,FALSE,FALSE, 
1976,plsX,0.000463566,0.019334773,N,FALSE,FALSE,FALSE, 
1977,fabG,0.001035548,0.006123477,x,FALSE,FALSE,FALSE, 
1978,ycfL,0.006132337,0.014892691,N,FALSE,FALSE,FALSE, 
1979,ycfP,0.000848283,0.131101883,x,FALSE,FALSE,FALSE, 
1980,lolC,0.000734551,0.078597121,x,FALSE,FALSE,FALSE, 
1981,lolE,0.002552049,0.087596456,x,FALSE,FALSE,FALSE, 
1982,pepT,0.001772536,0.024573311,x,FALSE,FALSE,FALSE, 
1983,emtA,0.002354596,0.038497674,n,FALSE,FALSE,FALSE, 
1984,chaB,0.002803654,0.058570543,x,FALSE,FALSE,FALSE, 
1985,narL,0.000279402,0.043890033,x,FALSE,FALSE,FALSE, 
1986,rssB,0.00105227,0.039579513,x,FALSE,FALSE,FALSE, 
1987,oppA,0.000850498,0.040618826,l/n,TRUE,TRUE,TRUE,oppABCDF
1988,oppB,0.000384828,0.074671318,x,TRUE,TRUE,TRUE,oppABCDF
1989,yciI,0.000646955,0.034263234,L/N,TRUE,TRUE,TRUE,yciI
1990,trpC,0.009303544,0.083054817,x,FALSE,FALSE,TRUE,yciVOQ
1991,acnA,0.003760797,0.064889701,x,FALSE,FALSE,TRUE,acnA
1992,yciS,0.007095017,0.019161019,n,FALSE,FALSE,FALSE, 
1993,pyrF,0.00781639,0.037642303,l,FALSE,FALSE,FALSE, 
1994,yciT,0.001544629,0.065918162,l,TRUE,TRUE,TRUE,yciT
1995,pspB,0.000548948,0.02248804,x,FALSE,FALSE,FALSE, 
1996,pspD,0.001439646,0.058054596,x,FALSE,FALSE,FALSE, 
1997,mpaA,0.003022259,0.060347287,x,FALSE,FALSE,FALSE, 
1998,mppA,0.001859579,0.052845293,L/n,TRUE,TRUE,TRUE,mppA
1999,fnr,0.000233666,0.039213068,n,FALSE,FALSE,FALSE, 
2000,ydaM,0.00445814,0.06308206,x,TRUE,TRUE,TRUE,ydaM
2001,ydbL,0.049969214,0.376955543,H/L,TRUE,TRUE,TRUE,ydbH-ynbE-ydbL
2002,azoR,0.004738095,0.108131229,n,FALSE,FALSE,FALSE, 
2003,hrpA,0.002596678,0.150982392,n,FALSE,FALSE,FALSE, 
2004,ydcI,0.002278184,0.031796013,N,FALSE,FALSE,FALSE, 
2005,mdoD,0.00074773,0.054562237,n,FALSE,FALSE,FALSE, 
2006,tehA,0.003061462,0.033958915,n,FALSE,FALSE,FALSE, 
2007,ydcL,0.002046401,0.038424142,N,TRUE,TRUE,TRUE,ydcL
2008,ydcN,0.007530676,0.058613289,N,FALSE,FALSE,FALSE, 
2009,ydcS,0.006106755,0.073510963,x,TRUE,TRUE,TRUE,ydcSTUV
2010,ydcT,0.005225803,0.112291694,x,FALSE,FALSE,TRUE,ydcSTUV
2011,ydcU,0.003151717,0.081775305,x,FALSE,FALSE,TRUE,ydcSTUV
2012,ydcW,0.003567331,0.058700997,n,TRUE,FALSE,FALSE, 
2013,ydcZ,0.005599336,0.072027132,x,FALSE,FALSE,TRUE,curA
2014,yncA,0.003078627,0.082414729,x,FALSE,FALSE,FALSE, 
2015,narV,0.0430701,0.369717276,x,FALSE,FALSE,FALSE, 
2016,yddG,0.002298117,0.068643965,l,TRUE,TRUE,TRUE,yddG
2017,fdnI,0.002011406,0.064979513,n,FALSE,FALSE,TRUE,fdnGHI
2018,adhP,0.002653488,0.098215172,n,FALSE,FALSE,FALSE, 
2019,sfcA,0.001244186,0.082785714,x,TRUE,TRUE,TRUE,maeA
2020,bdm,0.002623034,0.026766334,N,TRUE,TRUE,TRUE,bdm-sra
2021,osmC,0.001517719,0.056177519,n,TRUE,TRUE,TRUE,osmC
2022,ddpC,0.267189147,0.050878873,x,FALSE,FALSE,TRUE,ddpXABCDF
2023,yddW,0.002028461,0.070127575,h/N,TRUE,TRUE,TRUE,yddW
2024,gadC,0.001422924,0.033810742,H/n,FALSE,FALSE,TRUE,gadBC
2025,ydeO,0.010260133,0.046355703,H/L/N,TRUE,TRUE,TRUE,ydeO
2026,yneE,0.002982835,0.079659468,N,FALSE,FALSE,FALSE, 
2027,uxaB,0.001828571,0.086849502,n,FALSE,FALSE,FALSE, 
2028,yneF,0.004063455,0.046212403,x,FALSE,FALSE,FALSE, 
2029,yneG,0.011654928,0.131812846,x,FALSE,FALSE,FALSE, 
2030,yneH,0.000341307,0.063418937,x,FALSE,FALSE,FALSE, 
2031,marA,0.001528682,0.045848173,n,FALSE,FALSE,FALSE, 
2032,eamA,0.009058029,0.205918051,n,TRUE,FALSE,FALSE, 
2033,ydfG,0.001936213,0.034687708,x,FALSE,FALSE,FALSE, 
2034,ynfD,0.009095792,0.037962348,l/N,FALSE,FALSE,FALSE, 
2035,mdtJ,0.001447841,0.059612514,H,TRUE,TRUE,TRUE,mdtJI
2036,ydgC,0.00428959,0.045145847,x,FALSE,FALSE,FALSE, 
2037,rstB,0.002997896,0.050482503,x,FALSE,FALSE,FALSE, 
2038,malX,0.002027243,0.056087043,x,FALSE,FALSE,FALSE, 
2039,ydgT,0.000288372,0.02436113,x,TRUE,TRUE,TRUE,cnu
2040,tyrS,0.000552713,0.036622924,x,FALSE,FALSE,FALSE, 
2041,ydhJ,0.012218605,0.043693688,N,FALSE,FALSE,FALSE, 
2042,ydhF,0.002252713,0.063036323,n,FALSE,FALSE,FALSE, 
2043,nemA,0.002787154,0.072841085,x,FALSE,FALSE,FALSE, 
2044,ydhO,0.003277187,0.042225471,N,FALSE,FALSE,FALSE, 
2045,ydhR,0.012027685,0.076484275,L/n,FALSE,FALSE,FALSE, 
2046,ydhT,0.006617276,0.044996235,l/N,FALSE,FALSE,TRUE,ydhYVWXUT
2047,ydhX,0.007468106,0.053675305,N,FALSE,FALSE,TRUE,ydhYVWXUT
2048,lpp,0,0.001623256,x,TRUE,TRUE,TRUE,lpp
2049,sufA,0.004152824,0.080226357,l,FALSE,FALSE,FALSE, 
2050,ydiH,0.000653821,0.06211794,L,FALSE,FALSE,FALSE, 
2051,ydiL,0.006761683,0.053662348,N,TRUE,TRUE,TRUE,ydiL
2052,ydiN,0.002678738,0.051630897,n,TRUE,TRUE,TRUE,ydiNB-aroD
2053,ydiO,0.000306091,0.085778738,l/n,TRUE,TRUE,TRUE,ydiFO
2054,ydiQ,0.009406977,0.040678738,l/n,TRUE,TRUE,TRUE,ydiQRST-fadK
2055,ydiR,0.00529701,0.043039203,x,FALSE,FALSE,TRUE,ydiQRST-fadK
2056,ydiS,0.006854485,0.080891694,x,FALSE,FALSE,TRUE,ydiQRST-fadK
2057,ydiT,0.005338095,0.060856921,x,FALSE,FALSE,TRUE,ydiQRST-fadK
2058,ydiU,0.008902547,0.0417701,n,TRUE,TRUE,TRUE,ydiU
2059,ydiZ,0.003640199,0.034751163,N,FALSE,FALSE,FALSE, 
2060,chbG,0.022124695,0.168750831,x,FALSE,FALSE,TRUE,chbG
2061,chbA,0.001815836,0.050443189,x,TRUE,TRUE,TRUE,chbBCARFG
2062,ydjY,0.006398782,0.040833887,N,FALSE,FALSE,FALSE, 
2063,ynjB,0.009526467,0.09464031,x,FALSE,FALSE,FALSE, 
2064,ynjE,0.005450941,0.114708084,n,FALSE,FALSE,FALSE, 
2065,yeaG,5.12E-05,0.064922148,x,FALSE,FALSE,TRUE,yeaGH
2066,yeaH,0.001017386,0.0845701,l/n,TRUE,TRUE,TRUE,yeaGH
2067,yeaK,0.003390365,0.037418051,l/n,TRUE,TRUE,TRUE,yeaK
2068,yeaL,0.001378738,0.051727464,n,FALSE,FALSE,FALSE, 
2069,yeaM,0.007676301,0.049251163,N,FALSE,FALSE,FALSE, 
2070,yoaB,0.001711517,0.057078848,l/n,TRUE,TRUE,TRUE,yoaB
2071,yoaC,0.01259247,0.053590476,L/N,TRUE,TRUE,TRUE,yoaC
2072,yoaD,0.003948505,0.036197674,n,FALSE,FALSE,FALSE, 
2073,manX,0.001418051,0.02499247,n,FALSE,FALSE,FALSE, 
2074,yebO,0.0021433,0.035373422,L/N,TRUE,TRUE,TRUE,yebO
2075,yebQ,0.003180731,0.049074197,N,FALSE,FALSE,TRUE,yebQ
2076,yebW,0.004305094,0.045209967,L/N,FALSE,FALSE,FALSE, 
2077,yebG,0.000418715,0.025981838,n,FALSE,FALSE,FALSE, 
2078,purT,0.004423367,0.064601993,x,FALSE,FALSE,FALSE, 
2079,lpxM,0.001681285,0.041899225,x,FALSE,FALSE,FALSE, 
2080,ruvA,0.001042746,0.047829568,l/n,TRUE,TRUE,TRUE,ruvAB
2081,yebB,0.007592359,0.09937464,L/N,TRUE,TRUE,TRUE,yebB
2082,yecN,0.001421152,0.040185936,x,FALSE,FALSE,FALSE, 
2083,flhE,0.021183832,0.178658029,h/l/N,TRUE,FALSE,FALSE, 
2084,flhC,0.000849945,0.038623145,N,FALSE,FALSE,TRUE,flhDC
2085,flhD,0.001094131,0.017906312,l/n,TRUE,TRUE,TRUE,flhDC
2086,yecG,0.006319158,0.035095127,L/N,TRUE,TRUE,TRUE,uspC
2087,otsB,0.00346711,0.062764009,x,FALSE,FALSE,FALSE, 
2088,yodA,0.003192691,0.055721595,H/L/N,TRUE,TRUE,TRUE,zinT
2089,shiA,0.002945293,0.0615732,l/n,TRUE,TRUE,TRUE,shiA
2090,cbl,0.005258472,0.056357143,N,TRUE,FALSE,TRUE,cbl
2091,cobU,0.006049723,0.037925471,l/N,FALSE,FALSE,FALSE, 
2092,yeeA,0.003107863,0.050909967,x,FALSE,FALSE,FALSE, 
2093,cld,0.043598007,0.38400813,h/n,TRUE,TRUE,TRUE,cld
2094,wcaJ,0.041574529,0.102800232,L,FALSE,FALSE,TRUE,wcaCDEF-gmd-fcl-gmm-wcaI-cpsBG-wcaJ-wzxC
2095,nudD,0.036493798,0.052210918,x,FALSE,FALSE,TRUE,wcaCDEF-gmd-fcl-gmm-wcaI-cpsBG-wcaJ-wzxC
2096,wcaF,0.009136213,0.121148505,N,TRUE,TRUE,TRUE,wcaCDEF-gmd-fcl-gmm-wcaI-cpsBG-wcaJ-wzxC
2097,wcaE,0.015831451,0.118907549,N,TRUE,TRUE,TRUE,wcaCDEF-gmd-fcl-gmm-wcaI-cpsBG-wcaJ-wzxC
2098,wcaD,0.0046268,0.118412292,N,TRUE,TRUE,TRUE,wcaCDEF-gmd-fcl-gmm-wcaI-cpsBG-wcaJ-wzxC
