qseqid	sseqid	A_gene	B_gene
sp|P0AFA7|NHAB_ECOLI	sp|P0AFA7|NHAB_ECOLI	nhaB	nhaB
sp|P0AFA9|NIKC_ECOLI	sp|P0AFA9|NIKC_ECOLI	nikC	nikC
sp|P0AFB1|NLPI_ECOLI	sp|P0AFB1|NLPI_ECOLI	nlpI	nlpI
sp|P0AFB5|NTRB_ECOLI	sp|P0AFB5|NTRB_ECOLI	glnL	glnL
sp|P0AFB8|NTRC_ECOLI	sp|P0AFB8|NTRC_ECOLI	glnG	glnG
sp|P0AFC0|NUDB_ECOLI	sp|P0AFC0|NUDB_ECOLI	nudB	nudB
sp|P0AFC3|NUOA_ECOLI	sp|P0AFC3|NUOA_ECOLI	nuoA	nuoA
sp|P0AFC7|NUOB_ECOLI	sp|P0AFC7|NUOB_ECOLI	nuoB	nuoB
sp|P0AFD1|NUOE_ECOLI	sp|P0AFD1|NUOE_ECOLI	nuoE	nuoE
sp|P0AFD4|NUOH_ECOLI	sp|P0AFD4|NUOH_ECOLI	nuoH	nuoH
sp|P0AFD6|NUOI_ECOLI	sp|P0AFD6|NUOI_ECOLI	nuoI	nuoI
sp|P0AFE0|NUOJ_ECOLI	sp|P0AFE0|NUOJ_ECOLI	nuoJ	nuoJ
sp|P0AFE4|NUOK_ECOLI	sp|P0AFE4|NUOK_ECOLI	nuoK	nuoK
sp|P0AFE8|NUOM_ECOLI	sp|P0AFE8|NUOM_ECOLI	nuoM	nuoM
sp|P0AFF0|NUON_ECOLI	sp|P0AFF0|NUON_ECOLI	nuoN	nuoN
sp|P0AFF2|NUPC_ECOLI	sp|P0AFF2|NUPC_ECOLI	nupC	nupC
sp|P0AFF4|NUPG_ECOLI	sp|P0AFF4|NUPG_ECOLI	nupG	nupG
sp|P0AFF6|NUSA_ECOLI	sp|P0AFF6|NUSA_ECOLI	nusA	nusA
sp|P0AFG0|NUSG_ECOLI	sp|P0AFG0|NUSG_ECOLI	nusG	nusG
sp|P0AFG3|ODO1_ECOLI	sp|P0AFG3|ODO1_ECOLI	sucA	sucA
sp|P0AFG6|ODO2_ECOLI	sp|P0AFG6|ODO2_ECOLI	sucB	sucB
sp|P0AFG8|ODP1_ECOLI	sp|P0AFG8|ODP1_ECOLI	aceE	aceE
sp|P0AFH0|OGT_ECOLI	sp|P0AFH0|OGT_ECOLI	ogt	ogt
sp|P0AFH2|OPPB_ECOLI	sp|P0AFH2|OPPB_ECOLI	oppB	oppB
sp|P0AFH6|OPPC_ECOLI	sp|P0AFH6|OPPC_ECOLI	oppC	oppC
sp|P0AFH8|OSMY_ECOLI	sp|P0AFH8|OSMY_ECOLI	osmY	osmY
sp|P0AFI0|OXC_ECOLI	sp|P0AFI0|OXC_ECOLI	oxc	oxc
sp|P0AFI2|PARC_ECOLI	sp|P0AFI2|PARC_ECOLI	parC	parC
sp|P0AFI5|PBP7_ECOLI	sp|P0AFI5|PBP7_ECOLI	pbpG	pbpG
sp|P0AFI7|PDXH_ECOLI	sp|P0AFI7|PDXH_ECOLI	pdxH	pdxH
sp|P0AFI9|PERM_ECOLI	sp|P0AFI9|PERM_ECOLI	perM	perM
sp|P0AFJ1|YJDM_ECOLI	sp|P0AFJ1|YJDM_ECOLI	yjdM	yjdM
sp|P0AFJ5|PHOB_ECOLI	sp|P0AFJ5|PHOB_ECOLI	phoB	phoB
sp|P0AFJ7|PITA_ECOLI	sp|P0AFJ7|PITA_ECOLI	pitA	pitA
sp|P0AFK0|PMBA_ECOLI	sp|P0AFK0|PMBA_ECOLI	pmbA	pmbA
sp|P0AFK2|PNUC_ECOLI	sp|P0AFK2|PNUC_ECOLI	pnuC	pnuC
sp|P0AFK4|POTB_ECOLI	sp|P0AFK4|POTB_ECOLI	potB	potB
sp|P0AFK6|POTC_ECOLI	sp|P0AFK6|POTC_ECOLI	potC	potC
sp|P0AFK9|POTD_ECOLI	sp|P0AFK9|POTD_ECOLI	potD	potD
sp|P0AFL1|POTI_ECOLI	sp|P0AFL1|POTI_ECOLI	potI	potI
sp|P0AFL3|PPIA_ECOLI	sp|P0AFL3|PPIA_ECOLI	ppiA	ppiA
sp|P0AFL6|PPX_ECOLI	sp|P0AFL6|PPX_ECOLI	ppx	ppx
sp|P0AFL9|PQIA_ECOLI	sp|P0AFL9|PQIA_ECOLI	pqiA	pqiA
sp|P0AFM2|PROX_ECOLI	sp|P0AFM2|PROX_ECOLI	proX	proX
sp|P0AFM4|PSIF_ECOLI	sp|P0AFM4|PSIF_ECOLI	psiF	psiF
sp|P0AFM6|PSPA_ECOLI	sp|P0AFM6|PSPA_ECOLI	pspA	pspA
sp|P0AFM9|PSPB_ECOLI	sp|P0AFM9|PSPB_ECOLI	pspB	pspB
sp|P0AFN2|PSPC_ECOLI	sp|P0AFN2|PSPC_ECOLI	pspC	pspC
sp|P0AFN6|YADH_ECOLI	sp|P0AFN6|YADH_ECOLI	yadH	yadH
sp|P0AFP0|YADS_ECOLI	sp|P0AFP0|YADS_ECOLI	yadS	yadS
sp|P0AFP2|ATL_ECOLI	sp|P0AFP2|ATL_ECOLI	atl	atl
sp|P0AFP4|YBBO_ECOLI	sp|P0AFP4|YBBO_ECOLI	ybbO	ybbO
sp|P0AFP6|GCH1L_ECOLI	sp|P0AFP6|GCH1L_ECOLI	ybgI	ybgI
sp|P0AFP9|YBHR_ECOLI	sp|P0AFP9|YBHR_ECOLI	ybhR	ybhR
sp|P0AFQ2|YBHS_ECOLI	sp|P0AFQ2|YBHS_ECOLI	ybhS	ybhS
sp|P0AFQ5|RUTC_ECOLI	sp|P0AFQ5|RUTC_ECOLI	rutC	rutC
sp|P0AFQ7|YCFH_ECOLI	sp|P0AFQ7|YCFH_ECOLI	ycfH	ycfH
sp|P0AFR0|RSSA_ECOLI	sp|P0AFR0|RSSA_ECOLI	rssA	rssA
sp|P0AFR2|DAUA_ECOLI	sp|P0AFR2|DAUA_ECOLI	dauA	dauA
sp|P0AFR4|YCIO_ECOLI	sp|P0AFR4|YCIO_ECOLI	yciO	yciO
sp|P0AFR7|YCJO_ECOLI	sp|P0AFR7|YCJO_ECOLI	ycjO	ycjO
sp|P0AFR9|YDCV_ECOLI	sp|P0AFR9|YDCV_ECOLI	ydcV	ydcV
sp|P0AFS1|LSRD_ECOLI	sp|P0AFS1|LSRD_ECOLI	lsrD	lsrD
sp|P0AFS3|FOLM_ECOLI	sp|P0AFS3|FOLM_ECOLI	folM	folM
sp|P0AFS5|TQSA_ECOLI	sp|P0AFS5|TQSA_ECOLI	tqsA	tqsA
sp|P0AFS7|YDIK_ECOLI	sp|P0AFS7|YDIK_ECOLI	ydiK	ydiK
sp|P0AFS9|MEPM_ECOLI	sp|P0AFS9|MEPM_ECOLI	mepM	mepM
sp|P0AFT2|TCYL_ECOLI	sp|P0AFT2|TCYL_ECOLI	tcyL	tcyL
sp|P0AFT5|BTSR_ECOLI	sp|P0AFT5|BTSR_ECOLI	btsR	btsR
sp|P0AFT8|YEIW_ECOLI	sp|P0AFT8|YEIW_ECOLI	yeiW	yeiW
sp|P0AFU0|YEJB_ECOLI	sp|P0AFU0|YEJB_ECOLI	yejB	yejB
sp|P0AFU2|YFBS_ECOLI	sp|P0AFU2|YFBS_ECOLI	yfbS	yfbS
sp|P0AFU4|GLRR_ECOLI	sp|P0AFU4|GLRR_ECOLI	glrR	glrR
sp|P0AFU6|YIIF_ECOLI	sp|P0AFU6|YIIF_ECOLI	yiiF	yiiF
sp|P0AFU8|RISA_ECOLI	sp|P0AFU8|RISA_ECOLI	ribC	ribC
sp|P0AFV0|YIBH_ECOLI	sp|P0AFV0|YIBH_ECOLI	yibH	yibH
sp|P0AFV2|YHID_ECOLI	sp|P0AFV2|YHID_ECOLI	yhiD	yhiD
sp|P0AFV4|MEPS_ECOLI	sp|P0AFV4|MEPS_ECOLI	mepS	mepS
sp|P0AFV8|PSPD_ECOLI	sp|P0AFV8|PSPD_ECOLI	pspD	pspD
sp|P0AFW0|RFAH_ECOLI	sp|P0AFW0|RFAH_ECOLI	rfaH	rfaH
sp|P0AFW2|RMF_ECOLI	sp|P0AFW2|RMF_ECOLI	rmf	rmf
sp|P0AFW4|RNK_ECOLI	sp|P0AFW4|RNK_ECOLI	rnk	rnk
sp|P0AFW8|ROF_ECOLI	sp|P0AFW8|ROF_ECOLI	rof	rof
sp|P0AFX0|HPF_ECOLI	sp|P0AFX0|HPF_ECOLI	hpf	hpf
sp|P0AFX4|RSD_ECOLI	sp|P0AFX4|RSD_ECOLI	rsd	rsd
sp|P0AFX7|RSEA_ECOLI	sp|P0AFX7|RSEA_ECOLI	rseA	rseA
sp|P0AFX9|RSEB_ECOLI	sp|P0AFX9|RSEB_ECOLI	rseB	rseB
sp|P0AFY2|SANA_ECOLI	sp|P0AFY2|SANA_ECOLI	sanA	sanA
sp|P0AFY6|SBMA_ECOLI	sp|P0AFY6|SBMA_ECOLI	sbmA	sbmA
sp|P0AFY8|SEQA_ECOLI	sp|P0AFY8|SEQA_ECOLI	seqA	seqA
sp|P0AFZ1|SSEB_ECOLI	sp|P0AFZ1|SSEB_ECOLI	sseB	sseB
sp|P0AFZ3|SSPB_ECOLI	sp|P0AFZ3|SSPB_ECOLI	sspB	sspB
sp|P0AFZ5|SULA_ECOLI	sp|P0AFZ5|SULA_ECOLI	sulA	sulA
sp|P0AFZ7|TRKH_ECOLI	sp|P0AFZ7|TRKH_ECOLI	trkH	trkH
sp|P0AG00|WZZE_ECOLI	sp|P0AG00|WZZE_ECOLI	wzzE	wzzE
sp|P0AG03|UBIX_ECOLI	sp|P0AG03|UBIX_ECOLI	ubiX	ubiX
sp|P0AG07|RPE_ECOLI	sp|P0AG07|RPE_ECOLI	rpe	rpe
sp|P0AG11|UMUD_ECOLI	sp|P0AG11|UMUD_ECOLI	umuD	umuD
sp|P0AG14|SOHB_ECOLI	sp|P0AG14|SOHB_ECOLI	sohB	sohB
sp|P0AG16|PUR1_ECOLI	sp|P0AG16|PUR1_ECOLI	purF	purF
sp|P0AG18|PURE_ECOLI	sp|P0AG18|PURE_ECOLI	purE	purE
sp|P0AG20|RELA_ECOLI	sp|P0AG20|RELA_ECOLI	relA	relA
sp|P0AG24|SPOT_ECOLI	sp|P0AG24|SPOT_ECOLI	spoT	spoT
sp|P0AG27|YIBN_ECOLI	sp|P0AG27|YIBN_ECOLI	yibN	yibN
sp|P0AG30|RHO_ECOLI	sp|P0AG30|RHO_ECOLI	rho	rho
sp|P0AG34|RHTB_ECOLI	sp|P0AG34|RHTB_ECOLI	rhtB	rhtB
sp|P0AG38|RHTC_ECOLI	sp|P0AG38|RHTC_ECOLI	rhtC	rhtC
sp|P0AG40|RIBF_ECOLI	sp|P0AG40|RIBF_ECOLI	ribF	ribF
sp|P0AG44|RL17_ECOLI	sp|P0AG44|RL17_ECOLI	rplQ	rplQ
sp|P0AG48|RL21_ECOLI	sp|P0AG48|RL21_ECOLI	rplU	rplU
sp|P0AG51|RL30_ECOLI	sp|P0AG51|RL30_ECOLI	rpmD	rpmD
sp|P0AG55|RL6_ECOLI	sp|P0AG55|RL6_ECOLI	rplF	rplF
sp|P0AG59|RS14_ECOLI	sp|P0AG59|RS14_ECOLI	rpsN	rpsN
sp|P0AG63|RS17_ECOLI	sp|P0AG63|RS17_ECOLI	rpsQ	rpsQ
sp|P0AG67|RS1_ECOLI	sp|P0AG67|RS1_ECOLI	rpsA	rpsA
sp|P0AG71|RMUC_ECOLI	sp|P0AG71|RMUC_ECOLI	rmuC	rmuC
sp|P0AG74|RUSA_ECOLI	sp|P0AG74|RUSA_ECOLI	rusA	rusA
sp|P0AG76|SBCD_ECOLI	sp|P0AG76|SBCD_ECOLI	sbcD	sbcD
sp|P0AG78|SUBI_ECOLI	sp|P0AG78|SUBI_ECOLI	sbp	sbp
sp|P0AG80|UGPB_ECOLI	sp|P0AG80|UGPB_ECOLI	ugpB	ugpB
sp|P0AG82|PSTS_ECOLI	sp|P0AG82|PSTS_ECOLI	pstS	pstS
sp|P0AG84|YGHA_ECOLI	sp|P0AG84|YGHA_ECOLI	yghA	yghA
sp|P0AG86|SECB_ECOLI	sp|P0AG86|SECB_ECOLI	secB	secB
sp|P0AG90|SECD_ECOLI	sp|P0AG90|SECD_ECOLI	secD	secD
sp|P0AG93|SECF_ECOLI	sp|P0AG93|SECF_ECOLI	secF	secF
sp|P0AG96|SECE_ECOLI	sp|P0AG96|SECE_ECOLI	secE	secE
sp|P0AG99|SECG_ECOLI	sp|P0AG99|SECG_ECOLI	secG	secG
sp|P0AGA2|SECY_ECOLI	sp|P0AGA2|SECY_ECOLI	secY	secY
sp|P0AGA6|UHPA_ECOLI	sp|P0AGA6|UHPA_ECOLI	uhpA	uhpA
sp|P0AGB0|SERB_ECOLI	sp|P0AGB0|SERB_ECOLI	serB	serB
sp|P0AGB3|RPOH_ECOLI	sp|P0AGB3|RPOH_ECOLI	rpoH	rpoH
sp|P0AGB6|RPOE_ECOLI	sp|P0AGB6|RPOE_ECOLI	rpoE	rpoE
sp|P0AGC0|UHPT_ECOLI	sp|P0AGC0|UHPT_ECOLI	uhpT	uhpT
sp|P0AGC3|SLT_ECOLI	sp|P0AGC3|SLT_ECOLI	slt	slt
sp|P0AGC5|MLTF_ECOLI	sp|P0AGC5|MLTF_ECOLI	mltF	mltF
sp|P0AGC7|SMP_ECOLI	sp|P0AGC7|SMP_ECOLI	ytjB	ytjB
sp|P0AGD1|SODC_ECOLI	sp|P0AGD1|SODC_ECOLI	sodC	sodC
sp|P0AGD3|SODF_ECOLI	sp|P0AGD3|SODF_ECOLI	sodB	sodB
sp|P0AGD7|SRP54_ECOLI	sp|P0AGD7|SRP54_ECOLI	ffh	ffh
sp|P0AGE0|SSB_ECOLI	sp|P0AGE0|SSB_ECOLI	ssb	ssb
sp|P0AGE4|SSTT_ECOLI	sp|P0AGE4|SSTT_ECOLI	sstT	sstT
sp|P0AGE6|CHRR_ECOLI	sp|P0AGE6|CHRR_ECOLI	chrR	chrR
sp|P0AGE9|SUCD_ECOLI	sp|P0AGE9|SUCD_ECOLI	sucD	sucD
sp|P0AGF2|CSDE_ECOLI	sp|P0AGF2|CSDE_ECOLI	csdE	csdE
sp|P0AGF4|XYLE_ECOLI	sp|P0AGF4|XYLE_ECOLI	xylE	xylE
sp|P0AGF6|TDCB_ECOLI	sp|P0AGF6|TDCB_ECOLI	tdcB	tdcB
sp|P0AGG0|THIL_ECOLI	sp|P0AGG0|THIL_ECOLI	thiL	thiL
sp|P0AGG2|TESB_ECOLI	sp|P0AGG2|TESB_ECOLI	tesB	tesB
sp|P0AGG4|THIO2_ECOLI	sp|P0AGG4|THIO2_ECOLI	trxC	trxC
sp|P0AGG8|TLDD_ECOLI	sp|P0AGG8|TLDD_ECOLI	tldD	tldD
sp|P0AGH1|YHHJ_ECOLI	sp|P0AGH1|YHHJ_ECOLI	yhhJ	yhhJ
sp|P0AGH3|SAPB_ECOLI	sp|P0AGH3|SAPB_ECOLI	sapB	sapB
sp|P0AGH5|SAPC_ECOLI	sp|P0AGH5|SAPC_ECOLI	sapC	sapC
sp|P0AGH8|PSTC_ECOLI	sp|P0AGH8|PSTC_ECOLI	pstC	pstC
sp|P0AGI1|RBSC_ECOLI	sp|P0AGI1|RBSC_ECOLI	rbsC	rbsC
sp|P0AGI4|XYLH_ECOLI	sp|P0AGI4|XYLH_ECOLI	xylH	xylH
sp|P0AGI8|TRKA_ECOLI	sp|P0AGI8|TRKA_ECOLI	trkA	trkA
sp|P0AGJ2|TRMH_ECOLI	sp|P0AGJ2|TRMH_ECOLI	trmH	trmH
sp|P0AGJ5|YFIF_ECOLI	sp|P0AGJ5|YFIF_ECOLI	yfiF	yfiF
sp|P0AGJ7|TRML_ECOLI	sp|P0AGJ7|TRML_ECOLI	trmL	trmL
sp|P0AGJ9|SYY_ECOLI	sp|P0AGJ9|SYY_ECOLI	tyrS	tyrS
sp|P0AGK1|UBIA_ECOLI	sp|P0AGK1|UBIA_ECOLI	ubiA	ubiA
sp|P0AGK4|YHBY_ECOLI	sp|P0AGK4|YHBY_ECOLI	yhbY	yhbY
sp|P0AGK8|ISCR_ECOLI	sp|P0AGK8|ISCR_ECOLI	iscR	iscR
sp|P0AGL2|TDCF_ECOLI	sp|P0AGL2|TDCF_ECOLI	tdcF	tdcF
sp|P0AGL5|RATA_ECOLI	sp|P0AGL5|RATA_ECOLI	ratA	ratA
sp|P0AGL7|RSME_ECOLI	sp|P0AGL7|RSME_ECOLI	rsmE	rsmE
sp|P0AGM0|YHHT_ECOLI	sp|P0AGM0|YHHT_ECOLI	yhhT	yhhT
sp|P0AGM2|YICG_ECOLI	sp|P0AGM2|YICG_ECOLI	yicG	yicG
sp|P0AGM5|SIRB1_ECOLI	sp|P0AGM5|SIRB1_ECOLI	ychA	ychA
sp|P0AGM7|URAA_ECOLI	sp|P0AGM7|URAA_ECOLI	uraA	uraA
sp|P0AGM9|XANP_ECOLI	sp|P0AGM9|XANP_ECOLI	xanP	xanP
sp|P0C018|RL18_ECOLI	sp|P0C018|RL18_ECOLI	rplR	rplR
sp|P0C037|PPNP_ECOLI	sp|P0C037|PPNP_ECOLI	ppnP	ppnP
sp|P0C054|IBPA_ECOLI	sp|P0C054|IBPA_ECOLI	ibpA	ibpA
sp|P0C058|IBPB_ECOLI	sp|P0C058|IBPB_ECOLI	ibpB	ibpB
sp|P0C066|MLTC_ECOLI	sp|P0C066|MLTC_ECOLI	mltC	mltC
sp|P0C077|RELE_ECOLI	sp|P0C077|RELE_ECOLI	relE	relE
sp|P0C079|RELB_ECOLI	sp|P0C079|RELB_ECOLI	relB	relB
sp|P0C093|SLMA_ECOLI	sp|P0C093|SLMA_ECOLI	slmA	slmA
sp|P0C0K3|SRKA_ECOLI	sp|P0C0K3|SRKA_ECOLI	srkA	srkA
sp|P0C0L2|OSMC_ECOLI	sp|P0C0L2|OSMC_ECOLI	osmC	osmC
sp|P0C0L7|PROP_ECOLI	sp|P0C0L7|PROP_ECOLI	proP	proP
sp|P0C0L9|ISCX_ECOLI	sp|P0C0L9|ISCX_ECOLI	iscX	iscX
sp|P0C0R7|RLME_ECOLI	sp|P0C0R7|RLME_ECOLI	rlmE	rlmE
sp|P0C0S1|MSCS_ECOLI	sp|P0C0S1|MSCS_ECOLI	mscS	mscS
sp|P0C0T5|MEPA_ECOLI	sp|P0C0T5|MEPA_ECOLI	mepA	mepA
sp|P0C0U4|RIMK_ECOLI	sp|P0C0U4|RIMK_ECOLI	rimK	rimK
sp|P0C0V0|DEGP_ECOLI	sp|P0C0V0|DEGP_ECOLI	degP	degP
sp|P0C7L2|PAAJ_ECOLI	sp|P0C7L2|PAAJ_ECOLI	paaJ	paaJ
sp|P0C8J6|GATY_ECOLI	sp|P0C8J6|GATY_ECOLI	gatY	gatY
sp|P0C8J8|GATZ_ECOLI	sp|P0C8J8|GATZ_ECOLI	gatZ	gatZ
sp|P0C8K0|KBAZ_ECOLI	sp|P0C8K0|KBAZ_ECOLI	kbaZ	kbaZ
sp|P0C960|EMTA_ECOLI	sp|P0C960|EMTA_ECOLI	emtA	emtA
sp|P0CB39|EPTC_ECOLI	sp|P0CB39|EPTC_ECOLI	eptC	eptC
sp|P0CB62|YMIA_ECOLI	sp|P0CB62|YMIA_ECOLI	ymiA	ymiA
sp|P0CD93|YMJD_ECOLI	sp|P0CD93|YMJD_ECOLI	ymjD	ymjD
sp|P0CE44|UIDB_ECOLI	sp|P0CE44|UIDB_ECOLI	uidB	uidB
sp|P0CE47|EFTU1_ECOLI	sp|P0CE47|EFTU1_ECOLI	tufA	tufA
sp|P0CE48|EFTU2_ECOLI	sp|P0CE48|EFTU2_ECOLI	tufB	tufB
sp|P0CE53|INSH6_ECOLI	sp|P0CE53|INSH6_ECOLI	insH6	insH6
sp|P0CF07|INSA1_ECOLI	sp|P0CF12|INSA6_ECOLI	insA1	insA6
sp|P0CF08|INSA2_ECOLI	sp|P0CF10|INSA4_ECOLI	insA2	insA4
sp|P0CF09|INSA3_ECOLI	sp|P0CF10|INSA4_ECOLI	insA3	insA4
sp|P0CF10|INSA4_ECOLI	sp|P0CF10|INSA4_ECOLI	insA4	insA4
sp|P0CF12|INSA6_ECOLI	sp|P0CF12|INSA6_ECOLI	insA6	insA6
sp|P0CF60|INSD8_ECOLI	sp|P0CF60|INSD8_ECOLI	insD8	insD8
sp|P0CF88|INSI1_ECOLI	sp|P0CF88|INSI1_ECOLI	insI1	insI1
sp|P0CF89|INSI3_ECOLI	sp|P0CF90|INSI4_ECOLI	insI3	insI4
sp|P0CF90|INSI4_ECOLI	sp|P0CF90|INSI4_ECOLI	insI4	insI4
sp|P0CG19|RNPH_ECOLI	sp|P0CG19|RNPH_ECOLI	rph	rph
sp|P0CI31|HCAB_ECOLI	sp|P0CI31|HCAB_ECOLI	hcaB	hcaB
sp|P0CK95|ACFD_ECOLI	sp|P0CK95|ACFD_ECOLI	yghJ	yghJ
sp|P0DKB3|MNTS_ECOLI	sp|P0DKB3|MNTS_ECOLI	mntS	mntS
sp|P0DM85|CRFC_ECOLI	sp|P0DM85|CRFC_ECOLI	crfC	crfC
sp|P0DMC5|RCSC_ECOLI	sp|P0DMC5|RCSC_ECOLI	rcsC	rcsC
sp|P0DMC7|RCSB_ECOLI	sp|P0DMC7|RCSB_ECOLI	rcsB	rcsB
sp|P0DMC9|RCSA_ECOLI	sp|P0DMC9|RCSA_ECOLI	rcsA	rcsA
sp|P0DP21|YJIP_ECOLI	sp|P0DP21|YJIP_ECOLI	yjiP	yjiP
sp|P0DP22|YJIQ_ECOLI	sp|P0DP22|YJIQ_ECOLI	yjiQ	yjiQ
sp|P0DP63|YBEH_ECOLI	sp|P0DP63|YBEH_ECOLI	ybeH	ybeH
sp|P0DP64|YBEM_ECOLI	sp|P0DP64|YBEM_ECOLI	ybeM	ybeM
sp|P0DP69|PHNE1_ECOLI	sp|P0DP69|PHNE1_ECOLI	phnE1	phnE1
sp|P0DP70|PHNE2_ECOLI	sp|P0DP70|PHNE2_ECOLI	phnE	phnE
sp|P0DTT0|BIPA_ECOLI	sp|P0DTT0|BIPA_ECOLI	bipA	bipA
sp|P10100|RLPA_ECOLI	sp|P10100|RLPA_ECOLI	rlpA	rlpA
sp|P10121|FTSY_ECOLI	sp|P10121|FTSY_ECOLI	ftsY	ftsY
sp|P10151|LEUO_ECOLI	sp|P10151|LEUO_ECOLI	leuO	leuO
sp|P10346|GLNQ_ECOLI	sp|P10346|GLNQ_ECOLI	glnQ	glnQ
sp|P10371|HIS4_ECOLI	sp|P10371|HIS4_ECOLI	hisA	hisA
sp|P10378|ENTE_ECOLI	sp|P10378|ENTE_ECOLI	entE	entE
sp|P10384|FADL_ECOLI	sp|P10384|FADL_ECOLI	fadL	fadL
sp|P10408|SECA_ECOLI	sp|P10408|SECA_ECOLI	secA	secA
sp|P10423|IAP_ECOLI	sp|P10423|IAP_ECOLI	iap	iap
sp|P10441|LPXB_ECOLI	sp|P10441|LPXB_ECOLI	lpxB	lpxB
sp|P10442|RNH2_ECOLI	sp|P10442|RNH2_ECOLI	rnhB	rnhB
sp|P10443|DPO3A_ECOLI	sp|P10443|DPO3A_ECOLI	dnaE	dnaE
sp|P10805|ENVY_ECOLI	sp|P10805|ENVY_ECOLI	envY	envY
sp|P10902|NADB_ECOLI	sp|P10902|NADB_ECOLI	nadB	nadB
sp|P10903|NARK_ECOLI	sp|P10903|NARK_ECOLI	narK	narK
sp|P10905|UGPA_ECOLI	sp|P10905|UGPA_ECOLI	ugpA	ugpA
sp|P10906|UGPE_ECOLI	sp|P10906|UGPE_ECOLI	ugpE	ugpE
sp|P10907|UGPC_ECOLI	sp|P10907|UGPC_ECOLI	ugpC	ugpC
sp|P10908|UGPQ_ECOLI	sp|P10908|UGPQ_ECOLI	ugpQ	ugpQ
sp|P11071|ACEK_ECOLI	sp|P11071|ACEK_ECOLI	aceK	aceK
sp|P11072|LIT_ECOLI	sp|P11072|LIT_ECOLI	lit	lit
sp|P11286|YIAB_ECOLI	sp|P11286|YIAB_ECOLI	yiaB	yiaB
sp|P11289|YFIL_ECOLI	sp|P11289|YFIL_ECOLI	yfiL	yfiL
sp|P11290|YIBD_ECOLI	sp|P11290|YIBD_ECOLI	yibD	yibD
sp|P11291|YZCX_ECOLI	sp|P11291|YZCX_ECOLI	yzcX	yzcX
sp|P11349|NARH_ECOLI	sp|P11349|NARH_ECOLI	narH	narH
sp|P11350|NARI_ECOLI	sp|P11350|NARI_ECOLI	narI	narI
sp|P11446|ARGC_ECOLI	sp|P11446|ARGC_ECOLI	argC	argC
sp|P11447|ARLY_ECOLI	sp|P11447|ARLY_ECOLI	argH	argH
sp|P11454|ENTF_ECOLI	sp|P11454|ENTF_ECOLI	entF	entF
sp|P11458|NADA_ECOLI	sp|P11458|NADA_ECOLI	nadA	nadA
sp|P11551|FUCP_ECOLI	sp|P11551|FUCP_ECOLI	fucP	fucP
sp|P11553|FUCK_ECOLI	sp|P11553|FUCK_ECOLI	fucK	fucK
sp|P11557|DAMX_ECOLI	sp|P11557|DAMX_ECOLI	damX	damX
sp|P11663|FUME_ECOLI	sp|P11663|FUME_ECOLI	fumE	fumE
sp|P11664|YGGC_ECOLI	sp|P11664|YGGC_ECOLI	yggC	yggC
sp|P11667|ARGO_ECOLI	sp|P11667|ARGO_ECOLI	argO	argO
sp|P11864|YHAC_ECOLI	sp|P11864|YHAC_ECOLI	yhaC	yhaC
sp|P11865|YHAB_ECOLI	sp|P11865|YHAB_ECOLI	yhaB	yhaB
sp|P11866|TDCR_ECOLI	sp|P11866|TDCR_ECOLI	tdcR	tdcR
sp|P11868|TDCD_ECOLI	sp|P11868|TDCD_ECOLI	tdcD	tdcD
sp|P11875|SYR_ECOLI	sp|P11875|SYR_ECOLI	argS	argS
sp|P11880|MURF_ECOLI	sp|P11880|MURF_ECOLI	murF	murF
sp|P11988|BGLB_ECOLI	sp|P11988|BGLB_ECOLI	bglB	bglB
sp|P11989|BGLG_ECOLI	sp|P11989|BGLG_ECOLI	bglG	bglG
sp|P12008|AROC_ECOLI	sp|P12008|AROC_ECOLI	aroC	aroC
sp|P12281|MOEA_ECOLI	sp|P12281|MOEA_ECOLI	moeA	moeA
sp|P12282|MOEB_ECOLI	sp|P12282|MOEB_ECOLI	moeB	moeB
sp|P12295|UNG_ECOLI	sp|P12295|UNG_ECOLI	ung	ung
sp|P12758|UDP_ECOLI	sp|P12758|UDP_ECOLI	udp	udp
sp|P12994|YBHB_ECOLI	sp|P12994|YBHB_ECOLI	ybhB	ybhB
sp|P12995|BIOA_ECOLI	sp|P12995|BIOA_ECOLI	bioA	bioA
sp|P12996|BIOB_ECOLI	sp|P12996|BIOB_ECOLI	bioB	bioB
sp|P12998|BIOF_ECOLI	sp|P12998|BIOF_ECOLI	bioF	bioF
sp|P12999|BIOC_ECOLI	sp|P12999|BIOC_ECOLI	bioC	bioC
sp|P13000|BIOD1_ECOLI	sp|P13000|BIOD1_ECOLI	bioD1	bioD1
sp|P13001|BIOH_ECOLI	sp|P13001|BIOH_ECOLI	bioH	bioH
sp|P13009|METH_ECOLI	sp|P13009|METH_ECOLI	metH	metH
sp|P13016|AMPD_ECOLI	sp|P13016|AMPD_ECOLI	ampD	ampD
sp|P13024|FDHE_ECOLI	sp|P13024|FDHE_ECOLI	fdhE	fdhE
sp|P13029|KATG_ECOLI	sp|P13029|KATG_ECOLI	katG	katG
sp|P13033|GLPB_ECOLI	sp|P13033|GLPB_ECOLI	glpB	glpB
sp|P13035|GLPD_ECOLI	sp|P13035|GLPD_ECOLI	glpD	glpD
sp|P13036|FECA_ECOLI	sp|P13036|FECA_ECOLI	fecA	fecA
sp|P13039|FES_ECOLI	sp|P13039|FES_ECOLI	fes	fes
