Entry	Entry name	Status	Protein names	Gene names	Organism	Length	Annotation	Gene names  (primary )	Gene names  (ordered locus )
P0AC79	WECA_ECOL6	reviewed	Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33) (UDP-GlcNAc:undecaprenyl-phosphate GlcNAc-1-phosphate transferase) (Undecaprenyl-phosphate GlcNAc-1-phosphate transferase)	wecA rfe c4704	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	367	4 out of 5	wecA	c4704
A0A0H2V8L7	A0A0H2V8L7_ECOL6	unreviewed	Colanic acid biosynthesis protein wcaM	wcaM c2568	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	464	1 out of 5	wcaM	c2568
A0A0H2V8V0	A0A0H2V8V0_ECOL6	unreviewed	Putative colanic acid biosynthesis glycosyl transferase wcaL (EC 2.-.-.-)	wcaL c2569	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	406	1 out of 5	wcaL	c2569
A0A0H2VB01	A0A0H2VB01_ECOL6	unreviewed	Colanic acid biosynthesis protein wcaK	wcaK c2570	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	426	1 out of 5	wcaK	c2570
A0A0H2VA15	A0A0H2VA15_ECOL6	unreviewed	Putative colanic biosynthesis UDP-glucose lipid carrier transferase	wcaJ c2572	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	464	1 out of 5	wcaJ	c2572
A0A0H2V8R3	A0A0H2V8R3_ECOL6	unreviewed	Putative colanic acid biosynthesis glycosyl transferase wcaI	wcaI c2576	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	407	1 out of 5	wcaI	c2576
A0A0H2VA20	A0A0H2VA20_ECOL6	unreviewed	GDP-mannose mannosyl hydrolase (GDPMH) (EC 3.6.1.-)	wcaH gmm c2577	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	160	3 out of 5	wcaH	c2577
A0A0H2V8M4	A0A0H2V8M4_ECOL6	unreviewed	GDP-L-fucose synthase (EC 1.1.1.271) (GDP-4-keto-6-deoxy-D-mannose-3,5-epimerase-4-reductase)	wcaG fcl c2578	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	321	3 out of 5	wcaG	c2578
A0A0H2V8W0	A0A0H2V8W0_ECOL6	unreviewed	Putative colanic acid biosynthesis acetyltransferase wcaF (EC 2.3.1.-)	wcaF c2580	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	182	1 out of 5	wcaF	c2580
A0A0H2VB09	A0A0H2VB09_ECOL6	unreviewed	Putative colanic acid biosynthesis glycosyl transferase wcaE	wcaE c2581	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	248	1 out of 5	wcaE	c2581
A0A0H2V8R8	A0A0H2V8R8_ECOL6	unreviewed	Putative colanic acid polymerase	wcaD c2582	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	429	1 out of 5	wcaD	c2582
A0A0H2VA44	A0A0H2VA44_ECOL6	unreviewed	Putative colanic acid biosynthesis glycosyl transferase wcaC	wcaC c2583	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	405	1 out of 5	wcaC	c2583
A0A0H2V8M7	A0A0H2V8M7_ECOL6	unreviewed	Acetyltransferase (EC 2.3.1.-)	wcaB c2584	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	162	2 out of 5	wcaB	c2584
A0A0H2V8W5	A0A0H2V8W5_ECOL6	unreviewed	Putative colanic acid biosynthesis glycosyl transferase wcaA	wcaA c2585	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	279	1 out of 5	wcaA	c2585
A0A0H2VCB5	A0A0H2VCB5_ECOL6	unreviewed	UDP-galactose:(Galactosyl) LPS alpha1,2-galactosyltransferase	waaW c4450	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	342	1 out of 5	waaW	c4450
A0A0H2VBZ0	A0A0H2VBZ0_ECOL6	unreviewed	Putative beta1,3-glucosyltransferase	waaV c4449	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	327	1 out of 5	waaV	c4449
A0A0H2VDM0	A0A0H2VDM0_ECOL6	unreviewed	Lipid A-core, surface polymer ligase	waaL c4448	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	417	1 out of 5	waaL	c4448
P0AC76	KDTA_ECOL6	reviewed	3-deoxy-D-manno-octulosonic acid transferase (Kdo transferase) (EC 2.4.99.12) (EC 2.4.99.13) (Bifunctional Kdo transferase) (Kdo-lipid IV(A) 3-deoxy-D-manno-octulosonic acid transferase) (Lipid IV(A) 3-deoxy-D-manno-octulosonic acid transferase)	waaA kdtA c4457	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	425	4 out of 5	waaA	c4457
A0A0H2VAJ2	A0A0H2VAJ2_ECOL6	unreviewed	Very short patch repair endonuclease (EC 3.1.-.-)	vsr c2379	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	156	2 out of 5	vsr	c2379
A0A0H2VBW2	A0A0H2VBW2_ECOL6	unreviewed	Protein visC (EC 1.-.-.-)	visC c3488	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	400	1 out of 5	visC	c3488
Q8FBS6	VIAA_ECOL6	reviewed	Protein ViaA (VWA domain protein interacting with AAA ATPase)	viaA c4673	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	483	1 out of 5	viaA	c4673
Q8FH05	VES_ECOL6	reviewed	Protein Ves	ves c2141	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	191	1 out of 5	ves	c2141
Q8FAD1	SYV_ECOL6	reviewed	Valine--tRNA ligase (EC 6.1.1.9) (Valyl-tRNA synthetase) (ValRS)	valS c5358	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	951	3 out of 5	valS	c5358
A0A0H2VAN9	A0A0H2VAN9_ECOL6	unreviewed	VacJ lipoprotein	vacJ c2890	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	251	1 out of 5	vacJ	c2890
A0A0H2VG66	A0A0H2VG66_ECOL6	unreviewed	Ribonuclease R (RNase R) (EC 3.1.13.1)	vacB rnr c5263	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	827	3 out of 5	vacB	c5263
A0A0H2VE77	A0A0H2VE77_ECOL6	unreviewed	Uxu operon transcriptional regulator	uxuR c5404	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	257	1 out of 5	uxuR	c5404
A0A0H2VDQ8	A0A0H2VDQ8_ECOL6	unreviewed	D-mannonate oxidoreductase (EC 1.1.1.57)	uxuB c5403	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	486	1 out of 5	uxuB	c5403
P0A4R9	UXUA_ECOL6	reviewed	Mannonate dehydratase (EC 4.2.1.8) (D-mannonate hydro-lyase)	uxuA c5402	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	394	2 out of 5	uxuA	c5402
P0A8G4	UXAC_ECOL6	reviewed	Uronate isomerase (EC 5.3.1.12) (Glucuronate isomerase) (Uronic isomerase)	uxaC c3850	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	470	2 out of 5	uxaC	c3850
A0A0H2VBC3	A0A0H2VBC3_ECOL6	unreviewed	Altronate hydrolase (EC 4.2.1.7)	uxaA c3849	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	495	1 out of 5	uxaA	c3849
P66797	UVRY_ECOL6	reviewed	Response regulator UvrY	uvrY c2327	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	218	2 out of 5	uvrY	c2327
A0A0H2VE91	A0A0H2VE91_ECOL6	unreviewed	DNA helicase (EC 3.6.4.12)	uvrD c4734	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	738	2 out of 5	uvrD	c4734
P0A8G1	UVRC_ECOL6	reviewed	UvrABC system protein C (Protein UvrC) (Excinuclease ABC subunit C)	uvrC c2326	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	610	2 out of 5	uvrC	c2326
Q8FJP8	UVRB_ECOL6	reviewed	UvrABC system protein B (Protein UvrB) (Excinuclease ABC subunit B)	uvrB c0860	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	673	3 out of 5	uvrB	c0860
Q8FB02	UVRA_ECOL6	reviewed	UvrABC system protein A (UvrA protein) (Excinuclease ABC subunit A)	uvrA c5048	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	940	3 out of 5	uvrA	c5048
A0A0H2V5V0	A0A0H2V5V0_ECOL6	unreviewed	ABC transporter ATP-binding protein uup	uup c1085	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	635	1 out of 5	uup	c1085
Q8FK07	USPG_ECOL6	reviewed	Universal stress protein G	uspG c0696	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	142	1 out of 5	uspG	c0696
P0A4P6	USPF_ECOL6	reviewed	Universal stress protein F	uspF c1821	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	144	1 out of 5	uspF	c1821
P0AAC1	USPE_ECOL6	reviewed	Universal stress protein E	uspE c1806	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	316	2 out of 5	uspE	c1806
P67089	USPD_ECOL6	reviewed	Universal stress protein D	uspD c4875	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	142	1 out of 5	uspD	c4875
Q8FGN7	USPC_ECOL6	reviewed	Universal stress protein C	uspC c2309	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	142	1 out of 5	uspC	c2309
P0A8S6	USPB_ECOL6	reviewed	Universal stress protein B	uspB c4292	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	111	2 out of 5	uspB	c4292
P0AED1	USPA_ECOL6	reviewed	Universal stress protein A	uspA c4293	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	144	2 out of 5	uspA	c4293
A0A0H2V4Z8	A0A0H2V4Z8_ECOL6	unreviewed	Protein ushA	ushA c0600	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	550	1 out of 5	ushA	c0600
A0A0H2V9C3	A0A0H2V9C3_ECOL6	unreviewed	USG-1 protein	usg c2864	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	337	1 out of 5	usg	c2864
A0A0H2V9G8	A0A0H2V9G8_ECOL6	unreviewed	Uracil permease	uraA c3014	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	443	1 out of 5	uraA	c3014
P60473	UPPS_ECOL6	reviewed	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific) (EC 2.5.1.31) (Ditrans,polycis-undecaprenylcistransferase) (Undecaprenyl diphosphate synthase) (UDS) (Undecaprenyl pyrophosphate synthase) (UPP synthase)	uppS c0211	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	253	3 out of 5	uppS	c0211
P67386	UPPP_ECOL6	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP bacA upk c3807	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	273	3 out of 5	uppP	c3807
P0A8F1	UPP_ECOL6	reviewed	Uracil phosphoribosyltransferase (EC 2.4.2.9) (UMP pyrophosphorylase) (UPRTase)	upp c3015	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	208	3 out of 5	upp	c3015
A0A0H2VCA1	UPAG_ECOL6	reviewed	Autotransporter adhesin UpaG	upaG c4424	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	1778	3 out of 5	upaG	c4424
Q8FF08	UNG_ECOL6	reviewed	Uracil-DNA glycosylase (UDG) (EC 3.2.2.27)	ung c3105	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	228	2 out of 5	ung	c3105
A0A0H2V6U2	A0A0H2V6U2_ECOL6	unreviewed	UmuD protein (EC 3.4.21.-)	umuD c1631	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	139	1 out of 5	umuD	c1631
A0A0H2V735	A0A0H2V735_ECOL6	unreviewed	UmuC protein	umuC c1632	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	422	1 out of 5	umuC	c1632
P0A9W1	ULAR_ECOL6	reviewed	HTH-type transcriptional regulator UlaR	ulaR c5279	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	251	2 out of 5	ulaR	c5279
Q8FAJ4	ULAG_ECOL6	reviewed	Probable L-ascorbate-6-phosphate lactonase UlaG (EC 3.1.1.-) (L-ascorbate utilization protein G)	ulaG c5280	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	354	3 out of 5	ulaG	c5280
Q8FAI6	ULAF_ECOL6	reviewed	L-ribulose-5-phosphate 4-epimerase UlaF (EC 5.1.3.4) (L-ascorbate utilization protein F) (Phosphoribulose isomerase)	ulaF c5288	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	228	3 out of 5	ulaF	c5288
Q8FAI7	ULAE_ECOL6	reviewed	L-ribulose-5-phosphate 3-epimerase UlaE (EC 5.1.3.22) (L-ascorbate utilization protein E) (L-xylulose-5-phosphate 3-epimerase)	ulaE c5287	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	284	2 out of 5	ulaE	c5287
Q8FAI9	ULAD_ECOL6	reviewed	3-keto-L-gulonate-6-phosphate decarboxylase UlaD (EC 4.1.1.85) (3-dehydro-L-gulonate-6-phosphate decarboxylase) (KGPDC) (L-ascorbate utilization protein D)	ulaD c5285	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	216	3 out of 5	ulaD	c5285
Q8FAJ0	ULAC_ECOL6	reviewed	Ascorbate-specific PTS system EIIA component (Ascorbate-specific phosphotransferase enzyme IIA component)	ulaC c5284	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	154	2 out of 5	ulaC	c5284
Q8FAJ1	ULAB_ECOL6	reviewed	Ascorbate-specific PTS system EIIB component (EC 2.7.1.194) (Ascorbate-specific phosphotransferase enzyme IIB component)	ulaB c5283	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	101	3 out of 5	ulaB	c5283
Q8FAJ3	ULAA_ECOL6	reviewed	Ascorbate-specific PTS system EIIC component (Ascorbate-specific permease IIC component UlaA)	ulaA c5281	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	465	2 out of 5	ulaA	c5281
P0ACT7	UIDR_ECOL6	reviewed	HTH-type transcriptional regulator UidR (Uid operon repressor)	uidR c2010	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	196	2 out of 5	uidR	c2010
A0A0H2V7K4	A0A0H2V7K4_ECOL6	unreviewed	Membrane-associated protein uidC	uidC c2007	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	421	1 out of 5	uidC	c2007
A0A0H2V8T5	A0A0H2V8T5_ECOL6	unreviewed	Glucuronide carrier protein	uidB c2008	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	457	1 out of 5	uidB	c2008
A0A0H2V7H8	A0A0H2V7H8_ECOL6	unreviewed	Beta-glucuronidase (EC 3.2.1.31)	uidA c2009	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	603	1 out of 5	uidA	c2009
A0A0H2VCG4	A0A0H2VCG4_ECOL6	unreviewed	Hexose phosphate transport protein	uhpT c4590	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	463	1 out of 5	uhpT	c4590
A0A0H2VE25	A0A0H2VE25_ECOL6	unreviewed	Regulatory protein uhpC	uhpC c4591	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	440	1 out of 5	uhpC	c4591
A0A0H2VCD4	A0A0H2VCD4_ECOL6	unreviewed	Sensor protein uhpB (EC 2.7.3.-)	uhpB c4592	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	502	1 out of 5	uhpB	c4592
P0AGA7	UHPA_ECOL6	reviewed	Transcriptional regulatory protein UhpA	uhpA c4593	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	196	2 out of 5	uhpA	c4593
A0A0H2VEA3	A0A0H2VEA3_ECOL6	unreviewed	Glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46)	ugpQ c4238	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	247	1 out of 5	ugpQ	c4238
Q8FCQ1	UGPE_ECOL6	reviewed	sn-glycerol-3-phosphate transport system permease protein UgpE	ugpE c4240	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	281	2 out of 5	ugpE	c4240
Q8FCQ2	UGPC_ECOL6	reviewed	sn-glycerol-3-phosphate import ATP-binding protein UgpC (EC 7.6.2.10)	ugpC c4239	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	356	3 out of 5	ugpC	c4239
Q8CVL9	UGPB_ECOL6	reviewed	sn-glycerol-3-phosphate-binding periplasmic protein UgpB	ugpB c4242	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	438	2 out of 5	ugpB	c4242
Q8FCQ0	UGPA_ECOL6	reviewed	sn-glycerol-3-phosphate transport system permease protein UgpA	ugpA c4241	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	295	2 out of 5	ugpA	c4241
Q8FG45	UDG_ECOL6	reviewed	UDP-glucose 6-dehydrogenase (UDP-Glc dehydrogenase) (UDP-GlcDH) (UDPGDH) (EC 1.1.1.22)	ugd c2555	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	388	3 out of 5	ugd	c2555
A0A0H2VCQ0	A0A0H2VCQ0_ECOL6	unreviewed	Uridine phosphorylase (EC 2.4.2.3)	udp c4773	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	217	2 out of 5	udp	c4773
P0A8F5	URK_ECOL6	reviewed	Uridine kinase (EC 2.7.1.48) (Cytidine monophosphokinase) (Uridine monophosphokinase)	udk c2593	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	213	3 out of 5	udk	c2593
A0A0H2VBR1	A0A0H2VBR1_ECOL6	unreviewed	Oxidoreductase ucpA (EC 1.-.-.-)	ucpA c2960	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	315	1 out of 5	ucpA	c2960
A0A0H2VAL4	A0A0H2VAL4_ECOL6	unreviewed	Flavin prenyltransferase UbiX (EC 2.5.1.129)	ubiX c2855	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	189	2 out of 5	ubiX	c2855
P64600	UBIT_ECOL6	reviewed	Ubiquinone biosynthesis accessory factor UbiT	ubiT yhbT c3910	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	174	2 out of 5	ubiT	c3910
A0A0H2VAA4	A0A0H2VAA4_ECOL6	unreviewed	2-octaprenyl-6-methoxyphenol hydroxylase (EC 1.14.13.-)	ubiH c3489	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	392	1 out of 5	ubiH	c3489
Q8FFP0	UBIG_ECOL6	reviewed	Ubiquinone biosynthesis O-methyltransferase (2-octaprenyl-6-hydroxyphenol methylase) (EC 2.1.1.222) (3-demethylubiquinone-8 3-O-methyltransferase) (EC 2.1.1.64)	ubiG c2774	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	240	3 out of 5	ubiG	c2774
Q8FBJ0	UBIE_ECOL6	reviewed	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE (EC 2.1.1.163) (EC 2.1.1.201) (2-methoxy-6-polyprenyl-1,4-benzoquinol methylase) (Demethylmenaquinone methyltransferase)	ubiE c4782	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	251	4 out of 5	ubiE	c4782
P0AAB5	UBID_ECOL6	reviewed	3-octaprenyl-4-hydroxybenzoate carboxy-lyase (EC 4.1.1.98) (Polyprenyl p-hydroxybenzoate decarboxylase)	ubiD c4790	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	497	3 out of 5	ubiD	c4790
Q8FB35	UBIC_ECOL6	reviewed	Chorismate pyruvate-lyase (CL) (CPL) (EC 4.1.3.40)	ubiC c5009	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	165	2 out of 5	ubiC	c5009
Q8FBI8	UBIB_ECOL6	reviewed	Probable protein kinase UbiB (EC 2.7.-.-) (Ubiquinone biosynthesis protein UbiB)	ubiB aarF c4784	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	546	3 out of 5	ubiB	c4784
P0AGK2	UBIA_ECOL6	reviewed	4-hydroxybenzoate octaprenyltransferase (EC 2.5.1.39) (4-HB polyprenyltransferase)	ubiA c5010	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	290	3 out of 5	ubiA	c5010
Q8FH88	SYY_ECOL6	reviewed	Tyrosine--tRNA ligase (EC 6.1.1.1) (Tyrosyl-tRNA synthetase) (TyrRS)	tyrS c2029	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	424	3 out of 5	tyrS	c2029
A0A0H2V8A7	A0A0H2V8A7_ECOL6	unreviewed	Transcriptional Regulatory protein tyrR	tyrR c1795	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	522	1 out of 5	tyrR	c1795
A0A0H2V823	A0A0H2V823_ECOL6	unreviewed	Tyrosine-specific transport protein	tyrP c2323	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	403	1 out of 5	tyrP	c2323
A0A0H2VDE6	A0A0H2VDE6_ECOL6	unreviewed	Aminotransferase (EC 2.6.1.-)	tyrB c5031	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	411	2 out of 5	tyrB	c5031
A0A0H2V9K7	A0A0H2V9K7_ECOL6	unreviewed	T-protein	tyrA c3121	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	373	2 out of 5	tyrA	c3121
Q8FJ69	TUSE_ECOL6	reviewed	Sulfurtransferase TusE (EC 2.8.1.-) (tRNA 2-thiouridine synthesizing protein E)	tusE c1107	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	109	2 out of 5	tusE	c1107
Q8FCY1	TUSD_ECOL6	reviewed	Sulfurtransferase TusD (EC 2.8.1.-) (tRNA 2-thiouridine synthesizing protein D)	tusD c4119	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	128	2 out of 5	tusD	c4119
Q8FCY2	TUSC_ECOL6	reviewed	Protein TusC (tRNA 2-thiouridine synthesizing protein C)	tusC c4118	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	119	2 out of 5	tusC	c4118
Q8FCY3	TUSB_ECOL6	reviewed	Protein TusB (tRNA 2-thiouridine synthesizing protein B)	tusB c4117	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	95	2 out of 5	tusB	c4117
P0A891	TUSA_ECOL6	reviewed	Sulfur carrier protein TusA (Sulfur mediator TusA) (Sulfur transfer protein TusA) (tRNA 2-thiouridine synthesizing protein A)	tusA c4263	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	81	2 out of 5	tusA	c4263
Q8FHA8	TUS_ECOL6	reviewed	DNA replication terminus site-binding protein (Ter-binding protein)	tus c2002	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	309	2 out of 5	tus	c2002
P0A6N2	EFTU_ECOL6	reviewed	Elongation factor Tu (EF-Tu) (P-43)	tufA c4111; tufB c4935	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	394	4 out of 5	tufA; tufB	c4111; c4935
Q8FDG7	TTDT_ECOL6	reviewed	L-tartrate/succinate antiporter (Tartrate carrier) (Tartrate transporter)	ttdT c3814	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	487	2 out of 5	ttdT	c3814
Q8FDH0	TTDR_ECOL6	reviewed	HTH-type transcriptional activator TtdR	ttdR c3810	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	310	2 out of 5	ttdR	c3810
P0AC36	TTDB_ECOL6	reviewed	L(+)-tartrate dehydratase subunit beta (L-TTD beta) (EC 4.2.1.32)	ttdB c3813	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	201	2 out of 5	ttdB	c3813
Q8FDG8	TTDA_ECOL6	reviewed	L(+)-tartrate dehydratase subunit alpha (L-TTD alpha) (EC 4.2.1.32)	ttdA c3812	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	303	2 out of 5	ttdA	c3812
Q8FHP6	TTCA_ECOL6	reviewed	tRNA-cytidine(32) 2-sulfurtransferase (EC 2.8.1.-) (Two-thiocytidine biosynthesis protein A) (tRNA 2-thiocytidine biosynthesis protein TtcA)	ttcA c1818	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	311	3 out of 5	ttcA	c1818
A0A0H2V5H1	A0A0H2V5H1_ECOL6	unreviewed	Nucleoside-specific channel-forming protein tsx	tsx c0521	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	310	1 out of 5	tsx	c0521
A0A0H2VDS4	A0A0H2VDS4_ECOL6	unreviewed	Methyl-accepting chemotaxis protein I	tsr c5430	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	554	1 out of 5	tsr	c5430
P60779	TSGA_ECOL6	reviewed	Protein TsgA	tsgA c4139	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	393	2 out of 5	tsgA	c4139
P0A6P2	EFTS_ECOL6	reviewed	Elongation factor Ts (EF-Ts)	tsf c0206	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	283	2 out of 5	tsf	c0206
Q8FDG6	TSAD_ECOL6	reviewed	tRNA N6-adenosine threonylcarbamoyltransferase (EC 2.3.1.234) (N6-L-threonylcarbamoyladenine synthase) (t(6)A synthase) (t(6)A37 threonylcarbamoyladenosine biosynthesis protein TsaD) (tRNA threonylcarbamoyladenosine biosynthesis protein TsaD)	tsaD gcp c3815	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	337	3 out of 5	tsaD	c3815
Q8FD17	TSAC_ECOL6	reviewed	Threonylcarbamoyl-AMP synthase (TC-AMP synthase) (EC 2.7.7.87) (L-threonylcarbamoyladenylate synthase) (t(6)A37 threonylcarbamoyladenosine biosynthesis protein TsaC) (tRNA threonylcarbamoyladenosine biosynthesis protein TsaC)	tsaC rimN c4043	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	190	3 out of 5	tsaC	c4043
P0AGG5	THIO2_ECOL6	reviewed	Thioredoxin 2 (Trx-2) (EC 1.8.1.8) (Protein-disulfide reductase)	trxC c3107	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	139	3 out of 5	trxC	c3107
