gene_id,Locus_tag,gbk_start,gbk_end,gbk_midpoint,gbk_gene_id,gbk_locus_tag,norm_exp
ydeR,b1503,1582050,1582553,1582301,,BW25113_RS07880,0.059955286306757
ydeS,b1504,1582566,1583096,1582831,,BW25113_RS07885,0.0239821145227028
hipA,b1507,1585111,1586433,1585772,,BW25113_RS07900,13.1610925597867
hipB,b1508,1586433,1586699,1586566,,BW25113_RS07905,180.261579850268
lsrK,b1511,1592874,1594466,1593670,,BW25113_RS07920,7.90595040376526
lsrR,b1512,1594545,1595498,1595021,,BW25113_RS07925,4.24472442497731
lsrA,b1513,1595747,1597282,1596514,,BW25113_RS07930,1.33875420989355
lsrC,b1514,1597276,1598304,1597790,,BW25113_RS07935,0.53747547507191
lsrD,b1515,1598304,1599296,1598800,,BW25113_RS07940,0.572852691024317
lsrB,b1516,1599308,1600330,1599819,,BW25113_RS07945,3.1648975641247
lsrF,b1517,1600357,1601232,1600794,,BW25113_RS07950,2.12591978576494
lsrG,b1518,1601256,1601546,1601401,,BW25113_RS07955,1.5968777946781
tam,b1519,1601603,1602361,1601982,,BW25113_RS07960,54.7223257958662
yneE,b1520,1602365,1603279,1602822,,BW25113_RS07965,25.8671571557518
uxaB,b1521,1603486,1604937,1604211,,BW25113_RS07975,3.04710909320009
yneF,b1522,1605164,1606111,1605637,,BW25113_RS07980,4.326422589963
yneG,b1523,1606223,1606582,1606402,,BW25113_RS07985,1.57645325343168
glsB,b1524,1606582,1607508,1607045,,BW25113_RS07990,20.0296815005405
sad,b1525,1607572,1608960,1608266,,BW25113_RS07995,16.0403268513278
yneJ,b1526,1609061,1609942,1609501,,BW25113_RS08000,8.16820984460828
yneK,b1527,1610020,1611135,1610577,,BW25113_RS08005,2.30618308370645
ydeA,b1528,1611285,1612475,1611880,,BW25113_RS08010,7.92311534965122
marC,b1529,1612500,1613165,1612832,,BW25113_RS08015,5.80401273252303
marR,b1530,1613377,1613811,1613594,,BW25113_RS08020,6.38975041455616
marA,b1531,1613831,1614214,1614022,,BW25113_RS08025,9.05165578581389
marB,b1532,1614246,1614464,1614355,,BW25113_RS08030,0.633403933162721
eamA,b1533,1614495,1615394,1614944,,BW25113_RS08035,17.5208516466687
ydeE,b1534,1615589,1616776,1616182,,BW25113_RS08040,40.8412463571231
dgcZ,b1535,1617217,1618107,1617662,,BW25113_RS08050,6.97426922026221
ydeI,b1536,1618362,1618754,1618558,,BW25113_RS08055,90.3833198634161
ydeJ,b1537,1619030,1619548,1619289,,BW25113_RS08060,18.6317757685966
dcp,b1538,1619592,1621637,1620614,,BW25113_RS08065,60.2988435686821
ydfG,b1539,1621774,1622520,1622147,,BW25113_RS08070,139.367357990373
rspR,b1540,1622609,1623295,1622952,,BW25113_RS08075,85.8119659492075
ydfZ,b1541,1623472,1623675,1623573,,BW25113_RS08080,42.1817252135696
ydfI,b1542,1623710,1625170,1624440,,BW25113_RS08085,2.94555588291464
ydfK,b1544,1627329,1627562,1627445,,BW25113_RS08095,68.8384587331832
pinQ,b1545,1627879,1628469,1628174,,BW25113_RS08100,3.15290650686335
tfaQ,b1546,1628567,1629142,1628854,,BW25113_RS08105,0
stfQ,b1547,1629142,1630104,1629623,,BW25113_RS08110,2.10193767124223
ydfO,b1549,1631304,1631714,1631509,,BW25113_RS08125,5.78032859591615
gnsB,b1550,1631866,1632039,1631952,,BW25113_RS08130,33.6310027398758
ynfN,b1551,1632211,1632366,1632288,,BW25113_RS08135,0
cspI,b1552,1632712,1632924,1632818,,BW25113_RS08140,0
rzpQ,b1553,1633287,1633784,1633535,,BW25113_RS08145,0
rrrQ,b1554,1633781,1634314,1634047,,BW25113_RS08150,1.05096883562112
ydfR,b1555,1634311,1634622,1634466,,BW25113_RS08155,8.9332351027795
essQ,b1556,1634627,1634842,1634734,,BW25113_RS08160,2.62742208905279
cspB,b1557,1635596,1635811,1635703,,BW25113_RS08165,5.25484417810559
cspF,b1558,1636112,1636324,1636218,,BW25113_RS08170,20.4938922946118
quuQ,b1559,1636746,1637498,1637122,,BW25113_RS08175,0
ydfU,b1560,1637512,1638561,1638036,,BW25113_RS08180,0
rem,b1561,1638908,1639159,1639033,,BW25113_RS08190,0
hokD,b1562,1639376,1639531,1639453,,BW25113_RS08195,106.673336815543
relE,b1563,1639603,1639890,1639746,,BW25113_RS08200,60.4307080482143
relB,b1564,1639890,1640129,1640009,,BW25113_RS08205,32.5800339042546
ydfV,b1565,1640154,1640459,1640306,,BW25113_RS23835,4.72935976029503
flxA,b1566,1640662,1640994,1640828,,BW25113_RS08210,21.5448611302329
dicC,b1569,1641877,1642107,1641992,,BW25113_RS08220,0
dicA,b1570,1642191,1642598,1642394,,BW25113_RS08225,122.43786934986
ydfA,b1571,1642765,1642920,1642842,,BW25113_RS08230,4.72935976029503
ydfB,b1572,1642880,1643050,1642965,,BW25113_RS25100,9.45871952059005
ydfC,b1573,1643080,1643298,1643189,,BW25113_RS08235,5.78032859591615
dicB,b1575,1643866,1644054,1643960,,BW25113_RS08245,0
ydfD,b1576,1644051,1644242,1644146,,BW25113_RS08250,0
rspB,b1580,1647153,1648172,1647662,,BW25113_RS08270,3.17659064347023
rspA,b1581,1648184,1649398,1648791,,BW25113_RS08275,1.62441748247708
ynfA,b1582,1649604,1649930,1649767,,BW25113_RS08280,2.6514042035755
ynfB,b1583,1650065,1650406,1650235,,BW25113_RS08285,153.46187454193
speG,b1584,1650441,1651001,1650721,,BW25113_RS08290,77.783684893224
ynfC,b1585,1651004,1651714,1651359,,BW25113_RS08295,49.4434995032379
ynfD,b1586,1651822,1652127,1651974,,BW25113_RS08300,2591.28357479648
ynfE,b1587,1652326,1654752,1653539,,BW25113_RS08305,13.209491378196
ynfF,b1588,1654813,1657236,1656024,,BW25113_RS08310,7.54060272056562
ynfG,b1589,1657247,1657864,1657555,,BW25113_RS08315,3.1937555893562
ynfH,b1590,1657866,1658720,1658293,,BW25113_RS08320,13.7225501493813
dmsD,b1591,1658763,1659377,1659070,,BW25113_RS08325,14.211763417492
clcB,b1592,1659536,1660828,1660182,,BW25113_RS08330,2.81927900523442
ynfK,b1593,1660781,1661476,1661128,,BW25113_RS08335,52.7379148739109
mlc,b1594,1661601,1662821,1662211,,BW25113_RS08340,22.9021980845503
ynfL,b1595,1662956,1663849,1663402,,BW25113_RS08345,3.67064407079037
ynfM,b1596,1663956,1665209,1664582,,BW25113_RS08350,9.93240225272763
asr,b1597,1665606,1665941,1665773,,BW25113_RS08355,43.1256954322499
ydgD,b1598,1666217,1667038,1666627,,BW25113_RS08365,63.2002349569083
mdtI,b1599,1667077,1667406,1667241,,BW25113_RS08370,0.0612736237392646
mdtJ,b1600,1667393,1667758,1667575,,BW25113_RS08375,0.833378193699985
tqsA,b1601,1668170,1669204,1668687,tqsA,BW25113_RS08380,2.02012237210168
pntB,b1602,1669229,1670617,1669923,,BW25113_RS08385,67.3099697087969
pntA,b1603,1670628,1672160,1671394,,BW25113_RS08390,151.825937741898
ydgH,b1604,1672684,1673628,1673156,,BW25113_RS08395,43.7803930853869
ydgI,b1605,1673814,1675196,1674505,,BW25113_RS08400,13.091259246361
folM,b1606,1675233,1675955,1675594,,BW25113_RS08405,107.4903184654
ydgC,b1607,1675952,1676287,1676119,,BW25113_RS08410,44.6661755138975
rstA,b1608,1676416,1677135,1676775,,BW25113_RS08415,104.612248226794
rstB,b1609,1677139,1678440,1677789,,BW25113_RS08420,23.4072579611145
tus,b1610,1678516,1679445,1678980,,BW25113_RS08425,41.8130454385679
fumC,b1611,1679442,1680845,1680143,,BW25113_RS08430,14.9413937866613
fumA,b1612,1680988,1682634,1681811,,BW25113_RS08435,18.5962000358338
manA,b1613,1682833,1684008,1683420,,BW25113_RS08440,195.074629580331
ydgA,b1614,1684109,1685617,1684863,,BW25113_RS08445,228.052490475899
uidC,b1615,1685843,1687108,1686475,,BW25113_RS08450,3.22559440330353
uidB,b1616,1687147,1688520,1687833,,BW25113_RS08455,5.76169413180891
uidA,b1617,1688517,1690328,1689422,,BW25113_RS08460,1.05096883562112
uidR,b1618,1690719,1691309,1691014,,BW25113_RS08465,54.6708039935445
hdhA,b1619,1691530,1692297,1691913,,BW25113_RS08470,266.4410243712
malI,b1620,1692409,1693437,1692923,,BW25113_RS08475,7.70399905053699
malX,b1621,1693612,1695204,1694408,,BW25113_RS08480,10.2642424587895
malY,b1622,1695214,1696386,1695800,,BW25113_RS08485,64.77668821034
add,b1623,1696490,1697491,1696990,,BW25113_RS08490,86.3224163096566
ydgJ,b1624,1697525,1698565,1698045,,BW25113_RS08495,72.9485277192658
cnu,b1625,1699206,1699421,1699313,,BW25113_RS08505,22.7592262958254
ydgK,b1626,1699507,1699947,1699727,,BW25113_RS08510,87.614127188916
rsxA,b1627,1700024,1700605,1700314,,BW25113_RS08515,10.6317210305136
rsxB,b1628,1700605,1701183,1700894,,BW25113_RS08520,11.7264461480804
rsxC,b1629,1701176,1703398,1702287,,BW25113_RS08525,15.0880764719465
rsxD,b1630,1703399,1704457,1703928,,BW25113_RS08530,14.2959987962372
rsxG,b1631,1704461,1705081,1704771,,BW25113_RS08535,6.40793571995881
rsxE,b1632,1705085,1705780,1705432,,BW25113_RS08540,22.6668823756747
nth,b1633,1705780,1706415,1706097,,BW25113_RS08545,14.3064999639195
dtpA,b1634,1707026,1708528,1707777,,BW25113_RS08555,13.4026294814674
gstA,b1635,1708634,1709239,1708936,,BW25113_RS08560,203.717731741789
pdxY,b1636,1709283,1710146,1709714,,BW25113_RS08565,24.6039612806944
tyrS,b1637,1710205,1711479,1710842,,BW25113_RS08570,54.7145789419827
pdxH,b1638,1711608,1712264,1711936,,BW25113_RS08575,80.2933185113522
mliC,b1639,1712323,1712652,1712487,,BW25113_RS08580,24.5467959925365
anmK,b1640,1712750,1713859,1713304,,BW25113_RS08585,25.5888980032392
slyB,b1641,1714133,1714600,1714366,,BW25113_RS08590,28.4708951081977
slyA,b1642,1714647,1715081,1714864,,BW25113_RS08595,97.8585223957983
ydhI,b1643,1715282,1715518,1715400,,BW25113_RS08600,4.77672803350879
ydhJ,b1644,1715521,1716378,1715949,,BW25113_RS08605,6.6119557503272
ydhK,b1645,1716378,1718390,1717384,,BW25113_RS08610,5.62306430270174
sodC,b1646,1718391,1718912,1718651,,BW25113_RS08615,1431.96546307502
ydhF,b1647,1718993,1719889,1719441,,BW25113_RS08620,84.6503595407137
ydhL,b1648,1719938,1720177,1720057,,BW25113_RS08625,10.550537438704
nemR,b1649,1720280,1720879,1720579,,BW25113_RS08630,3.32741014602753
nemA,b1650,1720916,1722013,1721464,,BW25113_RS08635,21.9546791788078
gloA,b1651,1722094,1722501,1722297,,BW25113_RS08640,50.9924130688706
rnt,b1652,1722604,1723251,1722927,,BW25113_RS08645,21.1141132588499
lhr,b1653,1723344,1727960,1725652,,BW25113_RS08650,16.905805075834
grxD,b1654,1728011,1728358,1728184,,BW25113_RS08655,772.523367805261
mepH,b1655,1728692,1729507,1729099,,BW25113_RS08660,11.7285319934912
sodB,b1656,1729635,1730216,1729925,,BW25113_RS08665,48.7939063459927
ydhP,b1657,1730378,1731547,1730962,,BW25113_RS08670,2.3624631739179
purR,b1658,1732101,1733126,1732613,,BW25113_RS08680,17.0553225151649
ydhB,b1659,1733123,1734055,1733589,,BW25113_RS08685,3.1190554367682
ydhC,b1660,1734168,1735379,1734773,,BW25113_RS08690,12.7729815712423
cfa,b1661,1735670,1736818,1736244,,BW25113_RS08695,291.238278039663
ribC,b1662,1736858,1737499,1737178,,BW25113_RS08700,487.007061717506
mdtK,b1663,1737714,1739087,1738400,,BW25113_RS08705,28.8287117771121
ydhQ,b1664,1739128,1740384,1739756,,BW25113_RS08710,33.4089786854954
ydhR,b1667,1740957,1741262,1741109,,BW25113_RS08725,30.8570424187225
ydhS,b1668,1741388,1742992,1742190,,BW25113_RS08730,96.2156048510179
ydhT,b1669,1743004,1743816,1743410,,BW25113_RS08735,3.13960626948568
ydhU,b1670,1743820,1744605,1744212,,BW25113_RS08740,2.18918949082432
ydhX,b1671,1744602,1745270,1744936,,BW25113_RS08745,1.29078998084815
ydhW,b1672,1745334,1745981,1745657,,BW25113_RS08750,2.14278675373508
ydhV,b1673,1745985,1748087,1747036,,BW25113_RS08755,0.657386047685424
ydhY,b1674,1748108,1748734,1748421,,BW25113_RS08760,0.0204245412464215
ydhZ,b1675,1749189,1749398,1749293,,BW25113_RS08765,23.1452964981873
pykF,b1676,1749955,1751367,1750661,,BW25113_RS08770,289.636650760045
lpp,b1677,1751678,1751914,1751796,,BW25113_RS08775,750.22152626477
ldtE,b1678,1751978,1752982,1752480,,BW25113_RS08780,181.176737205721
sufE,b1679,1753131,1753547,1753339,,BW25113_RS08785,424.735031484884
sufS,b1680,1753560,1754780,1754170,,BW25113_RS08790,577.09955301561
sufD,b1681,1754777,1756048,1755412,,BW25113_RS08795,280.758938103041
sufC,b1682,1756023,1756769,1756396,,BW25113_RS08800,198.723413066359
sufB,b1683,1756779,1758266,1757522,,BW25113_RS08805,147.861466727704
sufA,b1684,1758275,1758643,1758459,,BW25113_RS08810,186.930682155112
ydiH,b1685,1759191,1759460,1759325,,BW25113_RS08815,174.887141172029
menI,b1686,1759479,1759889,1759684,,BW25113_RS08820,15.6066898589418
ydiJ,b1687,1759886,1762942,1761414,,BW25113_RS08825,20.9305561122703
ydiK,b1688,1763331,1764443,1763887,,BW25113_RS08830,13.3430805203958
ydiL,b1689,1764872,1765228,1765050,,BW25113_RS08835,1.4186105780567
ydiM,b1690,1765328,1766542,1765935,,BW25113_RS08840,0.510613531160538
ydiN,b1691,1766769,1768034,1767401,,BW25113_RS08845,0.0119910572613514
ydiB,b1692,1768046,1768912,1768479,,BW25113_RS08850,10.5333724928181
aroD,b1693,1768943,1769701,1769322,,BW25113_RS08855,33.1259428633116
ydiF,b1694,1769844,1771439,1770641,,BW25113_RS08860,0.933975242738989
ydiO,b1695,1771453,1772604,1772028,,BW25113_RS08865,1.73233699782924
ydiP,b1696,1772647,1773558,1773102,,BW25113_RS08870,17.3646699243553
ydiQ,b1697,1773874,1774638,1774256,,BW25113_RS08880,2.62742208905279
ydiR,b1698,1774658,1775596,1775127,,BW25113_RS08885,11.1071191175898
ydiS,b1699,1775652,1776941,1776296,,BW25113_RS08890,1.09181791811396
ydiT,b1700,1776938,1777231,1777084,,BW25113_RS08895,0.525484417810559
fadK,b1701,1777288,1778934,1778111,,BW25113_RS08900,3.72575919788767
ppsA,b1702,1778991,1781369,1780180,,BW25113_RS08905,120.7239979623
ppsR,b1703,1781702,1782535,1782118,,BW25113_RS08915,112.515742799455
aroH,b1704,1782692,1783738,1783215,,BW25113_RS08920,49.349693146836
ydiE,b1705,1783870,1784061,1783965,,BW25113_RS08925,25.819788882538
ydiU,b1706,1784065,1785501,1784783,,BW25113_RS08930,51.2280806178406
ydiV,b1707,1785564,1786277,1785920,,BW25113_RS08935,13.5871090407947
nlpC,b1708,1786524,1786988,1786756,,BW25113_RS08940,10.1400876827982
btuD,b1709,1787066,1787815,1787440,,BW25113_RS08945,39.6244885652538
btuE,b1710,1787815,1788366,1788090,,BW25113_RS08950,57.4435904975991
btuC,b1711,1788429,1789409,1788919,,BW25113_RS08955,6.83685108613366
ihfA,b1712,1789510,1789809,1789659,,BW25113_RS08960,72.2977333587429
pheT,b1713,1789814,1792201,1791007,,BW25113_RS08965,329.526216050907
pheS,b1714,1792216,1793199,1792707,,BW25113_RS08970,419.722979159617
rplT,b1716,1793650,1794006,1793828,,BW25113_RS08980,39.7399140728738
rpmI,b1717,1794059,1794256,1794157,,BW25113_RS08985,563.52738806974
infC,b1718,1794353,1794895,1794624,,BW25113_RS08990,569.268240843366
thrS,b1719,1794899,1796827,1795863,,BW25113_RS08995,316.0484714813
ydiY,b1722,1799582,1800340,1799961,,BW25113_RS09010,3.67839092467391
pfkB,b1723,1800627,1801556,1801091,,BW25113_RS09015,113.026518102484
ydiZ,b1724,1801657,1801947,1801802,,BW25113_RS09020,585.410065982209
yniA,b1725,1802053,1802913,1802483,,BW25113_RS09025,389.205686381003
yniB,b1726,1802954,1803490,1803222,,BW25113_RS09030,87.2205444009803
yniC,b1727,1803637,1804305,1803971,,BW25113_RS09035,15.0436885498188
ydjM,b1728,1804468,1805058,1804763,,BW25113_RS09040,11.7500317176465
ydjN,b1729,1805191,1806582,1805886,,BW25113_RS09045,72.9661895652784
ydjO,b1730,1806586,1807389,1806987,,BW25113_RS09050,0.239821145227028
cedA,b1731,1807678,1807941,1807809,,BW25113_RS09055,1.45359915793806
katE,b1732,1808124,1810385,1809254,,BW25113_RS09060,396.243477347062
chbG,b1733,1810643,1811392,1811017,,BW25113_RS09065,3.80719550693752
chbF,b1734,1811405,1812757,1812081,,BW25113_RS09070,6.94558325195613
chbR,b1735,1812862,1813704,1813283,,BW25113_RS09075,2.24404249088351
chbA,b1736,1813712,1814062,1813887,,BW25113_RS09080,2.63941314631414
chbC,b1737,1814113,1815471,1814792,,BW25113_RS09085,1.67857595966378
chbB,b1738,1815556,1815876,1815716,,BW25113_RS09090,12.6353101640603
osmE,b1739,1816175,1816513,1816344,,BW25113_RS09095,721.490105653897
nadE,b1740,1816715,1817542,1817128,,BW25113_RS09100,126.743867398577
cho,b1741,1817772,1818659,1818215,,BW25113_RS09110,28.9405185617555
ves,b1742,1818619,1819194,1818906,,BW25113_RS09115,1.83265505758154
spy,b1743,1819397,1819882,1819639,,BW25113_RS09120,34.9099461166472
astE,b1744,1820212,1821180,1820696,,BW25113_RS09125,17.3883540609622
astB,b1745,1821173,1822516,1821844,,BW25113_RS09130,8.13835835737483
astD,b1746,1822513,1823991,1823252,,BW25113_RS09135,10.5576525852566
astA,b1747,1823988,1825022,1824505,,BW25113_RS09140,15.2390481165062
astC,b1748,1825019,1826239,1825629,,BW25113_RS09145,26.2982030050506
xthA,b1749,1826685,1827491,1827088,,BW25113_RS09150,97.2383014315602
ydjX,b1750,1827658,1828368,1828013,,BW25113_RS09155,37.3093936645497
ydjY,b1751,1828373,1829050,1828711,,BW25113_RS09160,3.82049574431518
ydjZ,b1752,1829065,1829772,1829418,,BW25113_RS09165,6.44878480245165
ynjA,b1753,1829772,1830320,1830046,,BW25113_RS09170,20.5658386381799
ynjB,b1754,1830330,1831496,1830913,,BW25113_RS09175,21.101074877408
ynjC,b1755,1831469,1833004,1832236,,BW25113_RS09180,1.8162743986587
ynjD,b1756,1833004,1833657,1833330,,BW25113_RS09185,2.70912025403848
ynjE,b1757,1833724,1835031,1834377,,BW25113_RS09190,30.5020783475351
ynjF,b1758,1835040,1835660,1835350,,BW25113_RS09195,2.6993684326209
nudG,b1759,1835747,1836154,1835950,,BW25113_RS09200,16.4339096392635
ynjH,b1760,1836120,1836392,1836256,,BW25113_RS09205,8.95691923938638
gdhA,b1761,1836628,1837971,1837299,,BW25113_RS09210,393.266192495741
ynjI,b1762,1838088,1839128,1838608,,BW25113_RS09215,6.68635214249428
topB,b1763,1839256,1841217,1840236,,BW25113_RS09220,27.8096416382879
selD,b1764,1841222,1842265,1841743,,BW25113_RS09225,31.8354331873298
ydjA,b1765,1842382,1842933,1842657,,BW25113_RS09235,119.570906420447
sppA,b1766,1843094,1844950,1844022,,BW25113_RS09245,53.1165653584985
ansA,b1767,1845117,1846133,1845625,,BW25113_RS09250,47.0540567625896
pncA,b1768,1846144,1846785,1846464,,BW25113_RS09255,16.4321217717686
ydjE,b1769,1846878,1848236,1847557,,BW25113_RS09260,1.7704322713022
ydjF,b1770,1848353,1849111,1848732,,BW25113_RS09265,5.03572787899135
ydjG,b1771,1849248,1850228,1849738,,BW25113_RS09270,0.549466532333262
ydjH,b1772,1850238,1851185,1850711,,BW25113_RS09275,0.667589237451832
ydjI,b1773,1851190,1852026,1851608,,BW25113_RS09280,0.596536827631195
ydjJ,b1774,1852047,1853090,1852568,,BW25113_RS09285,0.0236841366068789
ydjK,b1775,1853107,1854486,1853796,,BW25113_RS09290,0.586758041549823
ydjL,b1776,1854513,1855589,1855051,,BW25113_RS09295,0.572852691024317
yeaC,b1777,1855959,1856231,1856095,,BW25113_RS09300,119.284962842997
msrB,b1778,1856273,1856686,1856479,,BW25113_RS09305,113.504634247081
gapA,b1779,1857028,1858023,1857525,,BW25113_RS09310,5199.20410344141
yeaD,b1780,1858107,1858991,1858549,,BW25113_RS09315,100.022096677767
yeaE,b1781,1859039,1859893,1859466,,BW25113_RS09320,78.1192057283063
mipA,b1782,1859983,1860729,1860356,,BW25113_RS09325,42.5983058784913
yeaG,b1783,1861165,1863099,1862132,,BW25113_RS09330,1230.5054173187
yeaH,b1784,1863212,1864495,1863853,,BW25113_RS09335,728.059478318921
yeaI,b1785,1864642,1866117,1865379,,BW25113_RS09340,5.57463892753499
yeaJ,b1786,1866298,1867788,1867043,,BW25113_RS09345,2.40983144713166
yeaK,b1787,1867831,1868334,1868082,,BW25113_RS09350,35.2074559933074
yeaL,b1789,1868609,1869055,1868832,,BW25113_RS09360,6.32949715033358
yeaM,b1790,1869012,1869833,1869422,,BW25113_RS09365,32.2203384426922
yeaN,b1791,1869930,1871111,1870520,,BW25113_RS09370,7.42360912768349
yeaO,b1792,1871166,1871513,1871339,,BW25113_RS09375,743.620406488247
yoaF,b1793,1871535,1871789,1871662,,BW25113_RS09380,11.5726482490936
yeaP,b1794,1871972,1872997,1872484,,BW25113_RS09385,61.5536232274035
yeaQ,b1795,1873264,1873512,1873388,,BW25113_RS09395,31.447249769493
yoaG,b1796,1873660,1873842,1873751,,BW25113_RS09400,0.525484417810559
yeaR,b1797,1873846,1874205,1874025,,BW25113_RS09405,0.688880747781931
leuE,b1798,1874378,1875016,1874697,,BW25113_RS09410,8.79581696865095
dmlR,b1799,1875143,1876066,1875604,,BW25113_RS09415,22.551217305904
dmlA,b1800,1876169,1877254,1876711,,BW25113_RS09420,3.88223889811688
yeaV,b1801,1877445,1878890,1878167,,BW25113_RS09425,0.921189307435155
yeaW,b1802,1878922,1880046,1879484,,BW25113_RS09430,2.7295447952849
yeaX,b1803,1880102,1881067,1880584,,BW25113_RS09435,1.05096883562112
rnd,b1804,1881121,1882248,1881684,,BW25113_RS09440,19.9888324180477
fadD,b1805,1882318,1884003,1883160,,BW25113_RS09445,6.46920934369808
yeaY,b1806,1884208,1884789,1884498,,BW25113_RS09450,24.7214517737031
tsaB,b1807,1884829,1885524,1885176,,BW25113_RS09455,10.5333724928181
yoaA,b1808,1885582,1887492,1886537,,BW25113_RS09460,44.2687919981619
yoaB,b1809,1887624,1887968,1887796,,BW25113_RS09465,55.1995480067155
yoaC,b1810,1888330,1888689,1888509,,BW25113_RS09470,12.6715813137602
yoaH,b1811,1888809,1888988,1888898,,BW25113_RS09475,45.2755973325375
pabB,b1812,1889062,1890423,1889742,pabB,BW25113_RS09480,6.52377414611993
nudL,b1813,1890427,1891005,1890716,,BW25113_RS09485,41.6983086874299
sdaA,b1814,1891189,1892553,1891871,,BW25113_RS09490,50.7543978857031
yoaD,b1815,1892684,1894282,1893483,,BW25113_RS09495,13.2984659890529
yoaE,b1816,1894286,1895842,1895064,,BW25113_RS09500,12.2495379396142
manX,b1817,1896305,1897276,1896790,,BW25113_RS09510,72.3385824412357
manY,b1818,1897339,1898139,1897739,,BW25113_RS09515,173.027345248399
manZ,b1819,1898152,1899003,1898577,,BW25113_RS09520,65.7646064278267
yobD,b1820,1899058,1899516,1899287,,BW25113_RS09525,42.5586130904606
mntP,b1821,1899945,1900511,1900228,,BW25113_RS09535,4.12020367718075
